Uniprot ID	Number of domains	Pfam domains
A6NN14	30	{'PF00096': 29, 'PF13912': 1}
A6NN73	0	
A6NN90	0	
A6NN92	2	{'PF00029': 2}
A6NNA2	1	{'PF08312': 1}
A6NNA5	1	{'PF00046': 1}
A6NNB3	0	
A6NNC1	0	
A6NND4	0	
A6NNE9	1	{'PF12906': 1}
A6NNF4	16	{'PF00096': 16}
A6NNH2	1	{'PF15288': 1}
A6NNJ1	1	{'PF15288': 1}
A6NNL0	0	
A6NNL5	0	
A6NNM3	2	{'PF07653': 1, 'PF14604': 1}
A6NNM8	0	
A6NNN8	0	
A6NNP5	0	
A6NNS2	1	{'PF00106': 1}
A6NNT2	0	
A6NNV3	0	
A6NNW6	1	{'PF00113': 1}
A6NNX1	1	{'PF02197': 1}
A6NNY8	0	
A6NNZ2	2	{'PF00091': 1, 'PF03953': 1}
A6NP11	8	{'PF00096': 8}
A6NP61	1	{'PF13695': 1}
A6PVC2	0	
A6PVI3	1	{'PF00076': 1}
A6PVL3	0	
A6PVS8	0	
A6PVY3	0	
A6QL63	1	{'PF00651': 1}
A6QL64	0	
A6XGL0	1	{'PF03853': 1}
A6ZKI3	0	
A7E2F4	0	
A7E2S9	0	
A7E2U8	0	
A7E2V4	0	
A7E2Y1	2	{'PF00063': 1, 'PF02736': 1}
A7KAX9	2	{'PF00620': 1, 'PF14604': 1}
A7MBM2	0	
A7MCY6	0	
A7MD48	0	
A7XYQ1	0	
A8CG34	0	
A8K010	0	
A8K0R7	0	
A8K0S8	0	
A8K0Z3	1	{'PF11945': 1}
A8K2U0	5	{'PF01835': 1, 'PF07677': 1, 'PF17789': 1, 'PF17791': 1, 'PF07703': 1}
A8K4G0	1	{'PF07686': 1}
A8K554	0	
A8K5M9	0	
A8K7I4	1	{'PF13519': 1}
A8K830	0	
A8K855	0	
A8K8P3	0	
A8K8V0	6	{'PF00096': 6}
A8K979	1	{'PF06839': 1}
A8MPP1	1	{'PF13307': 1}
A8MPS7	0	
A8MPX8	0	
A8MPY1	0	
A8MQ03	0	
A8MQ11	0	
A8MQ14	28	{'PF00096': 28}
A8MQ27	3	{'PF07177': 2, 'PF13920': 1}
A8MQB3	0	
A8MQT2	0	
A8MRT5	0	
A8MSI8	0	
A8MT19	1	{'PF03097': 1}
A8MT33	0	
A8MT65	6	{'PF00096': 3, 'PF13465': 2, 'PF13912': 1}
A8MT66	0	
A8MT69	1	{'PF09415': 1}
A8MT70	0	
A8MTA8	0	
A8MTB9	0	
A8MTI9	1	{'PF00089': 1}
A8MTJ3	1	{'PF00503': 1}
A8MTJ6	1	{'PF00250': 1}
A8MTL0	0	
A8MTL3	0	
A8MTL9	1	{'PF00079': 1}
A8MTQ0	1	{'PF00046': 1}
A8MTT3	0	
A8MTW9	0	
A8MTY0	14	{'PF00096': 14}
A8MTY7	0	
A8MTZ0	0	
A8MTZ7	0	
A8MU10	0	
A8MU46	1	{'PF00307': 1}
A8MU93	0	
A8MUA0	0	
A8MUH7	3	{'PF00595': 2, 'PF17820': 1}
A8MUI8	0	
A8MUK1	0	
A8MUL3	0	
A8MUM7	1	{'PF00337': 1}
A8MUN3	0	
A8MUP2	1	{'PF13649': 1}
A8MUP6	0	
A8MUU1	1	{'PF00061': 1}
A8MUU9	0	
A8MUV8	7	{'PF00096': 5, 'PF13894': 2}
A8MUX0	0	
A8MUZ8	2	{'PF00096': 2}
A8MV23	1	{'PF00079': 1}
A8MV24	0	
A8MV57	1	{'PF00354': 1}
A8MV65	0	
A8MV72	0	
A8MV81	0	
A8MVA2	0	
A8MVJ9	0	
A8MVM7	0	
A8MVS5	1	{'PF17737': 1}
A8MVU1	3	{'PF00787': 1, 'PF00018': 2}
A8MVW0	0	
A8MVW5	1	{'PF13927': 1}
A8MVX0	1	{'PF00621': 1}
A8MVZ5	1	{'PF07686': 1}
A8MW92	2	{'PF02820': 1, 'PF18104': 1}
A8MW95	1	{'PF04111': 1}
A8MW99	0	
A8MWA4	2	{'PF00096': 2}
A8MWA6	1	{'PF15288': 1}
A8MWD9	1	{'PF01423': 1}
A8MWE9	0	
A8MWK0	2	{'PF00173': 1, 'PF00487': 1}
A8MWL6	1	{'PF01284': 1}
A8MWL7	0	
A8MWP4	0	
A8MWV9	0	
A8MWX3	1	{'PF11945': 1}
A8MWY0	0	
A8MX19	1	{'PF15288': 1}
A8MX34	0	
A8MX76	1	{'PF01067': 1}
A8MX80	0	
A8MXD5	1	{'PF00462': 1}
A8MXE2	0	
A8MXJ8	1	{'PF15288': 1}
A8MXK1	0	
A8MXQ7	0	
A8MXT2	0	
A8MXU0	1	{'PF13841': 1}
A8MXV4	0	
A8MXV6	0	
A8MXY4	19	{'PF00096': 19}
A8MXZ1	1	{'PF15288': 1}
A8MXZ3	0	
A8MY62	1	{'PF00144': 1}
A8MYA2	0	
A8MYB1	0	
A8MYJ7	0	
A8MYP8	0	
A8MYU2	0	
A8MYV0	0	
A8MYX2	0	
A8MYZ0	1	{'PF13898': 1}
A8MYZ5	0	
A8MYZ6	2	{'PF00250': 1, 'PF16676': 1}
A8MZ25	0	
A8MZ26	0	
A8MZ36	0	
A8MZ59	1	{'PF00046': 1}
A8MZ97	0	
A8MZA4	0	
A8MZF0	0	
A8MZG2	0	
A8MZH6	0	
A8TX70	9	{'PF00092': 9}
A9QM74	0	
A9UHW6	0	
A9YTQ3	2	{'PF00010': 1, 'PF00989': 1}
A9Z1Z3	7	{'PF00168': 5, 'PF08150': 1, 'PF08151': 1}
B0FP48	0	
B0I1T2	2	{'PF00063': 1, 'PF06017': 1}
B0L3A2	0	
B0YJ81	0	
B1AH88	0	
B1AJZ9	0	
B1AK53	0	
B1AK76	0	
B1AKI9	2	{'PF00090': 1, 'PF03782': 1}
B1AL46	0	
B1AL88	0	
B1AMM8	0	
B1ANH7	0	
B1ANS9	0	
B1ANY3	0	
B1APH4	3	{'PF00096': 3}
B1ATL7	0	
B2CW77	0	
B2RBV5	0	
B2RC85	0	
B2RD01	2	{'PF03221': 1, 'PF04218': 1}
B2RN74	0	
B2RNN3	1	{'PF00386': 1}
B2RPK0	2	{'PF00505': 1, 'PF09011': 1}
B2RTY4	4	{'PF00063': 2, 'PF00620': 1, 'PF00788': 1}
B2RU33	0	
B2RUY7	0	
B2RUZ4	0	
B2RV13	0	
B2RXF0	0	
B2RXF5	4	{'PF00096': 2, 'PF00651': 1, 'PF13894': 1}
B2RXH2	1	{'PF02373': 1}
B2RXH4	1	{'PF00651': 1}
B2RXH8	1	{'PF00076': 1}
B3EWF7	0	
B3EWG3	0	
B3EWG5	0	
B3EWG6	0	
B3GLJ2	0	
B3KS81	0	
B3KU38	0	
B3SHH9	0	
B4DH59	10	{'PF06758': 10}
B4DJY2	0	
B4DS77	0	
B4DU55	12	{'PF00096': 11, 'PF13912': 1}
B4DX44	6	{'PF00096': 5, 'PF13912': 1}
B4DXR9	8	{'PF00096': 7, 'PF13912': 1}
B4DYI2	0	
B4DZS4	0	
B4E2M5	0	
B5MCN3	1	{'PF00650': 1}
B5MCY1	7	{'PF00567': 7}
B5MD39	1	{'PF01019': 1}
B5ME19	1	{'PF01399': 1}
B6A8C7	1	{'PF13895': 1}
B6SEH8	0	
B6SEH9	0	
B7U540	2	{'PF01007': 1, 'PF17655': 1}
B7Z1M9	1	{'PF00168': 1}
B7Z368	0	
B7Z6K7	22	{'PF00096': 22}
B7Z8K6	1	{'PF07654': 1}
B7ZAP0	0	
B7ZAQ6	0	
B7ZBB8	1	{'PF03370': 1}
B7ZC32	1	{'PF00225': 1}
B7ZW38	1	{'PF00076': 1}
B8ZZ34	0	
B9A014	0	
B9A064	1	{'PF07654': 1}
B9A6J9	0	
B9EJG8	0	
C0HLS1	0	
C0HLU2	0	
C0HLV8	0	
C0HLZ6	0	
C0HM01	0	
C0HM02	0	
C4AMC7	1	{'PF11945': 1}
C9J069	0	
C9J1S8	1	{'PF15227': 1}
C9J202	0	
C9J2P7	0	
C9J302	0	
C9J3I9	0	
C9J3V5	0	
C9J442	0	
C9J6K1	0	
C9J798	3	{'PF00168': 2, 'PF00169': 1}
C9J7I0	0	
C9JBD0	0	
C9JC47	0	
C9JCN9	0	
C9JDP6	0	
C9JE40	0	
C9JFL3	0	
C9JG80	0	
C9JH25	0	
C9JI98	0	
C9JJ37	2	{'PF00651': 1, 'PF07707': 1}
C9JJH3	0	
C9JL84	0	
C9JLJ4	0	
C9JLR9	4	{'PF18658': 4}
C9JLW8	0	
C9JN71	12	{'PF00096': 12}
C9JPN9	0	
C9JQI7	0	
C9JQL5	0	
C9JR72	1	{'PF00651': 1}
C9JRZ8	1	{'PF00248': 1}
C9JSJ3	2	{'PF00010': 1, 'PF00505': 1}
C9JTQ0	0	
C9JUS6	0	
C9JVI0	0	
C9JVW0	0	
C9JXX5	0	
D3DTV9	0	
D3W0D1	1	{'PF00059': 1}
D6R901	0	
D6R9N7	0	
D6RA61	0	
D6RBM5	0	
D6RBQ6	0	
D6RCP7	0	
D6REC4	0	
D6RF30	0	
D6RGH6	0	
D6RGX4	1	{'PF15288': 1}
D6RIA3	0	
D6RJB6	0	
E0CX11	0	
E2RYF6	1	{'PF14654': 1}
E2RYF7	0	
E5RG02	1	{'PF00089': 1}
E5RHQ5	0	
E5RIL1	0	
E5RJ46	0	
E5RJM6	0	
E5RQL4	1	{'PF07837': 1}
E7ERA6	1	{'PF13639': 1}
E7ETH6	5	{'PF00096': 5}
E7EW31	0	
E9PAV3	1	{'PF19026': 1}
E9PB15	0	
E9PGG2	2	{'PF00046': 1, 'PF16878': 1}
E9PI22	0	
E9PIF3	0	
E9PJ23	0	
E9PJI5	0	
E9PKD4	0	
E9PQ53	0	
E9PQR5	0	
E9PQX1	0	
E9PRG8	0	
F2Z333	0	
F2Z398	0	
F2Z3F1	0	
F2Z3M2	0	
F5GYI3	0	
F5H284	1	{'PF00160': 1}
F5H4A9	0	
F5H4B4	0	
F7VJQ1	0	
F8VTS6	2	{'PF11002': 1, 'PF15227': 1}
F8W0I5	0	
F8W1W9	0	
F8WBI6	0	
F8WCM5	1	{'PF00049': 1}
F8WFD2	0	
G2XKQ0	0	
G3V0H7	1	{'PF07648': 1}
G3V211	0	
G5E9R7	0	
G9CGD6	4	{'PF00536': 1, 'PF00595': 1, 'PF10534': 1, 'PF00169': 1}
H0UI37	1	{'PF00581': 1}
H0Y354	0	
H0Y7S4	0	
H0YKK7	0	
H0YL09	0	
H0YL14	0	
H0YM25	0	
H3BMG3	0	
H3BNL1	0	
H3BNL8	0	
H3BPF8	0	
H3BPM6	0	
H3BQB6	0	
H3BQJ8	1	{'PF00021': 1}
H3BQL2	0	
H3BQW9	0	
H3BR10	0	
H3BRN8	0	
H3BS89	0	
H3BSY2	0	
H3BTG2	0	
H3BU77	0	
H3BUK9	0	
H3BV12	0	
H3BV60	0	
H7BZ55	0	
H7C241	0	
H7C350	0	
I0J062	0	
I1YAP6	1	{'PF00097': 1}
I3L0S3	0	
I3L1E1	0	
I3L273	0	
I3L3R5	0	
I6L899	0	
J3KSC0	0	
K7EIQ3	0	
K7EJ46	0	
K9M1U5	1	{'PF15177': 1}
L0R6Q1	0	
L0R819	0	
L0R8F8	0	
M0QZC1	1	{'PF13639': 1}
M0R2J8	0	
M5A8F1	0	
O00110	2	{'PF00096': 2}
O00115	0	
O00116	2	{'PF01565': 1, 'PF02913': 1}
O00124	1	{'PF00789': 1}
O00139	1	{'PF00225': 1}
O00141	1	{'PF00069': 1}
O00142	1	{'PF01712': 1}
O00144	1	{'PF01392': 1}
O00148	2	{'PF00270': 1, 'PF00271': 1}
O00151	2	{'PF00412': 1, 'PF00595': 1}
O00154	2	{'PF03061': 2}
O00155	0	
O00159	2	{'PF00063': 1, 'PF06017': 1}
O00160	3	{'PF00063': 1, 'PF06017': 1, 'PF00018': 1}
O00161	0	
O00165	0	
O00167	1	{'PF00702': 1}
O00168	0	
O00170	1	{'PF00254': 1}
O00175	1	{'PF00048': 1}
O00178	1	{'PF00009': 1}
O00180	0	
O00182	2	{'PF00337': 2}
O00186	0	
O00187	6	{'PF00084': 2, 'PF00089': 1, 'PF00431': 2, 'PF07645': 1}
O00189	1	{'PF01217': 1}
O00192	0	
O00193	0	
O00194	1	{'PF00071': 1}
O00198	0	
O00203	0	
O00204	1	{'PF00685': 1}
O00206	0	
O00212	1	{'PF00071': 1}
O00213	3	{'PF00397': 1, 'PF00640': 2}
O00214	2	{'PF00337': 2}
O00217	1	{'PF12838': 1}
O00219	1	{'PF13641': 1}
O00220	3	{'PF00020': 2, 'PF00531': 1}
O00221	0	
O00222	1	{'PF00003': 1}
O00230	0	
O00231	3	{'PF01399': 1, 'PF18055': 1, 'PF18503': 1}
O00232	2	{'PF01399': 1, 'PF18098': 1}
O00233	2	{'PF18265': 1, 'PF17820': 1}
O00237	1	{'PF13639': 1}
O00238	2	{'PF01064': 1, 'PF07714': 1}
O00241	3	{'PF07654': 2, 'PF07686': 1}
O00244	1	{'PF00403': 1}
O00253	0	
O00254	0	
O00255	0	
O00257	1	{'PF00385': 1}
O00258	0	
O00264	1	{'PF00173': 1}
O00267	1	{'PF11942': 1}
O00268	0	
O00270	0	
O00273	2	{'PF02017': 1, 'PF09033': 1}
O00287	1	{'PF15289': 1}
O00291	1	{'PF07651': 1}
O00292	1	{'PF00019': 1}
O00294	1	{'PF01167': 1}
O00295	1	{'PF01167': 1}
O00299	2	{'PF13409': 1, 'PF13410': 1}
O00300	4	{'PF00020': 3, 'PF00531': 1}
O00303	0	
O00305	2	{'PF00625': 1, 'PF12052': 1}
O00308	5	{'PF00397': 4, 'PF00632': 1}
O00311	2	{'PF00069': 2}
O00321	1	{'PF00178': 1}
O00322	0	
O00327	3	{'PF00010': 1, 'PF00989': 1, 'PF14598': 1}
O00329	2	{'PF00792': 1, 'PF00794': 1}
O00330	2	{'PF00198': 1, 'PF00364': 1}
O00337	1	{'PF07670': 1}
O00338	1	{'PF00685': 1}
O00339	9	{'PF00092': 2, 'PF07645': 2, 'PF12662': 1, 'PF14670': 4}
O00341	0	
O00358	1	{'PF00250': 1}
O00370	2	{'PF00078': 1, 'PF03372': 1}
O00391	3	{'PF00085': 1, 'PF18108': 1, 'PF18371': 1}
O00398	0	
O00399	0	
O00400	0	
O00401	2	{'PF00568': 1, 'PF00786': 1}
O00408	3	{'PF00233': 1, 'PF01590': 2}
O00409	1	{'PF00250': 1}
O00410	0	
O00411	1	{'PF14700': 1}
O00418	0	
O00421	0	
O00422	0	
O00423	0	
O00425	6	{'PF00013': 4, 'PF00076': 2}
O00429	1	{'PF00350': 1}
O00442	2	{'PF01137': 1, 'PF05189': 1}
O00443	4	{'PF00168': 1, 'PF00787': 1, 'PF00792': 1, 'PF00794': 1}
O00444	3	{'PF00069': 1, 'PF18190': 1, 'PF18409': 1}
O00445	2	{'PF00168': 2}
O00451	3	{'PF02351': 3}
O00453	0	
O00458	0	
O00459	4	{'PF00017': 2, 'PF00620': 1, 'PF16454': 1}
O00461	0	
O00462	3	{'PF02836': 1, 'PF17753': 1, 'PF17786': 1}
O00463	1	{'PF00097': 1}
O00468	17	{'PF00050': 1, 'PF00053': 2, 'PF00054': 3, 'PF00008': 2, 'PF03146': 1, 'PF07648': 8}
O00469	1	{'PF03171': 1}
O00470	0	
O00471	0	
O00472	1	{'PF07303': 1}
O00476	0	
O00478	1	{'PF07686': 1}
O00479	0	
O00481	1	{'PF07686': 1}
O00482	2	{'PF00104': 1, 'PF00105': 1}
O00483	0	
O00487	0	
O00488	0	
O00499	2	{'PF03114': 1, 'PF14604': 1}
O00501	0	
O00505	0	
O00506	1	{'PF00069': 1}
O00507	0	
O00512	0	
O00515	0	
O00519	0	
O00522	2	{'PF00373': 1, 'PF16705': 1}
O00526	0	
O00533	10	{'PF00041': 4, 'PF00047': 1, 'PF07679': 1, 'PF13882': 1, 'PF13927': 3}
O00534	1	{'PF13768': 1}
O00541	0	
O00548	7	{'PF00008': 5, 'PF01414': 1, 'PF12661': 1}
O00555	1	{'PF08763': 1}
O00559	0	
O00560	2	{'PF00595': 2}
O00562	0	
O00566	0	
O00567	1	{'PF08156': 1}
O00570	1	{'PF00505': 1}
O00571	2	{'PF00270': 1, 'PF00271': 1}
O00574	0	
O00584	1	{'PF00445': 1}
O00585	1	{'PF00048': 1}
O00587	0	
O00590	0	
O00591	0	
O00592	0	
O00602	1	{'PF00147': 1}
O00622	4	{'PF00007': 1, 'PF00093': 1, 'PF00219': 1, 'PF19035': 1}
O00623	0	
O00624	0	
O00625	1	{'PF05726': 1}
O00626	1	{'PF00048': 1}
O00628	0	
O00629	0	
O00631	0	
O00634	5	{'PF00053': 3, 'PF00055': 1, 'PF01759': 1}
O00635	2	{'PF00643': 1, 'PF15227': 1}
O00712	1	{'PF03165': 1}
O00716	2	{'PF02319': 1, 'PF16421': 1}
O00743	1	{'PF00149': 1}
O00744	0	
O00746	1	{'PF00334': 1}
O00748	1	{'PF00135': 1}
O00750	4	{'PF00168': 1, 'PF00787': 1, 'PF00792': 1, 'PF00794': 1}
O00754	4	{'PF01074': 1, 'PF07748': 1, 'PF09261': 1, 'PF17677': 1}
O00755	0	
O00757	2	{'PF00316': 1, 'PF18913': 1}
O00762	1	{'PF00179': 1}
O00763	4	{'PF00289': 1, 'PF02785': 1, 'PF02786': 1, 'PF00364': 1}
O00764	0	
O00767	0	
O14490	0	
O14492	3	{'PF00017': 1, 'PF08916': 1, 'PF00169': 1}
O14493	0	
O14494	0	
O14495	0	
O14497	1	{'PF01388': 1}
O14498	1	{'PF07679': 1}
O14503	2	{'PF00010': 1, 'PF07527': 1}
O14508	2	{'PF00017': 1, 'PF07525': 1}
O14511	1	{'PF07679': 1}
O14512	2	{'PF00017': 1, 'PF07525': 1}
O14513	0	
O14514	6	{'PF00090': 5, 'PF16489': 1}
O14519	0	
O14520	0	
O14521	0	
O14522	5	{'PF00102': 2, 'PF00041': 2, 'PF00629': 1}
O14523	1	{'PF18696': 1}
O14524	0	
O14525	4	{'PF14670': 1, 'PF18411': 1, 'PF19441': 1, 'PF19743': 1}
O14526	1	{'PF10291': 1}
O14529	4	{'PF00046': 1, 'PF02376': 3}
O14530	1	{'PF00085': 1}
O14531	1	{'PF01979': 1}
O14543	1	{'PF00017': 1}
O14544	2	{'PF00017': 1, 'PF07525': 1}
O14545	0	
O14548	0	
O14556	2	{'PF00044': 1, 'PF02800': 1}
O14558	1	{'PF00011': 1}
O14559	2	{'PF00620': 1, 'PF14604': 1}
O14561	1	{'PF00550': 1}
O14562	1	{'PF00240': 1}
O14569	0	
O14576	0	
O14578	2	{'PF00069': 1, 'PF00169': 1}
O14579	0	
O14581	0	
O14593	0	
O14594	6	{'PF00059': 1, 'PF00084': 1, 'PF00193': 2, 'PF00008': 1, 'PF07686': 1}
O14595	0	
O14598	0	
O14599	0	
O14602	1	{'PF01176': 1}
O14603	0	
O14604	0	
O14607	1	{'PF02373': 1}
O14609	0	
O14610	1	{'PF00631': 1}
O14613	1	{'PF00786': 1}
O14617	0	
O14618	2	{'PF00080': 1, 'PF00403': 1}
O14625	1	{'PF00048': 1}
O14626	0	
O14627	1	{'PF00046': 1}
O14628	8	{'PF00096': 7, 'PF13912': 1}
O14633	0	
O14638	1	{'PF01223': 1}
O14639	5	{'PF00412': 4, 'PF02209': 1}
O14640	2	{'PF00610': 1, 'PF00595': 1}
O14641	2	{'PF00610': 1, 'PF00595': 1}
O14645	0	
O14646	6	{'PF00176': 1, 'PF00385': 2, 'PF00271': 1, 'PF13907': 1, 'PF18375': 1}
O14647	6	{'PF00176': 1, 'PF00385': 2, 'PF00271': 1, 'PF13907': 1, 'PF18375': 1}
O14649	0	
O14653	1	{'PF12352': 1}
O14654	1	{'PF02174': 1}
O14656	0	
O14657	0	
O14662	1	{'PF00804': 1}
O14668	1	{'PF00594': 1}
O14669	1	{'PF00594': 1}
O14672	2	{'PF00200': 1, 'PF13574': 1}
O14678	1	{'PF00005': 1}
O14681	0	
O14682	2	{'PF00651': 1, 'PF07707': 1}
O14683	0	
O14684	0	
O14686	5	{'PF00628': 3, 'PF13771': 1, 'PF13832': 1}
O14709	22	{'PF00096': 20, 'PF02023': 1, 'PF13912': 1}
O14713	1	{'PF10480': 1}
O14715	3	{'PF00638': 2, 'PF16704': 1}
O14717	1	{'PF00145': 1}
O14718	0	
O14727	3	{'PF00619': 1, 'PF00931': 1, 'PF17908': 1}
O14730	0	
O14732	0	
O14733	1	{'PF00069': 1}
O14734	1	{'PF13622': 1}
O14735	0	
O14737	0	
O14744	3	{'PF05185': 1, 'PF17285': 1, 'PF17286': 1}
O14745	3	{'PF00595': 2, 'PF09007': 1}
O14746	2	{'PF00078': 1, 'PF12009': 1}
O14753	2	{'PF00096': 1, 'PF13465': 1}
O14756	1	{'PF00106': 1}
O14757	1	{'PF00069': 1}
O14763	3	{'PF00020': 2, 'PF00531': 1}
O14764	0	
O14770	0	
O14771	6	{'PF00096': 5, 'PF02023': 1}
O14772	0	
O14773	2	{'PF00082': 1, 'PF09286': 1}
O14775	0	
O14776	2	{'PF00397': 2}
O14777	1	{'PF18077': 1}
O14782	2	{'PF00225': 2}
O14786	5	{'PF00431': 2, 'PF00629': 1, 'PF00754': 2}
O14787	0	
O14788	1	{'PF00229': 1}
O14791	0	
O14792	1	{'PF00685': 1}
O14793	1	{'PF00019': 1}
O14795	5	{'PF00130': 1, 'PF00168': 3, 'PF06292': 1}
O14796	1	{'PF00017': 1}
O14798	2	{'PF00020': 2}
O14802	5	{'PF00623': 1, 'PF04983': 1, 'PF04997': 1, 'PF04998': 1, 'PF05000': 1}
O14804	0	
O14807	1	{'PF00071': 1}
O14810	0	
O14813	1	{'PF00046': 1}
O14815	1	{'PF01067': 1}
O14817	0	
O14818	1	{'PF00227': 1}
O14827	3	{'PF00618': 1, 'PF00621': 1, 'PF00169': 1}
O14828	0	
O14829	2	{'PF00036': 1, 'PF00149': 1}
O14830	3	{'PF00036': 1, 'PF00149': 1, 'PF13833': 1}
O14832	1	{'PF05721': 1}
O14836	2	{'PF09305': 2}
O14841	1	{'PF19278': 1}
O14842	0	
O14843	0	
O14862	1	{'PF02758': 1}
O14863	0	
O14867	1	{'PF00651': 1}
O14874	1	{'PF02518': 1}
O14879	0	
O14880	0	
O14893	0	
O14894	0	
O14896	1	{'PF00605': 1}
O14901	3	{'PF00096': 3}
O14904	0	
O14905	0	
O14907	1	{'PF00595': 1}
O14908	1	{'PF00595': 1}
O14910	2	{'PF00595': 1, 'PF02828': 1}
O14917	6	{'PF00028': 5, 'PF08266': 1}
O14920	3	{'PF00069': 1, 'PF12179': 1, 'PF18397': 1}
O14921	1	{'PF00615': 1}
O14924	4	{'PF00615': 1, 'PF00595': 1, 'PF02196': 2}
O14925	0	
O14926	4	{'PF06268': 4}
O14929	1	{'PF10394': 1}
O14931	1	{'PF07686': 1}
O14933	1	{'PF00179': 1}
O14936	6	{'PF00625': 1, 'PF00069': 1, 'PF00595': 1, 'PF02828': 2, 'PF00018': 1}
O14939	2	{'PF00787': 1, 'PF13091': 1}
O14944	0	
O14948	1	{'PF00010': 1}
O14949	0	
O14950	2	{'PF08976': 1, 'PF13405': 1}
O14957	1	{'PF08997': 1}
O14958	0	
O14960	0	
O14964	3	{'PF00790': 1, 'PF01363': 1, 'PF12210': 1}
O14965	1	{'PF00069': 1}
O14966	1	{'PF00071': 1}
O14967	0	
O14972	0	
O14974	0	
O14975	1	{'PF13193': 1}
O14976	2	{'PF00069': 1, 'PF10409': 1}
O14977	2	{'PF00278': 1, 'PF02784': 1}
O14978	10	{'PF00096': 9, 'PF02023': 1}
O14979	2	{'PF00076': 2}
O14980	0	
O14981	2	{'PF00176': 1, 'PF00271': 1}
O14983	2	{'PF00690': 1, 'PF08282': 1}
O14986	0	
O14990	0	
O14994	3	{'PF02078': 1, 'PF02750': 1, 'PF10581': 1}
O15013	2	{'PF00621': 1, 'PF19057': 1}
O15014	0	
O15015	14	{'PF00096': 12, 'PF13912': 2}
O15016	3	{'PF00439': 1, 'PF00628': 1, 'PF00643': 1}
O15018	5	{'PF00595': 5}
O15020	20	{'PF00307': 2, 'PF15410': 1, 'PF00435': 17}
O15021	3	{'PF00069': 1, 'PF08926': 1, 'PF17820': 1}
O15027	2	{'PF12931': 1, 'PF12932': 1}
O15031	4	{'PF01833': 3, 'PF17960': 1}
O15033	2	{'PF00630': 1, 'PF00632': 1}
O15034	3	{'PF07653': 1, 'PF14604': 2}
O15037	1	{'PF11977': 1}
O15040	0	
O15041	1	{'PF00047': 1}
O15042	2	{'PF00076': 1, 'PF08312': 1}
O15047	2	{'PF00076': 1, 'PF11764': 1}
O15049	0	
O15050	0	
O15054	1	{'PF02373': 1}
O15055	1	{'PF08447': 1}
O15056	2	{'PF03372': 1, 'PF08952': 1}
O15060	3	{'PF00096': 2, 'PF00651': 1}
O15061	0	
O15062	1	{'PF00651': 1}
O15063	0	
O15066	1	{'PF00225': 1}
O15067	5	{'PF02769': 2, 'PF13507': 1, 'PF18072': 1, 'PF18076': 1}
O15068	5	{'PF00621': 1, 'PF07653': 1, 'PF13716': 1, 'PF00169': 1, 'PF00435': 1}
O15069	1	{'PF19026': 1}
O15072	7	{'PF00090': 1, 'PF01421': 1, 'PF17771': 1, 'PF19030': 3, 'PF19236': 1}
O15075	1	{'PF00069': 1}
O15078	0	
O15079	0	
O15083	0	
O15084	0	
O15085	4	{'PF00621': 1, 'PF00595': 1, 'PF09128': 1, 'PF17838': 1}
O15090	5	{'PF00096': 4, 'PF13909': 1}
O15091	1	{'PF16953': 1}
O15105	1	{'PF03165': 1}
O15111	3	{'PF00069': 1, 'PF12179': 1, 'PF18397': 1}
O15116	1	{'PF01423': 1}
O15117	2	{'PF07653': 1, 'PF14603': 1}
O15118	1	{'PF16414': 1}
O15119	1	{'PF00907': 1}
O15120	0	
O15121	2	{'PF00487': 1, 'PF08557': 1}
O15123	1	{'PF00147': 1}
O15126	0	
O15127	0	
O15130	0	
O15131	0	
O15143	0	
O15144	0	
O15145	0	
O15146	5	{'PF01392': 1, 'PF07679': 2, 'PF07714': 1, 'PF13927': 1}
O15151	3	{'PF00641': 1, 'PF02201': 1, 'PF13920': 1}
O15155	0	
O15156	3	{'PF00096': 2, 'PF00651': 1}
O15160	2	{'PF01000': 1, 'PF01193': 1}
O15162	1	{'PF03803': 1}
O15164	3	{'PF00439': 1, 'PF00628': 1, 'PF00643': 1}
O15165	0	
O15169	1	{'PF00615': 1}
O15172	0	
O15173	1	{'PF00173': 1}
O15178	1	{'PF00907': 1}
O15182	2	{'PF13499': 2}
O15194	0	
O15195	7	{'PF00626': 6, 'PF02209': 1}
O15197	6	{'PF00041': 2, 'PF01404': 1, 'PF07647': 1, 'PF07714': 1, 'PF14575': 1}
O15198	1	{'PF03165': 1}
O15204	1	{'PF01421': 1}
O15205	2	{'PF00240': 2}
O15209	1	{'PF00651': 1}
O15211	2	{'PF00618': 1, 'PF00788': 1}
O15212	0	
O15213	1	{'PF08149': 1}
O15217	2	{'PF02798': 1, 'PF14497': 1}
O15218	0	
O15225	0	
O15226	1	{'PF01424': 1}
O15228	0	
O15229	0	
O15230	27	{'PF00052': 1, 'PF00053': 21, 'PF00054': 1, 'PF00055': 1, 'PF02210': 3}
O15231	0	
O15232	3	{'PF00092': 1, 'PF14670': 2}
O15234	1	{'PF09405': 1}
O15235	0	
O15239	0	
O15240	0	
O15243	0	
O15244	0	
O15245	0	
O15247	2	{'PF13409': 1, 'PF13410': 1}
O15254	1	{'PF02770': 1}
O15255	0	
O15258	0	
O15259	1	{'PF00018': 1}
O15260	0	
O15263	1	{'PF00711': 1}
O15264	1	{'PF00069': 1}
O15265	1	{'PF08313': 1}
O15266	1	{'PF00046': 1}
O15269	1	{'PF00155': 1}
