Domain	# of ligands	Comma-separated ligands
Q6B0I6_PF02373_179_295	25	0WS,5V0,5V3,8EJ,8P1,AUY,BWT,BWZ,CQK,CQT,CQZ,CTK,FHQ,FHT,FHW,FHZ,FJ8,FJB,HA6,HR0,LDP,N5J,PD2,PHT,YC8
Q6DD88_PF02263_36_310	1	GDP
Q6IA69_PF02540_337_651	1	AMP
Q6IMI6_PF00685_46_297	1	A3P
Q6IQ22_PF00071_44_206	1	GDP
Q6IQ55_PF00069_21_272	2	ADP,DTQ
Q6L8Q7_PF03372_298_599	1	4LC
Q6NVY1_PF16113_46_376	1	QUE
Q6NYC1_PF02373_174_288	1	NMM
Q6P179_PF01433_298_541	6	62S,6GA,6PX,7OO,J2G,P52
Q6P6C2_PF13532_92_293	1	PD2
Q6PHR2_PF00069_14_270	2	C87,DB8
Q6PHW0_PF00881_97_267	2	IYR,YOF
Q6PL18_PF00439_993_1074	58	12Q,36Z,37N,38S,38T,39O,39R,39U,5U9,5UE,6XC,6XX,78J,ALY,BOH,BQ8,BQE,BQH,BQK,BQT,BQW,FZB,G1E,G5W,G5Z,G6B,G6E,G6W,G6Z,G7B,G7E,G7H,G7N,G7Q,GWA,GX4,J5I,JMM,JTF,K3D,KVT,KVZ,KW5,NP8,RGD,RGM,RH4,RH7,RHJ,RHY,RJ4,RJD,RKG,RKJ,THM,TQS,YD3,YEJ
Q6UWP2_PF00106_12_214	1	NAP
Q6UWY2_PF00089_34_258	2	2YS,2YT
Q6V1X1_PF00326_683_891	9	2YI,GK2,MQ2,QX8,QXH,QXK,QXT,S9W,S9Z
Q6VAB6_PF07714_666_928	4	6U7,ADP,ANP,ATP
Q6VVX0_PF00067_40_498	3	D2V,V2H,VD3
Q6YN16_PF00106_11_209	1	NAP
Q712K3_PF00179_12_169	1	U94
Q71U36_PF00091_3_214	1	GTP
Q7KZF4_PF00565_220_328	2	QOV,QOY
Q7KZI7_PF00069_53_304	3	24R,6Z2,6Z5
Q7L0Q8_PF00071_51_223	1	GDP
Q7L1T6_PF00175_395_503	2	NAD,NAP
Q7L523_PF04670_9_235	3	GDP,GNP,GTP
Q7L8A9_PF14822_58_302	2	BJL,M4Y
Q7LBC6_PF02373_1594_1704	4	K0G,MPV,S9P,S9S
Q7RTN6_PF00069_69_379	2	ANP,ATP
Q7Z4W1_PF13561_14_242	1	NAP
Q86TI2_PF00326_658_863	1	GK2
Q86TM3_PF00270_246_417	1	AMP
Q86U86_PF00439_186_275	2	QMT,QMW
Q86U86_PF00439_667_751	15	2XC,2XD,5KL,5XK,5XL,5XM,64C,64E,64F,6BK,6BL,FX5,LU2,QP8,SAL
Q86UE8_PF00069_462_741	1	AGS
Q86UW9_PF18102_480_614	1	APR
Q86V25_PF14822_47_291	2	BJL,TQ8
Q86VU5_PF01596_59_262	1	SAM
Q86WA6_PF00561_61_195	1	TYC
Q86WJ1_PF00176_49_328	1	ADP
Q86Y01_PF18102_479_613	1	NAD
Q86Y07_PF00069_29_311	2	7DZ,KJD
Q86YS6_PF00071_20_182	1	GDP
Q86YV6_PF00069_106_361	1	16X
Q8IU60_PF00293_95_221	25	JGD,JGP,JH1,LD4,LD7,LDD,LDV,LE4,LE7,LEJ,LES,LEY,LF4,LFG,LFJ,LFM,LFP,LFY,LH7,LHM,LHS,LJ7,LJD,LJJ,LJM
Q8IU85_PF00069_23_279	1	MMW
Q8IUN9_PF00059_198_306	2	A2G,Q3M
Q8IVH4_PF03308_101_384	1	GDP
Q8IVH8_PF00069_16_273	1	6G2
Q8IVS2_PF00698_64_346	1	AE4
Q8IVT5_PF07714_613_877	1	ANP
Q8IVW4_PF00069_4_286	1	38R
Q8IWA4_PF00350_78_238	2	GDP,GTP
Q8IXI2_PF00071_6_168	1	GTP
Q8IYK8_PF00071_116_279	1	GDP
Q8IYM1_PF00735_46_323	2	GDP,GNP
Q8IYT8_PF00069_9_271	4	1FV,EDJ,FE7,HVH
Q8IZ41_PF00071_543_710	1	GDP
Q8IZT8_PF00685_90_339	1	A3P
Q8IZX4_PF00439_1530_1614	1	BMF
Q8N1Q1_PF00194_12_261	14	3TV,4MD,5DU,6YQ,E1E,E1F,ENN,EWW,V13,V14,V1F,V90,WWO,WWX
Q8N371_PF13621_192_416	3	2MR,NMM,PD2
Q8N423_PF13895_28_118	1	BEN
Q8N465_PF01565_100_239	1	FAD
Q8N4Q0_PF00107_184_322	1	NAP
Q8N4T8_PF13561_8_234	1	NAP
Q8N543_PF13661_141_238	1	PD2
Q8N5S9_PF00069_128_409	2	DXV,H1N
Q8N5Z0_PF00155_43_417	6	09M,0KE,0LD,7AR,MVT,PMP
Q8N6N7_PF00887_4_79	1	PLM
Q8N6R0_PF01564_472_628	1	SAH
Q8N8N7_PF00107_166_305	2	NAP,NDP
Q8NB16_PF07714_209_466	4	6UX,6UY,LN4,ZL1
Q8NB78_PF01593_392_820	2	FA9,FAD
Q8NBP7_PF00082_177_437	1	PVV
Q8NBZ7_PF16363_92_387	2	NAD,UDP
Q8NC06_PF00887_13_92	2	ST9,STE
Q8NCM8_PF12774_1651_1986	1	AOV
Q8NCM8_PF12775_2262_2433	1	ADP
Q8NCM8_PF12780_2625_2882	1	ADP
Q8NHV1_PF04548_9_221	1	GNP
Q8NI60_PF03109_299_541	1	ANP
Q8NI77_PF00225_17_355	2	9V5,ADP
Q8TAI7_PF00071_8_169	1	GNP
Q8TBC4_PF00899_56_366	1	ATP
Q8TBG4_PF00202_26_433	1	PMP
Q8TCB7_PF08242_84_183	2	SAH,SAM
Q8TDQ0_PF07686_21_130	2	BEZ,YQ7
Q8TDX5_PF04909_3_330	1	PDC
Q8TDX7_PF00069_34_292	2	ADP,F9N
Q8TE76_PF13589_48_182	1	ANP
Q8TEK3_PF08123_115_317	29	0QJ,0QK,3US,5EG,5EK,5EV,5EW,5F4,5F6,5F7,5ID,5JJ,5JT,5JU,6NR,ADN,AW0,AW1,AW2,AW3,EP4,EP6,N4W,N4Z,N5K,SAH,SAM,SX0,TT8
Q8WU08_PF00069_23_281	1	STU
Q8WUD1_PF00071_8_169	1	GDP
Q8WUI4_PF00850_541_859	4	NU7,NU9,SHH,TSN
Q8WVM0_PF00398_26_303	1	SAM
Q8WWP7_PF04548_28_238	1	GDP
Q8WWQ0_PF00439_1325_1409	84	12Q,1BN,1P8,2LY,34Z,3M0,3PF,5Q5,5Q7,5Q8,5Q9,5QA,5QB,5QD,5WY,GX4,HH8,HHT,K0P,K1S,K2G,K2M,LPZ,N1E,NUA,O0V,O1M,OVM,RYD,S9S,SAL,T0S,T6J,UR1,UUM,UUP,UUS,UUY,UV1,UVA,UVD,UVJ,UVM,UVV,UVY,UW7,UWD,UWG,UWS,UWV,UWY,UX1,UX7,UXA,UXD,UXJ,XLP,XLY,XM4,XZV,XZY,Y0A,Y0D,Y0G,Y0J,Y0Y,Y1A,Y1D,Y1J,Y1M,Y1P,Y1S,Y2G,Y2J,Y2M,Y2V,Y34,Y3S,Y3V,Y3Y,Y44,Y47,YI6,ZHA
Q8WXF7_PF02263_43_314	2	GDP,GNP
Q92506_PF13561_18_260	2	NAD,NAP
Q92599_PF00735_41_314	1	GTP
Q92630_PF00069_222_535	21	3RA,7A7,7AA,CC9,CQO,CUR,FZ5,H5R,H7C,H7F,H7L,H7O,H7R,H7U,H7X,H80,H96,H99,IRB,RK5,RK8
Q92730_PF00071_15_188	2	GNP,GTP
Q92731_PF00104_283_482	27	041,196,244,272,338,397,3AS,4NA,555,697,789,797,DC8,EST,ETC,FBR,GEN,I0G,JJ3,KB0,MON,OHT,SU4,W14,W23,WV7,YJD
Q92769_PF00850_29_320	19	20Y,6EZ,EL8,IWX,LLX,SHH,TV1,TV7,V1D,V1P,V1S,VJV,WB4,WBA,WBD,ZL4,ZLM,ZLS,ZLV
Q92772_PF00069_4_287	2	DKI,TC0
Q92793_PF00439_1094_1180	65	0BC,15E,2LK,2LO,2O3,2O4,3OT,3PF,4I8,53W,58N,5J5,5QR,5XS,68Y,69A,69B,69E,69F,6XB,6XG,6XH,71X,77X,7MX,8Q6,92E,96N,986,99E,9U4,9U7,9UD,9UG,ALY,AY2,BKD,BKJ,C2Y,C3J,C3V,E0D,E2T,E3B,E3H,E3T,EOO,F31,J28,JGK,KRG,L85,LU5,LXQ,OS8,OSQ,QPR,TYL,UL4,UT0,WU1,XDM,XZ8,YE5,YF2
Q92830_PF00439_737_820	2	9ST,B8O
Q92831_PF00439_732_815	17	12Q,2LX,2QC,5WS,5WT,5WU,5WV,5WX,5WY,5WZ,5X0,78Y,ALY,B4L,MIB,NP1,NP2
Q92835_PF03372_409_701	23	AXS,NTG,NUJ,NVY,NZ4,O0P,O3G,O3J,RXS,T0V,T1S,UWV,VWA,WKA,WKP,WKS,WKY,WLS,WM7,WMD,WN4,WND,WNS
Q92876_PF00089_22_237	13	0HL,0HM,135,BEN,J08,J2N,J2Q,J2W,J3B,LH2,LH5,LH8,RH5
Q92918_PF00069_17_274	13	2TR,2WI,2YE,ANP,B49,F97,W9D,XHM,XHS,XHV,YK1,YK4,YK7
Q92963_PF00071_23_184	1	GDP
Q92997_PF00595_249_334	6	JOR,QE2,QE5,QEN,QEZ,V31
Q93091_PF00074_29_147	1	AMP
Q95460_PF00129_23_198	25	1VY,2L4,2LJ,30W,6FP,7WO,7WP,7WQ,7ZS,7ZV,B3P,DIF,N18,OYD,OYG,OYV,OZD,P1J,Q7J,Q7P,Q7S,Q81,Q84,Q87,TKG
Q969G6_PF01687_2_130	3	ADP,FMN,RBF
Q969R5_PF02820_540_608	1	MLZ
Q96A58_PF00071_8_169	1	GDP
Q96AT9_PF00834_6_201	1	XPE
Q96BM9_PF00025_8_181	1	GDP
Q96C45_PF00069_4_280	2	3RJ,AGS
Q96CA5_PF00653_90_155	1	618
Q96DA2_PF00071_10_173	1	GNP
Q96E17_PF00071_32_193	1	GDP
Q96EP1_PF10283_632_661	1	AMP
Q96F15_PF04548_28_239	1	GDP
Q96GD4_PF00069_77_327	1	VX6
Q96GX5_PF00069_35_202	1	STU
Q96HN2_PF00670_370_531	1	NAD
Q96HN2_PF05221_319_610	1	NAD
Q96HU8_PF00071_9_171	1	GDP
Q96I15_PF00266_32_430	1	PLR
Q96IY4_PF00246_129_411	4	2B8,GEM,U9B,U9K
Q96JA3_PF08718_330_472	1	6S8
Q96KC2_PF00025_1_176	1	GDP
Q96KS0_PF13640_282_375	1	8UY
Q96L34_PF00069_59_310	1	5RC
Q96LA8_PF13649_86_182	2	37H,SAH
Q96LI5_PF03372_192_529	4	1PS,AMP,C5P,NMY
Q96MU7_PF04146_355_432	48	5ZK,6MZ,7RI,7RN,7RT,7SL,M0Q,M0W,M1E,M1H,M3E,M3H,M3Z,M4B,M4E,M4K,M4N,M4Q,M4T,M5B,M5E,M5H,M5N,M6H,M6N,M6Z,M78,O2A,OUQ,OUW,OUZ,OW8,OWH,OWZ,OXB,OYK,OYT,P0B,P0K,P0N,P0Q,P0W,P0Z,P1Q,P5H,PJH,QF2,YZM
Q96NX5_PF00069_23_277	1	J60
Q96PN6_PF00211_285_464	3	1WC,1Z6,CMP
Q96PN6_PF00211_37_218	9	1S2,1VE,1VK,1WC,1Z8,1ZC,B1T,BZ2,LRI
Q96PP8_PF02263_18_280	1	GDP
Q96PY6_PF00069_4_258	1	CK7
Q96R05_PF00061_6_134	1	HVD
Q96RG2_PF00069_999_1251	1	ADP
Q96RI1_PF00104_289_471	75	034,064,088,0X0,31D,33Y,37G,59G,635,643,708,7VX,82X,89P,93O,93R,93U,9KV,9KY,9L1,9L4,9L7,9LA,9LD,9LG,9LJ,9LM,9LP,9LS,9LV,9LY,9M1,9M4,9M7,9MA,9MD,9MM,9MP,9MS,9MV,9MY,9N1,9N4,9N7,9NA,9ND,9NG,9NJ,9NM,9NP,9O1,9R0,9R3,AWL,D5H,FEX,FEZ,GWF,IVM,JN3,MUF,NIW,O62,OKH,OKI,OLF,OMK,OMM,OOF,OOK,P88,T73,XD4,XD5,XX9
Q96RR4_PF00069_165_446	16	34U,609,6T2,8R4,8R7,91L,91O,91X,92C,9JS,BI9,DXV,E5J,F6J,R78,SU6
Q96SB4_PF00069_80_231	6	3UL,ADP,ANP,EMH,RXZ,W4A
Q96SW2_PF03226_319_437	7	85C,8W7,EF2,F4U,LVY,RN9,Y70
Q96T66_PF01467_10_208	4	APC,DND,NAD,NMN
Q96T88_PF12148_132_284	3	36X,8NF,RVV
Q99259_PF00282_144_518	2	HLD,PLZ
Q99418_PF01369_61_243	2	HRC,JAF
Q99436_PF00227_40_221	6	6V8,6VC,BO2,GT5,GT8,KNM
Q99447_PF01467_217_333	1	C5P
Q99447_PF01467_26_152	1	CTP
Q99489_PF01266_5_324	1	FAD
Q99496_PF16207_246_330	1	NHE
Q99497_PF01965_4_171	9	72R,72S,72T,72U,72V,73D,73G,73H,ISN
Q99536_PF13602_232_385	1	NAP
Q99558_PF00069_401_649	4	13V,AGS,PZ4,T28
Q99594_PF17725_223_432	2	G9C,G9O
Q99640_PF00069_110_359	7	1N1,8X7,93J,DB8,H8H,P48,XZN
Q99661_PF00225_264_588	2	ADP,ANP
Q99683_PF00069_682_938	21	8GS,8GV,8GY,8V4,8V7,9E1,9E4,BH9,IE4,IE6,IE8,IEO,IM6,KK7,KK8,NJV,NKJ,RFG,S0L,STU,V3S
Q99707_PF00809_375_613	1	THG
Q99714_PF00106_11_213	2	NAD,TDT
Q99814_PF08447_254_341	16	018,020,0X3,0XB,2XY,43L,79A,86D,FO7,FOJ,FOV,UKJ,ULD,ULG,ULM,ULS
Q99873_PF13649_92_189	1	SAH
Q99986_PF00069_37_324	19	7DZ,8E1,ANP,E1D,E5M,E8D,E8V,EA7,F7D,F87,F8Y,FBY,FCS,G6J,KWJ,REB,RTJ,RYA,VBD
Q9BPX1_PF13561_14_250	17	5Q6,6QJ,6QO,6QU,9JQ,9JW,9MB,9ME,9MH,9MK,9N2,F45,FBK,HWK,J3Z,NAD,SAL
Q9BQ69_PF01661_170_283	1	AR6
Q9BTZ2_PF13561_38_275	1	NAP
Q9BUB5_PF00069_50_172	1	7UX
Q9BUP3_PF13460_25_214	1	NDP
Q9BUT1_PF13561_13_244	1	NAD
Q9BV23_PF00561_72_313	1	OLA
Q9BVA1_PF00091_3_212	1	G2P
Q9BVG8_PF00225_451_768	1	ADP
Q9BWT3_PF04928_20_363	1	3AT
Q9BX68_PF01230_61_158	3	ADN,AMP,TR5
Q9BXF3_PF00439_443_526	1	96V
Q9BY32_PF01725_10_188	2	IMP,ITT
Q9BY41_PF00850_31_322	12	0DI,1DI,5YA,AGE,B3N,GOK,M7Y,M8G,NHB,SHH,TSN,XCH
Q9BY76_PF00147_184_400	1	PLM
Q9BYP7_PF00069_147_405	2	ANP,KS1
Q9BZ11_PF01421_210_409	1	097
Q9BZ95_PF00855_271_380	9	EH2,EH8,EHE,EHH,EHK,EHQ,EHT,EHW,EJE
Q9BZP6_PF00704_23_365	7	3RM,613,AMI,CX9,DW0,RM8,RME
Q9BZX2_PF00485_22_217	9	ADP,C5P,CTN,CTP,KEA,P6D,UTP,UZ0,UZR
Q9C0B1_PF12933_36_325	20	3DT,58W,640,6MK,7YC,8S3,8XQ,A4F,B6C,DGR,FIJ,FLU,HZX,JMS,MD6,NKG,PD2,PD9,RHN,UN9
Q9GZT9_PF13640_298_391	20	014,1QA,2JP,42Z,4HG,4JR,8UY,A1Z,B2E,FNT,KU1,LUW,PW2,PW5,PW8,QEE,QEQ,QNM,R8J,UN9
Q9GZZ9_PF00899_53_309	3	AMP,ANP,ATP
Q9H082_PF00071_35_201	2	GDP,GTP
Q9H0F7_PF00025_4_181	1	GTP
Q9H0U4_PF00071_10_171	2	GDP,GNP
Q9H227_PF00232_1_465	3	OLA,PLM,PNG
Q9H2G2_PF00069_34_292	4	6UI,DKI,GUQ,GVD
Q9H2K8_PF00069_24_277	1	ADP
Q9H2X6_PF00069_199_527	2	3NG,U82
Q9H3R0_PF02373_177_293	3	6X9,EM6,MMK
Q9H422_PF00069_197_525	1	6ZV
Q9H477_PF00294_15_314	5	A12,ACP,ADP,AMP,AN2
Q9H492_PF02991_15_120	3	2LZ,JO4,NOV
Q9H4A3_PF00069_221_479	4	7AV,A6S,A7Y,ANP
Q9H4B4_PF00069_62_314	1	9ZP
Q9H8M2_PF00439_142_228	28	43U,4L2,4L3,5L0,5SW,5TU,5TY,5U2,5U6,67B,67C,67N,69G,6B2,6KT,BMF,EAE,GBW,H1B,I0D,N1D,OEZ,OF5,OF8,OFK,QMG,TVU,XZB
Q9HA47_PF00485_25_219	1	ADP
Q9HAN9_PF01467_12_229	4	DND,NAD,NMN,TAD
Q9HAQ2_PF00225_12_340	1	ADP
Q9HAZ1_PF00069_159_475	1	3NG
Q9HB90_PF04670_63_289	4	GDP,GNP,L8S,U3J
Q9HBH1_PF01327_64_234	1	BB2
Q9HBH9_PF00069_84_368	10	BV9,ET8,F4A,F4G,F4J,F67,FYV,FZJ,N45,STU
Q9HCP0_PF00069_44_304	1	OLP
Q9HD40_PF05889_61_459	1	PLR
Q9HD67_PF00063_65_727	1	ADP
Q9NP72_PF00071_10_171	1	GNP
Q9NP87_PF14792_290_387	1	TTP
Q9NP90_PF00071_9_174	1	GNP
Q9NPD8_PF00179_6_147	1	2BG
Q9NPI1_PF00439_140_223	6	5SW,5U6,BMF,EAE,H1B,QMG
Q9NQ11_PF00702_507_788	3	ACP,ADP,ATP
Q9NQH7_PF00557_253_482	1	01B
Q9NQT8_PF00225_11_353	1	ADP
Q9NQU5_PF00069_407_658	2	7KC,B49
Q9NQW7_PF00557_328_544	1	P6G
Q9NQX4_PF00063_69_741	1	ADP
Q9NR30_PF00270_210_385	1	ANP
Q9NR31_PF00025_12_197	1	GDP
Q9NRD5_PF00595_22_102	2	BQA,DUY
Q9NRD9_PF08030_1380_1534	1	NDP
Q9NRF8_PF06418_2_272	4	ADP,CTP,ZFY,ZG4
Q9NRG1_PF00156_43_203	1	5GP
Q9NRN9_PF05175_35_170	1	SAM
Q9NRW1_PF00071_15_175	2	GDP,GSP
Q9NS87_PF00225_32_363	2	ADP,ANP
Q9NSY1_PF00069_51_314	5	3JW,6BU,IDK,IDV,YDJ
Q9NUI1_PF13561_33_271	2	HXC,NAP
Q9NV35_PF00293_11_144	6	4DG,71V,MKB,RQ2,RTW,SYW
Q9NVA2_PF00735_38_311	1	GTP
Q9NVJ2_PF00025_8_181	1	GDP
Q9NWT6_PF13621_48_302	16	069,8XQ,A0W,A1H,A1Z,A29,CQL,HQY,NDF,PD2,QVN,QVQ,QVT,QVW,QVZ,QW2
Q9NWW6_PF13238_6_149	4	ANP,NMN,NNR,TIZ
Q9NWX6_PF04446_35_164	1	DGT
Q9NWZ3_PF07714_187_454	53	0LI,42P,4GD,4GF,4S1,4S2,4S3,6QX,6QY,6QZ,6R0,6R1,6YD,6YE,76P,76Q,8BV,8BY,8C1,8CD,8CG,9YS,9YY,ANP,CJN,CJQ,CJT,CKN,DL1,EXF,FJ0,FJ9,J87,J8A,JX4,K1E,K1H,KFD,LRS,LS7,LSV,LTY,N9Z,NB5,NBK,NBW,ND2,QL7,R7S,STU,T12,T20,XPY
Q9NYL2_PF07714_16_260	4	032,7Z0,C9O,C9R
Q9NYN1_PF00071_22_185	1	GDP
Q9NYV4_PF00069_727_1020	6	5I1,8M1,ADP,ANP,CJM,RC8
Q9NYY3_PF00069_82_334	5	11G,1C7,1C8,1D1,R78
Q9NZ08_PF01433_281_524	2	BES,HJ5
Q9NZ08_PF11838_597_917	1	MNZ
Q9NZD2_PF08718_18_167	11	03F,CIS,D10,DAO,EIC,EIS,MYS,NER,OCA,OLA,SPH
Q9NZK5_PF00962_185_499	1	CFE
Q9NZK7_PF00068_21_128	5	7W0,7W3,7W6,7W9,U8D
Q9NZL9_PF04321_29_324	3	NAP,STL,TXP
Q9NZN9_PF00254_26_154	2	FAR,GER
Q9P1W9_PF00069_32_286	1	3YR
Q9P286_PF00069_449_700	1	23D
Q9P289_PF00069_24_274	3	59T,DKI,GVD
Q9P2T1_PF00478_9_341	3	5GP,IMP,NDP
Q9UBC3_PF00145_575_725	1	SAH
Q9UBC3_PF00855_226_313	7	95E,962,96E,96K,9AE,9AH,BTB
Q9UBK8_PF00175_542_662	1	NAP
Q9UBN7_PF02148_1133_1195	11	6T7,6U6,9ZV,B8P,EY7,EYA,EYJ,EYM,EYP,EYV,EYY
Q9UBQ7_PF00389_9_327	1	NDP
Q9UBQ7_PF02826_116_295	1	NDP
Q9UBS5_PF00003_586_856	2	L9Q,U3G
Q9UBT2_PF00899_2_443	2	ATP,FHJ
Q9UBV7_PF13733_80_177	1	UDP
Q9UDX3_PF00650_83_243	1	11A
Q9UDY8_PF00656_342_574	8	6IO,6IT,CW5,FNB,OZK,OZQ,RJH,RJK
Q9UG22_PF04548_23_234	2	GDP,GTP
Q9UGL1_PF02373_486_602	28	0TI,77J,79H,7IA,90V,B6T,B6W,BY4,FIG,FO2,FQK,FQN,H0X,JX8,K0I,LQT,MMK,N6Y,NRW,NUK,NYK,P60,PD2,QAY,UOI,UUN,WGT,WQS
Q9UH03_PF00735_58_335	2	GDP,GNP
Q9UHB4_PF00258_8_145	1	FMN
Q9UHD2_PF00069_9_299	12	1FV,1H4,ANW,BX7,E0M,E0P,E0S,F8M,F8P,F8S,KHQ,KHT
Q9UHD8_PF00735_295_574	2	GDP,GSP
Q9UHI8_PF01421_258_467	3	097,QGF,QHF
Q9UHL4_PF05577_38_465	1	OPY
Q9UI17_PF01266_51_414	1	FAD
Q9UIF8_PF00439_2069_2151	29	2LW,2LX,2LY,3WQ,43C,43D,53C,53G,54T,54W,5K3,5KH,6RR,6RW,6RY,6RZ,6S0,7MU,7MW,7MX,8HJ,AC6,ES1,F60,LA7,OAM,TYL,TYZ,UO1
Q9UIF8_PF00628_1933_1981	1	D3H
Q9UIF9_PF00439_1802_1885	11	6RZ,7MU,7MW,7MX,7MZ,D8Q,D9K,D9T,T1B,T8Z,UO1
Q9UIF9_PF00628_1678_1726	1	D3H
Q9UIJ7_PF00406_12_192	3	AP5,ATP,G5P
Q9UIK4_PF00069_23_285	1	IQU
Q9UIQ6_PF01433_392_610	2	7O2,ONN
Q9UJM8_PF01070_15_362	11	2RD,C7C,FMN,FNR,GWG,GX4,GX7,SL7,SLG,SLJ,YOJ
Q9UK32_PF00069_73_330	1	ANP
Q9UK39_PF03372_146_414	1	NDP
Q9UKE5_PF00069_25_289	5	4KT,58C,824,JWE,JWK
Q9UKF6_PF00753_20_262	1	JBG
Q9UKL6_PF01852_10_213	2	CPL,DLP
Q9UL25_PF00071_21_182	2	GDP,GNP
Q9UL51_PF00027_562_645	1	CMP
Q9UL52_PF00089_192_417	1	BEN
Q9ULI0_PF00439_967_1049	1	YD4
Q9ULW5_PF00071_65_227	1	GNP
Q9ULX7_PF00194_28_278	1	520
Q9UM73_PF07714_1116_1383	41	0JF,0US,0UU,0UV,34Y,3DK,3U9,45Q,4LO,4MK,571,5P8,6GY,6YL,729,ADP,AWF,AWJ,CZ4,EMH,F8R,GUI,GWH,HKJ,I3K,IV7,J3Y,J4M,J99,KVC,NZF,OFG,STU,U4W,VGH,VRM,VTA,VTD,W47,YMX,YPW
Q9UNA0_PF01421_267_476	7	097,098,099,294,BAT,LA3,OU5
Q9UNN8_PF16497_1_199	1	PTY
Q9UNQ2_PF00398_27_274	1	SAM
Q9UQB9_PF00069_43_293	2	F8Z,VX6
Q9UQM7_PF00069_13_271	4	ATP,FEF,HC4,UZD
Q9UQM7_PF08332_346_473	1	7ZV
Q9Y230_PF06068_21_365	1	ADP
Q9Y233_PF00233_514_745	89	0CV,0JP,0JQ,0T6,0T7,15H,15J,1IR,1IS,1XN,2D0,2F4,2F5,2KR,2W1,2ZM,2ZQ,2ZT,2ZU,35D,35E,35G,3A6,3K9,3KB,3KG,3SJ,490,4F7,4GK,4HN,4LK,4LP,4PX,4Q0,4XS,4XU,4XV,4XY,4Y1,4Y2,4ZE,540,546,548,5AV,5AY,5GP,5M6,5M9,5MF,5MG,5NI,67A,6DT,6DW,6RC,7ZE,8G3,8G6,8Q7,8ZE,9G6,9ZE,AEL,AEO,AMP,AXC,C1L,CMP,D6X,D79,D7C,DKU,DL0,DZU,EV1,F03,F04,F07,JPZ,JY4,JY7,LKF,MEW,MRW,P98,X4C,X4D
Q9Y233_PF01590_266_412	1	CMP
Q9Y251_PF03662_146_370	2	6S6,GUX
Q9Y265_PF06068_14_369	1	ADP
Q9Y2J2_PF00373_191_301	1	H0D
Q9Y2J2_PF09380_305_395	6	AYV,GT4,O0P,WHM,WHP,WJ7
Q9Y2N7_PF08447_251_338	1	MVC
Q9Y2Q3_PF01323_7_211	2	GSF,GTX
Q9Y2R4_PF00270_189_363	1	ADP
Q9Y2S2_PF02737_8_190	1	NAD
Q9Y2T3_PF01979_73_447	1	TXC
Q9Y337_PF00089_67_285	1	J08
Q9Y3Q4_PF00027_613_696	3	7CH,CMP,PCG
Q9Y468_PF02820_417_485	3	EC7,MLY,P8H
Q9Y4U1_PF16690_20_234	3	5AD,B12,COB
Q9Y530_PF01661_31_136	3	A1R,APR,ZZC
Q9Y572_PF00069_21_283	2	ZL1,ZOV
Q9Y5A9_PF04146_410_545	2	6MD,TV8
Q9Y5K2_PF00089_31_247	1	PBZ
Q9Y5N5_PF05175_16_141	2	SAH,SAM
Q9Y5P4_PF01852_400_619	17	14H,16C,16H,18C,6CM,9M6,9MC,9ML,9N0,9N3,A50,A59,B8X,DDR,H13,H15,XAF
Q9Y5S2_PF00069_76_342	6	3FV,ADP,AQ5,AQE,M77,NM7
Q9Y5X0_PF00787_40_124	1	PE5
Q9Y5Y6_PF00089_615_849	11	3KM,672,BEN,CCZ,F4D,KD7,MXH,N4A,N4C,NT4,NTX
Q9Y616_PF00069_165_443	1	AGS
Q9Y663_PF00685_152_399	1	A3P
Q9Y689_PF00025_5_176	2	G3D,GDP
Q9Y697_PF00266_59_422	1	ETE
Q9Y6A2_PF00067_34_484	12	0U9,198,C3S,CL6,FJZ,FVX,GJZ,VOR,X2N,YBS,YCG,YCJ
Q9Y6E0_PF00069_36_286	27	1N1,34L,34U,34W,35R,3FE,3JA,3JB,59T,627,ADP,ANP,ATP,B49,DB8,DKI,H1N,H8H,KS1,SKE,SQ8,SQB,SQE,SQK,SQQ,STU,X11
Q9Y6K1_PF00145_634_776	1	SAH
Q9Y6K1_PF00855_293_377	1	BTB
Q9Y6M4_PF00069_43_296	10	0VM,0VN,0YO,15G,23D,BRK,BRQ,DKI,F92,P01
Q9Y6N5_PF07992_44_192	1	FAD
Q9Y6W6_PF00782_329_461	1	CJA
Q9Y6X9_PF13589_26_169	2	ANP,ATP
