Pocket Set	Pocket	Volume (A³)	Buriedness
PDB-LIG	P11473_PF00104_216_406_pocket_0	1911.0	18
PDB-LIG	P11474_PF00104_224_404_pocket_0	2570.12	24
PDB-LIG	P11509_PF00067_34_491_pocket_0	1898.0	18
PDB-LIG	P11511_PF00067_46_488_pocket_0	1924.0	18
PDB-LIG	P11586_PF02882_128_295_pocket_0	3555.88	18
PDB-LIG	P11597_PF02886_243_480_pocket_0	2620.5	19
PDB-LIG	P11597_PF02886_243_480_pocket_1	3369.88	14
PDB-LIG	P11712_PF00067_30_487_pocket_0	2721.5	19
PDB-LIG	P11712_PF00067_30_487_pocket_1	2970.25	20
PDB-LIG	P11766_PF00107_202_334_pocket_0	4442.88	12
PDB-LIG	P12104_PF00061_4_132_pocket_0	2059.0	23
PDB-LIG	P12268_PF00478_29_504_pocket_0	3657.38	17
PDB-LIG	P12268_PF00478_29_504_pocket_1	1998.12	29
PDB-LIG	P12268_PF00478_29_504_pocket_2	3823.12	15
PDB-LIG	P12268_PF00478_29_504_pocket_3	4062.88	11
PDB-LIG	P12268_PF00478_29_504_pocket_4	3842.38	11
PDB-LIG	P12268_PF00571_107_166_pocket_0	4372.0	11
PDB-LIG	P12271_PF00650_141_291_pocket_0	1361.12	24
PDB-LIG	P12277_PF00217_153_367_pocket_0	2888.38	19
PDB-LIG	P12544_PF00089_29_254_pocket_0	3310.0	19
PDB-LIG	P12883_PF00063_87_766_pocket_0	2543.0	20
PDB-LIG	P12931_PF00017_151_233_pocket_0	3911.62	16
PDB-LIG	P12931_PF07714_270_519_pocket_0	2454.75	25
PDB-LIG	P13051_PF03167_140_302_pocket_0	3002.5	19
PDB-LIG	P13497_PF01400_128_321_pocket_0	3808.12	13
PDB-LIG	P13497_PF01400_128_321_pocket_1	3021.75	19
PDB-LIG	P13569_PF00005_441_576_pocket_0	4815.5	13
PDB-LIG	P13591_PF00041_508_598_pocket_0	3813.88	15
PDB-LIG	P13631_PF00104_226_403_pocket_0	1997.62	21
PDB-LIG	P13716_PF00490_5_326_pocket_0	1216.75	25
PDB-LIG	P13804_PF00766_211_291_pocket_0	3759.88	16
PDB-LIG	P13995_PF02882_158_332_pocket_0	3390.62	21
PDB-LIG	P13995_PF02882_158_332_pocket_1	3684.75	15
PDB-LIG	P14061_PF00106_4_201_pocket_0	2569.88	24
PDB-LIG	P14061_PF00106_4_201_pocket_1	4325.25	14
PDB-LIG	P14174_PF01187_2_115_pocket_0	2951.5	17
PDB-LIG	P14207_PF03024_30_205_pocket_0	2538.88	16
PDB-LIG	P14210_PF00051_128_206_pocket_0	3776.75	14
PDB-LIG	P14324_PF00348_108_374_pocket_0	2017.75	22
PDB-LIG	P14324_PF00348_108_374_pocket_1	3697.0	12
PDB-LIG	P14324_PF00348_108_374_pocket_2	3866.0	14
PDB-LIG	P14555_PF00068_22_130_pocket_0	3157.5	20
PDB-LIG	P14618_PF00224_42_395_pocket_0	4628.88	11
PDB-LIG	P14618_PF00224_42_395_pocket_1	3039.0	14
PDB-LIG	P14625_PF02518_96_255_pocket_0	2726.88	18
PDB-LIG	P14920_PF01266_2_329_pocket_0	1547.88	27
PDB-LIG	P14920_PF01266_2_329_pocket_1	1698.25	23
PDB-LIG	P15056_PF07714_457_714_pocket_0	2076.12	21
PDB-LIG	P15085_PF00246_128_406_pocket_0	2411.38	22
PDB-LIG	P15090_PF00061_6_132_pocket_0	1601.88	25
PDB-LIG	P15104_PF00120_110_361_pocket_0	2878.12	19
PDB-LIG	P15121_PF00248_15_294_pocket_0	3415.5	14
PDB-LIG	P15121_PF00248_15_294_pocket_1	2154.62	22
PDB-LIG	P15144_PF01433_316_543_pocket_0	3545.5	16
PDB-LIG	P15153_PF00071_5_178_pocket_0	3049.38	18
PDB-LIG	P15291_PF13733_130_263_pocket_0	4088.38	12
PDB-LIG	P15328_PF03024_36_211_pocket_0	2652.88	18
PDB-LIG	P15428_PF00106_6_199_pocket_0	2425.5	23
PDB-LIG	P15531_PF00334_5_139_pocket_0	3269.38	16
PDB-LIG	P15538_PF00067_42_498_pocket_0	2311.38	20
PDB-LIG	P15538_PF00067_42_498_pocket_1	3636.38	13
PDB-LIG	P15559_PF02525_4_212_pocket_0	3463.5	17
PDB-LIG	P15735_PF00069_24_291_pocket_0	2919.5	18
PDB-LIG	P15813_PF16497_1_198_pocket_0	2799.25	19
PDB-LIG	P15813_PF16497_1_198_pocket_1	1736.62	22
PDB-LIG	P16083_PF02525_4_212_pocket_0	3194.12	17
PDB-LIG	P16083_PF02525_4_212_pocket_1	3640.0	19
PDB-LIG	P16118_PF01591_30_251_pocket_0	2705.62	21
PDB-LIG	P16152_PF00106_6_152_pocket_0	3804.88	18
PDB-LIG	P16233_PF00151_17_352_pocket_0	3410.5	13
PDB-LIG	P16233_PF00151_17_352_pocket_1	2921.88	18
PDB-LIG	P16278_PF01301_40_357_pocket_0	2635.5	19
PDB-LIG	P16435_PF00175_530_641_pocket_0	3342.38	19
PDB-LIG	P16435_PF00258_82_219_pocket_0	3114.0	19
PDB-LIG	P16444_PF01244_25_352_pocket_0	2659.75	19
PDB-LIG	P16871_PF00041_130_218_pocket_0	3359.0	17
PDB-LIG	P17081_PF00071_11_184_pocket_0	3087.25	18
PDB-LIG	P17174_PF00155_31_405_pocket_0	2980.38	19
PDB-LIG	P17213_PF02886_249_486_pocket_0	2370.88	21
PDB-LIG	P17252_PF00069_339_597_pocket_0	2375.88	17
PDB-LIG	P17516_PF00248_18_301_pocket_0	2300.75	20
PDB-LIG	P17540_PF00217_187_401_pocket_0	2844.88	20
PDB-LIG	P17612_PF00069_44_298_pocket_0	2171.38	23
PDB-LIG	P17643_PF00264_182_417_pocket_0	2257.62	24
PDB-LIG	P17752_PF00351_106_436_pocket_0	2970.38	17
PDB-LIG	P17752_PF00351_106_436_pocket_1	2589.5	20
PDB-LIG	P17812_PF06418_2_272_pocket_0	3535.5	14
PDB-LIG	P17812_PF06418_2_272_pocket_1	4359.5	12
PDB-LIG	P17858_PF00365_17_324_pocket_0	3495.62	19
PDB-LIG	P17900_PF02221_33_190_pocket_0	3509.12	11
PDB-LIG	P17900_PF02221_33_190_pocket_1	2916.75	19
PDB-LIG	P17900_PF02221_33_190_pocket_2	3691.0	12
PDB-LIG	P17931_PF00337_117_247_pocket_0	4035.75	11
PDB-LIG	P17980_PF00004_223_356_pocket_0	4862.12	11
PDB-LIG	P18031_PF00102_40_276_pocket_0	3450.12	16
PDB-LIG	P18031_PF00102_40_276_pocket_1	3456.38	16
PDB-LIG	P18031_PF00102_40_276_pocket_2	3584.0	17
PDB-LIG	P18031_PF00102_40_276_pocket_3	3604.38	17
PDB-LIG	P18031_PF00102_40_276_pocket_4	3945.12	13
PDB-LIG	P18031_PF00102_40_276_pocket_5	3711.25	16
PDB-LIG	P18031_PF00102_40_276_pocket_6	3995.0	13
PDB-LIG	P18031_PF00102_40_276_pocket_7	4669.5	12
PDB-LIG	P18031_PF00102_40_276_pocket_8	3806.75	13
PDB-LIG	P18085_PF00025_5_177_pocket_0	3669.25	16
PDB-LIG	P18669_PF00300_6_138_pocket_0	3841.88	12
PDB-LIG	P19099_PF00067_42_499_pocket_0	2219.88	19
PDB-LIG	P19113_PF00282_36_414_pocket_0	3836.88	14
PDB-LIG	P19367_PF03727_673_907_pocket_0	3812.38	18
PDB-LIG	P19525_PF00069_267_537_pocket_0	2655.5	19
PDB-LIG	P19623_PF01564_76_261_pocket_0	2514.25	22
PDB-LIG	P19652_PF00061_40_180_pocket_0	1979.0	22
PDB-LIG	P19784_PF00069_40_325_pocket_0	1979.62	20
PDB-LIG	P19784_PF00069_40_325_pocket_1	879.25	25
PDB-LIG	P19793_PF00104_257_442_pocket_0	1777.75	25
PDB-LIG	P19793_PF00104_257_442_pocket_1	4407.75	10
PDB-LIG	P19801_PF01179_300_708_pocket_0	4104.12	12
PDB-LIG	P20151_PF00089_25_253_pocket_0	2876.0	19
PDB-LIG	P20231_PF00089_31_267_pocket_0	2964.88	23
PDB-LIG	P20231_PF00089_31_267_pocket_1	3322.38	18
PDB-LIG	P20337_PF00071_24_185_pocket_0	3651.62	13
PDB-LIG	P20338_PF00071_15_176_pocket_0	2813.25	22
PDB-LIG	P20339_PF00071_22_183_pocket_0	2821.75	22
PDB-LIG	P20340_PF00071_15_175_pocket_0	2760.62	21
PDB-LIG	P20591_PF00350_73_249_pocket_0	3744.38	17
PDB-LIG	P20701_PF00092_156_326_pocket_0	3467.5	15
PDB-LIG	P20813_PF00067_31_488_pocket_0	1900.38	20
PDB-LIG	P20813_PF00067_31_488_pocket_1	3605.0	16
PDB-LIG	P20813_PF00067_31_488_pocket_2	4181.75	14
PDB-LIG	P20813_PF00067_31_488_pocket_3	1152.62	30
PDB-LIG	P20813_PF00067_31_488_pocket_4	2318.25	21
PDB-LIG	P20815_PF00067_38_492_pocket_0	2821.88	16
PDB-LIG	P20839_PF00478_29_504_pocket_0	1863.12	31
PDB-LIG	P20839_PF00478_29_504_pocket_1	3702.38	12
PDB-LIG	P20839_PF00478_29_504_pocket_2	2749.5	22
PDB-LIG	P20839_PF00478_29_504_pocket_3	3598.75	15
PDB-LIG	P20839_PF00478_29_504_pocket_4	4738.0	9
PDB-LIG	P20839_PF00478_29_504_pocket_5	3476.75	13
PDB-LIG	P20839_PF00478_29_504_pocket_6	4805.38	10
PDB-LIG	P20839_PF00571_107_166_pocket_0	4352.5	14
PDB-LIG	P21359_PF13716_1602_1736_pocket_0	2293.62	16
PDB-LIG	P21397_PF01593_23_460_pocket_0	1524.62	31
PDB-LIG	P21397_PF01593_23_460_pocket_1	1418.5	22
PDB-LIG	P21549_PF00266_24_376_pocket_0	4271.38	16
PDB-LIG	P21549_PF00266_24_376_pocket_1	2079.5	25
PDB-LIG	P21589_PF02872_338_513_pocket_0	3950.5	15
PDB-LIG	P21675_PF00439_1389_1472_pocket_0	3735.75	13
PDB-LIG	P21675_PF00439_1511_1595_pocket_0	3765.5	14
PDB-LIG	P21802_PF07714_481_757_pocket_0	2634.62	19
PDB-LIG	P21860_PF07714_709_965_pocket_0	2835.38	17
PDB-LIG	P21964_PF01596_67_228_pocket_0	2344.38	19
PDB-LIG	P21964_PF01596_67_228_pocket_1	4112.38	13
PDB-LIG	P22087_PF01269_88_315_pocket_0	3173.12	19
PDB-LIG	P22102_PF00551_808_988_pocket_0	3478.5	13
PDB-LIG	P22102_PF00551_808_988_pocket_1	2503.12	24
PDB-LIG	P22102_PF01071_105_298_pocket_0	3804.88	14
PDB-LIG	P22234_PF00731_267_409_pocket_0	3779.88	20
PDB-LIG	P22303_PF00135_37_563_pocket_0	1710.62	19
PDB-LIG	P22392_PF00334_5_139_pocket_0	3190.38	18
PDB-LIG	P22455_PF07714_467_743_pocket_0	2840.0	20
PDB-LIG	P22455_PF07714_467_743_pocket_1	1847.5	21
PDB-LIG	P22607_PF07714_472_748_pocket_0	3272.0	17
PDB-LIG	P22680_PF00067_32_497_pocket_0	2381.0	19
PDB-LIG	P22736_PF00104_394_579_pocket_0	3072.62	18
PDB-LIG	P22736_PF00104_394_579_pocket_1	3714.75	13
PDB-LIG	P22748_PF00194_37_285_pocket_0	2539.88	20
PDB-LIG	P22830_PF00762_68_389_pocket_0	2578.75	18
PDB-LIG	P22830_PF00762_68_389_pocket_1	3946.0	12
PDB-LIG	P22894_PF00413_107_262_pocket_0	2969.25	18
PDB-LIG	P22894_PF00413_107_262_pocket_1	2173.0	24
PDB-LIG	P23141_PF00135_22_547_pocket_0	1413.5	27
PDB-LIG	P23141_PF00135_22_547_pocket_1	3847.38	16
PDB-LIG	P23141_PF00135_22_547_pocket_2	3921.62	14
PDB-LIG	P23141_PF00135_22_547_pocket_3	2730.88	19
PDB-LIG	P23258_PF00091_4_215_pocket_0	3093.62	24
PDB-LIG	P23368_PF03949_280_535_pocket_0	3441.12	21
PDB-LIG	P23443_PF00069_91_352_pocket_0	2381.75	20
PDB-LIG	P23458_PF07714_875_1149_pocket_0	2186.12	22
PDB-LIG	P23467_PF00102_1727_1962_pocket_0	3468.62	15
PDB-LIG	P23470_PF00102_874_1118_pocket_0	2258.0	24
PDB-LIG	P23471_PF00102_1750_1991_pocket_0	2297.75	24
PDB-LIG	P23526_PF00670_191_352_pocket_0	3350.12	19
PDB-LIG	P23526_PF05221_140_431_pocket_0	2499.38	24
PDB-LIG	P23526_PF05221_140_431_pocket_1	2996.88	19
PDB-LIG	P23919_PF02223_11_191_pocket_0	3720.38	16
PDB-LIG	P23919_PF02223_11_191_pocket_1	1691.75	23
PDB-LIG	P23921_PF03477_1_89_pocket_0	3092.5	16
PDB-LIG	P23946_PF00089_22_240_pocket_0	2902.62	19
PDB-LIG	P24666_PF01451_9_154_pocket_0	3484.0	18
PDB-LIG	P24666_PF01451_9_154_pocket_1	3981.0	14
PDB-LIG	P24723_PF00069_355_614_pocket_0	1987.12	22
PDB-LIG	P24752_PF00108_42_299_pocket_0	3973.12	14
PDB-LIG	P24821_PF00147_1980_2189_pocket_0	3739.88	14
PDB-LIG	P24941_PF00069_4_286_pocket_0	2177.88	23
PDB-LIG	P24941_PF00069_4_286_pocket_1	2980.88	24
PDB-LIG	P24941_PF00069_4_286_pocket_2	3729.25	17
PDB-LIG	P24941_PF00069_4_286_pocket_3	3923.0	11
PDB-LIG	P24941_PF00069_4_286_pocket_4	4324.62	13
PDB-LIG	P25098_PF00069_191_453_pocket_0	2532.88	22
PDB-LIG	P25205_PF00493_280_505_pocket_0	4240.12	14
PDB-LIG	P25311_PF00129_26_201_pocket_0	2922.62	14
PDB-LIG	P25440_PF00439_353_441_pocket_0	3526.25	17
PDB-LIG	P25440_PF00439_83_168_pocket_0	3182.88	15
PDB-LIG	P25774_PF00112_115_330_pocket_0	3308.38	16
PDB-LIG	P25774_PF00112_115_330_pocket_1	4308.75	12
PDB-LIG	P26196_PF00271_320_429_pocket_0	4587.0	12
PDB-LIG	P26358_PF00145_1139_1594_pocket_0	2147.88	20
PDB-LIG	P26639_PF00587_397_608_pocket_0	3226.12	17
PDB-LIG	P26639_PF00587_397_608_pocket_1	2376.25	21
PDB-LIG	P27037_PF00069_196_481_pocket_0	2428.25	24
PDB-LIG	P27144_PF00406_10_190_pocket_0	2936.62	19
PDB-LIG	P27338_PF01593_14_451_pocket_0	1570.88	31
PDB-LIG	P27338_PF01593_14_451_pocket_1	1519.62	25
PDB-LIG	P27348_PF00244_9_229_pocket_0	3721.12	13
PDB-LIG	P27361_PF00069_42_330_pocket_0	2453.38	21
PDB-LIG	P27361_PF00069_42_330_pocket_1	2392.12	23
PDB-LIG	P27448_PF00069_56_307_pocket_0	2993.88	19
PDB-LIG	P27487_PF00326_559_765_pocket_0	3934.62	14
PDB-LIG	P27694_PF04057_5_104_pocket_0	3529.88	13
PDB-LIG	P27707_PF01712_24_258_pocket_0	3207.5	17
PDB-LIG	P27707_PF01712_24_258_pocket_1	1396.38	22
PDB-LIG	P27815_PF00233_432_672_pocket_0	2318.88	18
PDB-LIG	P28062_PF00227_69_251_pocket_0	3093.25	20
PDB-LIG	P28065_PF00227_17_198_pocket_0	3267.5	21
PDB-LIG	P28072_PF00227_31_213_pocket_0	3479.25	19
PDB-LIG	P28074_PF00227_56_238_pocket_0	3347.0	20
PDB-LIG	P28161_PF02798_3_82_pocket_0	4024.0	13
PDB-LIG	P28347_PF17725_214_423_pocket_0	1482.62	24
PDB-LIG	P28482_PF00069_25_313_pocket_0	2292.12	22
PDB-LIG	P28482_PF00069_25_313_pocket_1	2691.75	21
PDB-LIG	P28702_PF00104_331_513_pocket_0	1606.0	27
PDB-LIG	P28845_PF00106_35_230_pocket_0	2572.88	25
PDB-LIG	P28845_PF00106_35_230_pocket_1	3158.38	20
PDB-LIG	P28907_PF02267_56_296_pocket_0	3210.75	12
PDB-LIG	P29016_PF16497_1_198_pocket_0	2568.75	18
PDB-LIG	P29016_PF16497_1_198_pocket_1	3293.75	14
PDB-LIG	P29017_PF16497_1_199_pocket_0	1813.38	21
PDB-LIG	P29017_PF16497_1_199_pocket_1	2909.0	15
PDB-LIG	P29017_PF16497_1_199_pocket_2	1648.75	25
PDB-LIG	P29017_PF16497_1_199_pocket_3	2702.12	19
PDB-LIG	P29317_PF07714_613_871_pocket_0	2393.0	21
PDB-LIG	P29320_PF07714_621_878_pocket_0	2359.75	22
PDB-LIG	P29373_PF00061_5_138_pocket_0	2054.88	23
PDB-LIG	P29373_PF00061_5_138_pocket_1	4075.62	12
PDB-LIG	P29375_PF02373_470_586_pocket_0	3420.5	15
PDB-LIG	P29401_PF00456_14_283_pocket_0	3671.5	19
PDB-LIG	P29474_PF02898_119_481_pocket_0	2793.0	19
PDB-LIG	P29475_PF02898_355_717_pocket_0	2836.25	18
PDB-LIG	P29475_PF02898_355_717_pocket_1	4386.38	10
PDB-LIG	P29597_PF07714_589_866_pocket_0	2375.0	24
PDB-LIG	P29597_PF07714_897_1169_pocket_0	2050.38	25
PDB-LIG	P29973_PF00027_497_588_pocket_0	3195.25	16
PDB-LIG	P29992_PF00503_16_348_pocket_0	3105.38	20
PDB-LIG	P30043_PF13460_10_192_pocket_0	3024.62	20
PDB-LIG	P30043_PF13460_10_192_pocket_1	3362.38	16
PDB-LIG	P30044_PF08534_57_211_pocket_0	3637.0	19
PDB-LIG	P30046_PF01187_2_116_pocket_0	3636.38	16
PDB-LIG	P30086_PF01161_25_169_pocket_0	3590.88	17
PDB-LIG	P30291_PF00069_299_569_pocket_0	2561.38	25
PDB-LIG	P30405_PF00160_49_205_pocket_0	3301.38	20
PDB-LIG	P30405_PF00160_49_205_pocket_1	4833.75	9
PDB-LIG	P30405_PF00160_49_205_pocket_2	4165.12	13
PDB-LIG	P30419_PF01233_137_294_pocket_0	3595.75	13
PDB-LIG	P30519_PF01126_31_236_pocket_0	2081.25	17
PDB-LIG	P30520_PF00709_32_453_pocket_0	2683.88	22
PDB-LIG	P30530_PF07714_536_803_pocket_0	2833.38	22
PDB-LIG	P30711_PF13417_5_82_pocket_0	3915.12	14
PDB-LIG	P30793_PF01227_71_249_pocket_0	4147.5	14
PDB-LIG	P31327_PF02142_1373_1465_pocket_0	3679.0	17
PDB-LIG	P31327_PF02786_1088_1291_pocket_0	2884.12	17
PDB-LIG	P31327_PF02786_546_750_pocket_0	2152.75	21
PDB-LIG	P31749_PF00069_150_408_pocket_0	2495.62	17
PDB-LIG	P31749_PF00069_150_408_pocket_1	1751.88	23
PDB-LIG	P31751_PF00069_152_409_pocket_0	2110.38	23
PDB-LIG	P31937_PF03446_41_200_pocket_0	3388.38	18
PDB-LIG	P31939_PF02142_16_130_pocket_0	3439.75	21
PDB-LIG	P31947_PF00244_9_231_pocket_0	3533.38	13
PDB-LIG	P31947_PF00244_9_231_pocket_1	4002.25	13
PDB-LIG	P31947_PF00244_9_231_pocket_2	3863.12	11
PDB-LIG	P31947_PF00244_9_231_pocket_3	4240.5	10
PDB-LIG	P32298_PF00069_187_449_pocket_0	2851.25	20
PDB-LIG	P32320_PF00383_12_118_pocket_0	2798.0	22
PDB-LIG	P32455_PF02263_18_282_pocket_0	2130.75	20
PDB-LIG	P32455_PF02841_284_580_pocket_0	3716.75	13
PDB-LIG	P32456_PF02263_18_280_pocket_0	2765.5	21
PDB-LIG	P32929_PF01053_19_395_pocket_0	2240.12	25
PDB-LIG	P33176_PF00225_14_325_pocket_0	3536.12	15
PDB-LIG	P33261_PF00067_30_487_pocket_0	2763.25	18
PDB-LIG	P33981_PF00069_525_791_pocket_0	1996.0	27
PDB-LIG	P33981_PF00069_525_791_pocket_1	1749.75	24
PDB-LIG	P33991_PF00493_445_670_pocket_0	4173.5	14
PDB-LIG	P33993_PF00493_320_541_pocket_0	4274.62	13
PDB-LIG	P34096_PF00074_31_146_pocket_0	3489.12	12
PDB-LIG	P34897_PF00464_49_448_pocket_0	3748.75	15
PDB-LIG	P34913_PF00561_259_531_pocket_0	1948.5	18
PDB-LIG	P34913_PF00702_3_197_pocket_0	2792.38	15
PDB-LIG	P34913_PF00702_3_197_pocket_1	1703.12	22
PDB-LIG	P34947_PF00069_186_448_pocket_0	2686.75	19
PDB-LIG	P35030_PF00089_81_296_pocket_0	2150.5	25
PDB-LIG	P35228_PF00258_541_672_pocket_0	2991.75	21
PDB-LIG	P35228_PF02898_135_497_pocket_0	2614.38	22
PDB-LIG	P35270_PF00106_8_214_pocket_0	2625.25	25
PDB-LIG	P35270_PF00106_8_214_pocket_1	3502.62	18
PDB-LIG	P35270_PF00106_8_214_pocket_2	2224.88	25
PDB-LIG	P35354_PF03098_198_560_pocket_0	3601.5	14
PDB-LIG	P35354_PF03098_198_560_pocket_1	2641.88	23
PDB-LIG	P35398_PF00104_308_494_pocket_0	1880.12	19
PDB-LIG	P35557_PF00349_15_215_pocket_0	4308.12	14
PDB-LIG	P35557_PF03727_221_455_pocket_0	3752.88	16
PDB-LIG	P35558_PF00821_260_618_pocket_0	2816.75	20
PDB-LIG	P35558_PF00821_260_618_pocket_1	3452.5	14
PDB-LIG	P35914_PF00682_32_306_pocket_0	3271.88	18
PDB-LIG	P35968_PF07714_834_1160_pocket_0	1632.5	27
PDB-LIG	P36404_PF00025_3_176_pocket_0	2945.0	18
PDB-LIG	P36507_PF00069_72_369_pocket_0	2771.12	22
PDB-LIG	P36507_PF00069_72_369_pocket_1	2096.25	24
PDB-LIG	P36639_PF00293_45_168_pocket_0	3760.0	12
PDB-LIG	P36776_PF05362_736_949_pocket_0	3209.75	16
PDB-LIG	P36873_PF00149_57_252_pocket_0	4109.88	13
PDB-LIG	P36897_PF00069_205_492_pocket_0	2069.75	22
PDB-LIG	P36959_PF00478_9_342_pocket_0	1393.62	32
PDB-LIG	P37023_PF07714_202_489_pocket_0	2401.25	26
PDB-LIG	P37173_PF07714_244_538_pocket_0	2144.0	24
PDB-LIG	P37173_PF08917_49_159_pocket_0	4028.0	12
PDB-LIG	P37231_PF00104_300_486_pocket_0	2581.38	25
PDB-LIG	P37268_PF00494_47_320_pocket_0	2436.62	17
PDB-LIG	P38117_PF01012_26_214_pocket_0	2154.25	25
PDB-LIG	P38606_PF00006_230_455_pocket_0	3920.38	14
PDB-LIG	P39900_PF00413_108_263_pocket_0	3105.0	19
PDB-LIG	P40306_PF00227_36_217_pocket_0	3372.38	19
PDB-LIG	P40337_PF01847_63_144_pocket_0	3821.0	11
PDB-LIG	P40394_PF00107_214_350_pocket_0	4418.62	15
PDB-LIG	P40616_PF00025_5_177_pocket_0	3058.25	18
PDB-LIG	P40692_PF13589_26_137_pocket_0	2866.0	21
PDB-LIG	P40926_PF00056_25_168_pocket_0	3143.88	20
PDB-LIG	P41180_PF00003_606_856_pocket_0	2981.25	16
PDB-LIG	P41222_PF00061_40_184_pocket_0	2765.0	14
PDB-LIG	P41229_PF02373_501_617_pocket_0	3508.12	18
PDB-LIG	P41235_PF00104_172_361_pocket_0	1721.5	24
PDB-LIG	P41240_PF07714_195_440_pocket_0	2762.38	22
PDB-LIG	P41250_PF00587_291_592_pocket_0	2780.5	21
PDB-LIG	P41279_PF00069_139_388_pocket_0	1911.75	27
PDB-LIG	P41743_PF00069_254_522_pocket_0	2565.88	19
PDB-LIG	P42126_PF00378_52_301_pocket_0	2873.62	18
PDB-LIG	P42330_PF00248_18_301_pocket_0	2337.12	20
PDB-LIG	P42330_PF00248_18_301_pocket_1	3142.38	11
PDB-LIG	P42574_PF00656_44_274_pocket_0	3041.75	12
PDB-LIG	P42684_PF07714_288_539_pocket_0	2366.88	29
PDB-LIG	P42684_PF07714_288_539_pocket_1	1554.25	23
PDB-LIG	P42684_PF07714_288_539_pocket_2	3675.62	16
PDB-LIG	P42768_PF00786_237_296_pocket_0	4288.38	11
PDB-LIG	P42898_PF02219_48_337_pocket_0	2776.88	21
PDB-LIG	P43166_PF00194_13_262_pocket_0	3091.38	19
PDB-LIG	P43235_PF00112_115_328_pocket_0	3440.38	19
PDB-LIG	P43235_PF00112_115_328_pocket_1	4569.62	12
PDB-LIG	P43235_PF00112_115_328_pocket_2	4232.0	15
PDB-LIG	P43246_PF00488_665_852_pocket_0	4349.0	13
PDB-LIG	P43250_PF00069_186_448_pocket_0	2600.5	18
PDB-LIG	P43354_PF00104_393_579_pocket_0	3688.12	13
PDB-LIG	P43403_PF07714_338_593_pocket_0	2673.5	19
PDB-LIG	P43405_PF07714_371_626_pocket_0	2849.88	21
PDB-LIG	P43405_PF07714_371_626_pocket_1	3089.38	18
PDB-LIG	P43652_PF00273_222_394_pocket_0	3215.38	17
PDB-LIG	P43652_PF00273_30_202_pocket_0	3807.88	10
PDB-LIG	P45452_PF00413_112_267_pocket_0	2289.88	24
PDB-LIG	P45974_PF02148_199_272_pocket_0	3497.0	14
PDB-LIG	P45983_PF00069_26_321_pocket_0	2522.38	23
PDB-LIG	P45983_PF00069_26_321_pocket_1	4754.88	10
PDB-LIG	P45983_PF00069_26_321_pocket_2	3407.12	16
PDB-LIG	P45984_PF00069_26_321_pocket_0	1913.62	20
PDB-LIG	P45984_PF00069_26_321_pocket_1	2835.0	21
PDB-LIG	P45985_PF00069_102_367_pocket_0	2321.62	22
PDB-LIG	P46597_PF00891_117_327_pocket_0	1657.38	24
PDB-LIG	P46597_PF00891_117_327_pocket_1	3144.62	15
PDB-LIG	P46934_PF00632_1013_1318_pocket_0	4305.38	13
PDB-LIG	P48443_PF00104_255_443_pocket_0	1549.0	26
PDB-LIG	P48637_PF03917_12_472_pocket_0	1894.0	24
PDB-LIG	P48728_PF01571_38_291_pocket_0	2380.12	22
PDB-LIG	P48729_PF00069_17_260_pocket_0	2325.0	22
PDB-LIG	P48729_PF00069_17_260_pocket_1	3921.25	11
PDB-LIG	P48730_PF00069_9_271_pocket_0	2080.5	24
PDB-LIG	P48735_PF00180_45_441_pocket_0	3475.75	16
PDB-LIG	P48735_PF00180_45_441_pocket_1	3966.0	12
PDB-LIG	P49137_PF00069_64_325_pocket_0	2312.88	24
PDB-LIG	P49137_PF00069_64_325_pocket_1	4146.38	13
PDB-LIG	P49327_PF00698_493_810_pocket_0	4132.88	13
PDB-LIG	P49327_PF00975_2242_2501_pocket_0	2819.88	16
PDB-LIG	P49336_PF00069_22_335_pocket_0	1777.12	23
PDB-LIG	P49366_PF01916_44_354_pocket_0	3800.75	18
PDB-LIG	P49366_PF01916_44_354_pocket_1	4452.88	14
PDB-LIG	P49366_PF01916_44_354_pocket_2	1592.12	26
PDB-LIG	P49427_PF00179_12_166_pocket_0	3675.38	18
PDB-LIG	P49591_PF00587_248_444_pocket_0	2660.0	19
PDB-LIG	P49638_PF00650_97_247_pocket_0	1687.38	22
PDB-LIG	P49638_PF00650_97_247_pocket_1	2322.5	21
PDB-LIG	P49674_PF00069_9_270_pocket_0	1855.0	24
PDB-LIG	P49736_PF00493_460_683_pocket_0	4526.12	12
PDB-LIG	P49759_PF00069_161_477_pocket_0	1736.12	24
PDB-LIG	P49759_PF00069_161_477_pocket_1	4384.75	14
PDB-LIG	P49760_PF00069_163_479_pocket_0	2043.0	20
PDB-LIG	P49761_PF00069_304_620_pocket_0	2542.62	21
PDB-LIG	P49773_PF01230_24_121_pocket_0	4021.12	13
PDB-LIG	P49789_PF01230_9_105_pocket_0	3843.25	12
PDB-LIG	P49789_PF01230_9_105_pocket_1	3484.0	20
PDB-LIG	P49841_PF00069_56_340_pocket_0	2294.88	21
PDB-LIG	P49862_PF00089_30_245_pocket_0	3340.75	18
PDB-LIG	P49888_PF00685_37_287_pocket_0	1587.0	20
PDB-LIG	P49888_PF00685_37_287_pocket_1	2853.0	20
PDB-LIG	P49916_PF01068_483_677_pocket_0	2014.0	22
PDB-LIG	P49917_PF01068_248_451_pocket_0	2849.12	20
PDB-LIG	P50053_PF00294_3_294_pocket_0	2897.25	22
