Domain (Uniprot_Pfam_Start_End)	Pocket Sets
A8MQ27_PF13920_499_549	AF2-PD
A8MT19_PF03097_27_414	AF2-PD
A8MT65_PF00096_404_426	AF2-PD
A8MT65_PF13465_362_387	AF2-PD
A8MT65_PF13465_502_527	AF2-PD
A8MT69_PF09415_12_81	PDB-PD,AF2-PD
A8MTJ3_PF00503_10_343	AF2-PD
A8MTJ6_PF00250_144_230	AF2-PD
A8MTQ0_PF00046_157_213	AF2-PD
A8MTY0_PF00096_282_304	AF2-PD
A8MTY0_PF00096_450_472	AF2-PD
A8MTY0_PF00096_534_556	AF2-PD
A8MU46_PF00307_379_484	AF2-PD
A8MUH7_PF00595_120_203	AF2-PD
A8MUH7_PF00595_15_90	AF2-PD
A8MUH7_PF17820_285_339	AF2-PD
A8MUM7_PF00337_5_137	PDB-PD,AF2-PD
A8MUP2_PF13649_79_192	AF2-PD
A8MUU1_PF00061_2_100	AF2-PD
A8MUV8_PF00096_200_222	AF2-PD
A8MUV8_PF00096_340_362	AF2-PD
A8MUV8_PF13894_228_251	AF2-PD
A8MUZ8_PF00096_172_194	AF2-PD
A8MV57_PF00354_1_133	AF2-PD
A8MVS5_PF17737_22_112	AF2-PD
A8MVU1_PF00018_138_183	AF2-PD
A8MVU1_PF00018_208_253	AF2-PD
A8MVU1_PF00787_6_97	AF2-PD
A8MVW5_PF13927_148_223	AF2-PD
A8MVX0_PF00621_269_438	AF2-PD
A8MVZ5_PF07686_37_146	AF2-PD
A8MW92_PF02820_17_69	PDB-LIG,PDB-PD,AF2-LIG
A8MW92_PF18104_90_123	PDB-PD,AF2-PD
A8MW95_PF04111_246_427	AF2-PD
A8MWA4_PF00096_228_250	AF2-PD
A8MWA6_PF15288_41_82	AF2-PD
A8MWD9_PF01423_7_72	AF2-PD
A8MWK0_PF00173_60_132	AF2-PD
A8MWK0_PF00487_193_457	AF2-PD
A8MWL6_PF01284_20_164	AF2-PD
A8MX19_PF15288_41_82	AF2-PD
A8MXD5_PF00462_139_208	AF2-PD
A8MXJ8_PF15288_41_82	AF2-PD
A8MXY4_PF00096_425_447	AF2-PD
A8MXY4_PF00096_537_559	AF2-PD
A8MXY4_PF00096_621_643	AF2-PD
A8MXY4_PF00096_789_811	AF2-PD
A8MXZ1_PF15288_41_82	AF2-PD
A8MY62_PF00144_25_361	AF2-PD
A8MYZ0_PF13898_106_455	AF2-PD
A8MYZ6_PF00250_88_176	AF2-PD
A8MZ59_PF00046_9_65	AF2-PD
A8TX70_PF00092_1005_1174	AF2-PD
A8TX70_PF00092_1758_1933	AF2-PD
A8TX70_PF00092_1963_2143	AF2-PD
A8TX70_PF00092_2291_2473	AF2-PD
A8TX70_PF00092_236_408	AF2-PD
A8TX70_PF00092_30_204	AF2-PD
A8TX70_PF00092_442_611	AF2-PD
A8TX70_PF00092_628_796	AF2-PD
A8TX70_PF00092_814_986	AF2-PD
A9YTQ3_PF00010_33_80	PDB-PD,AF2-PD
A9YTQ3_PF00989_114_187	PDB-PD,AF2-PD
A9Z1Z3_PF00168_1249_1352	AF2-PD
A9Z1Z3_PF00168_1492_1626	AF2-PD
A9Z1Z3_PF00168_189_301	AF2-PD
A9Z1Z3_PF00168_26_131	AF2-PD
A9Z1Z3_PF00168_761_866	AF2-PD
A9Z1Z3_PF08150_655_725	AF2-PD
A9Z1Z3_PF08151_132_182	AF2-PD
B0I1T2_PF00063_11_694	AF2-PD
B0I1T2_PF06017_815_1003	AF2-PD
B1AKI9_PF03782_293_433	AF2-PD
B1APH4_PF00096_314_336	AF2-PD
B2RD01_PF04218_16_68	AF2-PD
B2RNN3_PF00386_203_329	AF2-PD
B2RPK0_PF00505_95_163	AF2-PD
B2RPK0_PF09011_6_79	AF2-PD
B2RTY4_PF00063_148_700	AF2-PD
B2RTY4_PF00063_827_1004	AF2-PD
B2RTY4_PF00620_2076_2222	AF2-PD
B2RTY4_PF00788_14_112	AF2-PD
B2RXF5_PF00096_362_384	AF2-PD
B2RXF5_PF00096_390_413	AF2-PD
B2RXH2_PF02373_176_292	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
B2RXH4_PF00651_24_126	AF2-PD
B2RXH8_PF00076_18_80	AF2-PD
B4DU55_PF00096_456_478	AF2-PD
B4DU55_PF00096_512_534	AF2-PD
B4DU55_PF13912_260_285	AF2-PD
B4DXR9_PF00096_306_328	AF2-PD
B4DXR9_PF00096_334_356	AF2-PD
B4DXR9_PF00096_362_384	AF2-PD
B5MCN3_PF00650_82_243	AF2-PD
B5MCY1_PF00567_1291_1412	AF2-PD
B5MCY1_PF00567_1523_1642	AF2-PD
B5MCY1_PF00567_1730_1852	AF2-PD
B5MCY1_PF00567_237_357	AF2-PD
B5MCY1_PF00567_480_600	AF2-PD
B5MCY1_PF00567_753_867	AF2-PD
B5MCY1_PF00567_961_1084	AF2-PD
B5MD39_PF01019_1_220	AF2-PD
B5ME19_PF01399_713_847	AF2-PD
B6A8C7_PF13895_28_119	AF2-PD
B7U540_PF01007_47_187	AF2-PD
B7U540_PF17655_194_367	AF2-PD
B7Z1M9_PF00168_232_338	AF2-PD
B7Z6K7_PF00096_436_458	AF2-PD
B7Z6K7_PF00096_520_542	AF2-PD
B7Z6K7_PF00096_604_626	AF2-PD
B7Z6K7_PF00096_632_654	AF2-PD
B7Z8K6_PF07654_2_78	PDB-PD,AF2-PD
B7ZC32_PF00225_13_355	AF2-PD
B7ZW38_PF00076_18_81	AF2-PD
B9A064_PF07654_117_202	AF2-PD
C9J1S8_PF15227_15_55	AF2-PD
C9J798_PF00168_133_234	AF2-PD
C9J798_PF00168_5_107	AF2-PD
C9J798_PF00169_567_672	AF2-PD
C9JJ37_PF00651_19_128	AF2-PD
C9JJ37_PF07707_133_238	AF2-PD
C9JLR9_PF18658_106_169	AF2-PD
C9JLR9_PF18658_265_328	AF2-PD
C9JLR9_PF18658_582_645	AF2-PD
C9JN71_PF00096_143_165	AF2-PD
C9JN71_PF00096_283_305	AF2-PD
C9JN71_PF00096_311_333	AF2-PD
C9JN71_PF00096_367_389	AF2-PD
C9JN71_PF00096_395_417	AF2-PD
C9JN71_PF00096_423_445	AF2-PD
C9JN71_PF00096_479_501	AF2-PD
C9JN71_PF00096_507_529	AF2-PD
C9JR72_PF00651_6_105	AF2-PD
C9JRZ8_PF00248_16_294	AF2-PD
C9JSJ3_PF00505_540_606	AF2-PD
D3W0D1_PF00059_95_195	PDB-PD,AF2-PD
D6RGX4_PF15288_41_82	AF2-PD
E5RG02_PF00089_43_174	AF2-PD
E5RQL4_PF07837_10_77	AF2-PD
E7ERA6_PF13639_49_102	AF2-PD
E7ETH6_PF00096_270_292	AF2-PD
E7ETH6_PF00096_298_320	AF2-PD
E9PAV3_PF19026_2037_2077	AF2-PD
E9PGG2_PF00046_139_194	AF2-PD
E9PGG2_PF16878_26_131	AF2-PD
F5H284_PF00160_7_163	AF2-PD
F8VTS6_PF11002_54_95	AF2-PD
F8VTS6_PF15227_11_52	AF2-PD
G3V0H7_PF07648_413_459	AF2-PD
G9CGD6_PF00536_5_69	AF2-PD
G9CGD6_PF00595_211_290	AF2-PD
G9CGD6_PF10534_80_172	AF2-PD
H0UI37_PF00581_31_96	AF2-PD
H3BQJ8_PF00021_30_109	AF2-PD
I1YAP6_PF00097_15_55	AF2-PD
M0QZC1_PF13639_62_112	AF2-PD
O00116_PF01565_206_348	AF2-PD
O00116_PF02913_384_657	AF2-PD
O00124_PF00789_186_265	AF2-PD
O00139_PF00225_229_553	PDB-LIG,PDB-PD,AF2-PD
O00141_PF00069_98_355	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
O00142_PF01712_53_265	AF2-PD
O00144_PF01392_39_146	AF2-PD
O00148_PF00270_68_237	AF2-PD
O00148_PF00271_272_381	AF2-PD
O00151_PF00412_260_314	PDB-PD,AF2-PD
O00151_PF00595_3_82	PDB-PD,AF2-PD
O00154_PF03061_242_317	PDB-PD,AF2-PD
O00154_PF03061_68_151	AF2-PD
O00159_PF00063_48_718	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
O00160_PF00018_1047_1092	AF2-PD
O00160_PF00063_19_677	AF2-PD
O00160_PF06017_717_915	AF2-PD
O00167_PF00702_268_514	PDB-LIG,PDB-PD,AF2-LIG
O00170_PF00254_26_95	PDB-PD,AF2-PD
O00175_PF00048_31_89	PDB-PD,AF2-PD
O00178_PF00009_160_385	AF2-PD
O00182_PF00337_16_147	PDB-PD,AF2-PD
O00182_PF00337_226_355	PDB-PD,AF2-PD
O00187_PF00084_300_361	PDB-PD,AF2-PD
O00187_PF00084_366_430	PDB-PD,AF2-PD
O00187_PF00089_445_679	PDB-PD,AF2-PD
O00187_PF00431_184_293	AF2-PD
O00187_PF00431_24_134	PDB-PD,AF2-PD
O00187_PF07645_138_180	PDB-PD,AF2-PD
O00189_PF01217_1_139	AF2-PD
O00194_PF00071_11_183	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
O00204_PF00685_60_305	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
O00212_PF00071_19_192	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
O00213_PF00397_255_283	PDB-PD,AF2-PD
O00213_PF00640_370_509	PDB-PD
O00213_PF00640_543_664	PDB-PD,AF2-PD
O00214_PF00337_186_316	PDB-PD,AF2-PD
O00214_PF00337_18_151	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
O00217_PF12838_110_164	PDB-PD,AF2-PD
O00219_PF13641_156_360	AF2-PD
O00220_PF00020_148_188	PDB-PD
O00220_PF00020_190_229	AF2-PD
O00220_PF00531_367_448	AF2-PD
O00222_PF00003_577_837	AF2-PD
O00231_PF01399_285_389	PDB-PD,AF2-PD
O00231_PF18055_12_129	PDB-PD
O00231_PF18503_393_419	AF2-PD
O00232_PF01399_300_417	PDB-PD
O00232_PF18098_422_454	PDB-PD
O00233_PF17820_138_194	AF2-PD
O00233_PF18265_23_102	AF2-PD
O00237_PF13639_619_663	AF2-PD
O00238_PF01064_30_106	AF2-PD
O00238_PF07714_204_491	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
O00241_PF07654_151_234	AF2-PD
O00241_PF07686_37_144	PDB-PD,AF2-PD
O00244_PF00403_5_61	PDB-PD,AF2-PD
O00257_PF00385_11_60	PDB-PD,AF2-PD
O00264_PF00173_74_171	PDB-PD,AF2-PD
O00273_PF02017_18_95	PDB-PD,AF2-PD
O00273_PF09033_100_264	AF2-PD
O00287_PF15289_140_267	AF2-PD
O00291_PF07651_39_308	AF2-PD
O00292_PF00019_262_353	AF2-PD
O00294_PF01167_295_537	PDB-PD,AF2-PD
O00295_PF01167_218_520	AF2-PD
O00299_PF13409_23_87	PDB-PD,AF2-PD
O00299_PF13410_123_211	PDB-PD,AF2-PD
O00300_PF00020_107_142	PDB-PD
O00300_PF00020_25_62	PDB-PD,AF2-PD
O00300_PF00020_65_105	PDB-PD,AF2-PD
O00300_PF00531_278_365	AF2-PD
O00305_PF00625_218_398	AF2-PD
O00305_PF12052_50_91	PDB-PD
O00308_PF00397_302_331	AF2-PD
O00308_PF00397_332_361	PDB-PD,AF2-PD
O00308_PF00397_407_435	AF2-PD
O00308_PF00397_446_475	PDB-PD,AF2-PD
O00308_PF00632_565_870	PDB-PD,AF2-PD
O00311_PF00069_357_482	PDB-PD,AF2-PD
O00311_PF00069_58_221	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
O00321_PF00178_242_321	AF2-PD
O00327_PF00010_73_126	PDB-PD,AF2-PD
O00327_PF00989_146_253	AF2-PD
O00327_PF14598_337_444	AF2-PD
O00329_PF00792_337_464	PDB-PD,AF2-PD
O00329_PF00794_175_281	PDB-PD,AF2-PD
O00330_PF00198_272_501	AF2-PD
O00330_PF00364_57_131	PDB-PD,AF2-PD
O00337_PF07670_263_382	AF2-PD
O00338_PF00685_39_289	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
O00339_PF00092_57_231	AF2-PD
O00339_PF00092_655_829	AF2-PD
O00339_PF14670_365_400	AF2-PD
O00339_PF14670_570_605	AF2-PD
O00358_PF00250_52_138	AF2-PD
O00370_PF00078_517_773	AF2-PD
O00370_PF03372_11_230	PDB-PD,AF2-PD
O00391_PF00085_42_147	PDB-PD,AF2-PD
O00391_PF18108_162_269	PDB-PD,AF2-PD
O00391_PF18371_295_396	PDB-PD,AF2-PD
O00401_PF00568_31_138	AF2-PD
O00401_PF00786_202_261	AF2-PD
O00408_PF00233_655_888	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
O00408_PF01590_241_372	PDB-PD,AF2-PD
O00408_PF01590_409_548	PDB-PD,AF2-PD
O00409_PF00250_113_200	PDB-PD,AF2-PD
O00411_PF14700_411_704	PDB-PD,AF2-PD
O00425_PF00013_197_262	AF2-PD
O00425_PF00013_278_345	AF2-PD
O00425_PF00013_407_472	AF2-PD
O00425_PF00013_489_555	AF2-PD
O00425_PF00076_4_69	PDB-PD,AF2-PD
O00425_PF00076_83_150	PDB-PD,AF2-PD
O00429_PF00350_28_217	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
O00442_PF01137_12_338	AF2-PD
O00442_PF05189_184_286	AF2-PD
O00443_PF00168_1572_1680	PDB-PD,AF2-PD
O00443_PF00787_1450_1534	PDB-PD,AF2-PD
O00443_PF00792_703_843	AF2-PD
O00443_PF00794_409_512	AF2-PD
O00444_PF00069_12_265	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
O00444_PF18190_591_697	PDB-PD,AF2-PD
O00444_PF18409_699_807	PDB-PD,AF2-PD
O00445_PF00168_123_229	PDB-PD,AF2-PD
O00445_PF00168_254_361	AF2-PD
O00451_PF02351_161_241	PDB-PD,AF2-PD
O00451_PF02351_251_347	PDB-PD,AF2-PD
O00451_PF02351_40_115	PDB-PD,AF2-PD
O00459_PF00017_330_405	PDB-PD,AF2-PD
O00459_PF00017_622_696	AF2-PD
O00459_PF00620_125_259	PDB-PD,AF2-PD
O00459_PF16454_428_596	PDB-PD,AF2-PD
O00462_PF02836_340_574	AF2-PD
O00462_PF17753_799_878	AF2-PD
O00462_PF17786_700_795	AF2-PD
O00463_PF00097_45_83	PDB-PD,AF2-PD
O00468_PF00050_335_389	AF2-PD
O00468_PF00054_1400_1531	AF2-PD
O00468_PF00054_1668_1803	AF2-PD
O00468_PF00054_1920_2051	AF2-PD
O00468_PF07648_270_317	AF2-PD
O00468_PF07648_411_461	AF2-PD
O00469_PF03171_645_737	AF2-PD
O00472_PF07303_532_633	PDB-PD,AF2-PD
O00478_PF07686_35_144	PDB-PD,AF2-PD
O00481_PF07686_35_144	PDB-PD,AF2-PD
O00482_PF00104_330_523	PDB-LIG,PDB-PD,AF2-PD
O00482_PF00105_84_153	PDB-PD,AF2-PD
O00499_PF03114_18_268	AF2-PD
O00499_PF14604_527_590	PDB-PD,AF2-PD
O00506_PF00069_20_270	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
O00522_PF00373_517_640	PDB-PD,AF2-PD
O00522_PF16705_22_198	PDB-PD,AF2-PD
O00533_PF00041_713_796	AF2-PD
O00533_PF00041_811_904	AF2-PD
O00533_PF00041_917_1005	AF2-PD
O00533_PF00047_519_604	AF2-PD
O00533_PF07679_423_511	AF2-PD
O00533_PF13927_234_314	AF2-PD
O00533_PF13927_330_405	AF2-PD
O00533_PF13927_35_113	AF2-PD
O00534_PF13768_280_443	AF2-PD
O00548_PF00008_285_324	PDB-PD,AF2-PD
O00548_PF00008_332_361	PDB-PD
O00548_PF00008_370_399	PDB-PD,AF2-PD
O00548_PF01414_179_224	PDB-PD,AF2-PD
O00548_PF12661_490_511	AF2-PD
O00555_PF08763_1893_1970	AF2-PD
O00560_PF00595_114_191	PDB-PD,AF2-PD
O00560_PF00595_198_270	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
O00567_PF08156_5_70	AF2-PD
O00570_PF00505_51_119	AF2-PD
O00571_PF00270_204_392	PDB-PD
O00571_PF00271_426_536	PDB-PD,AF2-PD
O00584_PF00445_34_213	PDB-PD,AF2-PD
O00585_PF00048_29_90	PDB-PD
O00602_PF00147_114_326	PDB-PD,AF2-PD
O00622_PF00007_283_375	AF2-PD
O00622_PF00093_100_163	AF2-PD
O00622_PF00219_26_78	AF2-PD
O00625_PF05726_171_277	PDB-PD,AF2-PD
O00626_PF00048_34_91	AF2-PD
O00634_PF00053_255_308	AF2-PD
O00634_PF00053_311_371	AF2-PD
O00634_PF00053_374_421	AF2-PD
O00634_PF00055_40_253	AF2-PD
O00635_PF00643_88_129	AF2-PD
O00635_PF15227_16_62	AF2-PD
O00712_PF03165_69_173	AF2-PD
O00716_PF02319_179_243	AF2-PD
O00716_PF16421_259_352	AF2-PD
O00743_PF00149_46_241	AF2-PD
O00746_PF00334_38_172	PDB-PD,AF2-PD
O00750_PF00168_1517_1626	AF2-PD
O00750_PF00787_1392_1477	AF2-PD
O00750_PF00792_648_788	AF2-PD
O00750_PF00794_364_466	AF2-PD
O00754_PF01074_64_381	AF2-PD
O00754_PF07748_607_823	AF2-PD
O00754_PF09261_386_483	AF2-PD
O00754_PF17677_899_1001	AF2-PD
O00757_PF00316_12_199	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
O00757_PF18913_203_333	PDB-PD,AF2-PD
O00762_PF00179_34_170	PDB-PD,AF2-PD
O00763_PF00289_259_379	PDB-PD,AF2-PD
O00763_PF00364_895_961	PDB-PD,AF2-PD
O00763_PF02785_650_758	PDB-PD,AF2-PD
O00763_PF02786_417_616	PDB-PD
O14492_PF00017_417_494	AF2-PD
O14492_PF00169_194_306	AF2-PD
O14492_PF08916_22_78	PDB-PD,AF2-PD
O14497_PF01388_1019_1104	PDB-PD,AF2-PD
O14498_PF07679_237_344	AF2-PD
O14503_PF00010_53_108	AF2-PD
O14503_PF07527_141_180	AF2-PD
O14508_PF00017_48_129	PDB-PD,AF2-PD
O14508_PF07525_159_192	PDB-PD,AF2-PD
O14511_PF07679_238_328	AF2-PD
O14512_PF00017_400_474	AF2-PD
O14512_PF07525_514_549	AF2-PD
O14514_PF00090_413_461	AF2-PD
O14514_PF00090_471_519	AF2-PD
O14514_PF00090_526_574	AF2-PD
O14522_PF00041_290_374	AF2-PD
O14522_PF00041_498_578	AF2-PD
O14522_PF00102_1202_1436	AF2-PD
O14522_PF00102_912_1142	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
O14522_PF00629_32_190	AF2-PD
O14523_PF18696_102_253	PDB-PD,AF2-PD
O14525_PF18411_1153_1245	AF2-PD
O14529_PF00046_1169_1225	AF2-PD
O14529_PF02376_1043_1120	PDB-PD,AF2-PD
O14529_PF02376_549_627	PDB-PD,AF2-PD
O14529_PF02376_892_967	PDB-PD,AF2-PD
O14530_PF00085_75_172	AF2-PD
O14531_PF01979_64_453	PDB-PD,AF2-PD
O14543_PF00017_46_127	AF2-PD
O14544_PF00017_384_461	PDB-PD,AF2-PD
O14544_PF07525_496_531	AF2-PD
O14556_PF00044_76_176	PDB-PD,AF2-PD
O14556_PF02800_229_386	PDB-PD,AF2-PD
O14558_PF00011_66_158	PDB-PD,AF2-PD
O14559_PF00620_329_477	AF2-PD
O14561_PF00550_81_148	PDB-PD,AF2-PD
O14562_PF00240_86_157	AF2-PD
O14578_PF00069_97_360	AF2-PD
O14594_PF00008_1012_1042	AF2-PD
O14594_PF00059_1105_1210	AF2-PD
O14594_PF00084_1215_1271	AF2-PD
O14594_PF00193_160_254	AF2-PD
O14594_PF00193_261_356	AF2-PD
O14594_PF07686_43_158	AF2-PD
O14602_PF01176_32_94	AF2-PD
O14607_PF02373_1080_1188	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
O14610_PF00631_5_69	AF2-PD
O14618_PF00080_99_230	PDB-PD,AF2-PD
O14618_PF00403_15_72	PDB-PD,AF2-PD
O14625_PF00048_28_89	PDB-PD
O14627_PF00046_174_230	AF2-PD
O14628_PF00096_438_460	AF2-PD
O14628_PF00096_466_488	AF2-PD
O14638_PF01223_613_856	PDB-PD,AF2-PD
O14639_PF00412_158_213	AF2-PD
O14639_PF00412_226_281	AF2-PD
O14639_PF00412_285_331	AF2-PD
O14639_PF00412_99_154	AF2-PD
O14639_PF02209_743_778	AF2-PD
O14640_PF00595_251_336	PDB-PD,AF2-PD
O14640_PF00610_428_497	AF2-PD
O14641_PF00595_267_352	PDB-PD,AF2-PD
O14641_PF00610_436_505	PDB-PD,AF2-PD
O14646_PF00176_484_765	AF2-PD
O14646_PF00271_788_902	AF2-PD
O14646_PF00385_273_355	PDB-PD,AF2-PD
O14646_PF00385_389_443	PDB-PD,AF2-PD
O14646_PF13907_1404_1499	PDB-PD
O14646_PF18375_1124_1210	PDB-PD,AF2-PD
O14647_PF00176_487_768	AF2-PD
O14647_PF00271_791_905	AF2-PD
O14647_PF00385_262_344	AF2-PD
O14647_PF00385_378_447	AF2-PD
O14647_PF18375_1129_1218	AF2-PD
O14653_PF12352_121_186	AF2-PD
O14654_PF02174_231_333	AF2-PD
O14662_PF00804_77_265	AF2-PD
O14668_PF00594_25_65	AF2-PD
O14669_PF00594_55_95	AF2-PD
O14672_PF00200_466_546	PDB-PD,AF2-PD
O14672_PF13574_239_446	PDB-PD,AF2-PD
O14678_PF00005_404_552	PDB-PD,AF2-PD
O14682_PF00651_36_144	AF2-PD
O14682_PF07707_149_251	AF2-PD
O14709_PF00096_398_420	AF2-PD
O14709_PF00096_454_476	AF2-PD
O14709_PF00096_510_532	AF2-PD
O14709_PF00096_566_588	AF2-PD
O14709_PF00096_650_672	AF2-PD
O14709_PF00096_706_728	AF2-PD
O14709_PF00096_734_756	AF2-PD
O14709_PF00096_846_868	AF2-PD
O14709_PF00096_930_952	AF2-PD
O14709_PF02023_38_127	AF2-PD
O14713_PF10480_1_200	AF2-PD
O14715_PF00638_1048_1169	AF2-PD
O14715_PF00638_1345_1466	AF2-PD
O14717_PF00145_4_391	PDB-LIG,PDB-PD,AF2-LIG
O14727_PF00619_6_90	PDB-PD,AF2-PD
O14727_PF00931_129_374	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
O14727_PF17908_453_587	PDB-PD,AF2-PD
O14733_PF00069_120_380	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
O14734_PF13622_45_308	AF2-PD
O14744_PF05185_295_464	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
O14744_PF17285_37_290	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
O14744_PF17286_467_635	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
O14745_PF00595_154_231	PDB-PD,AF2-PD
O14745_PF00595_16_91	PDB-PD,AF2-PD
O14745_PF09007_235_358	PDB-PD
O14746_PF00078_802_915	PDB-PD,AF2-PD
O14746_PF12009_460_592	PDB-PD,AF2-PD
O14756_PF00106_30_223	AF2-PD
O14757_PF00069_9_265	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
O14763_PF00020_139_178	PDB-PD,AF2-PD
O14763_PF00020_97_137	AF2-PD
O14763_PF00531_339_422	AF2-PD
O14771_PF00096_317_339	AF2-PD
O14771_PF00096_401_423	AF2-PD
O14771_PF02023_41_130	AF2-PD
O14773_PF00082_257_495	PDB-PD,AF2-PD
O14773_PF09286_33_176	PDB-PD,AF2-PD
O14776_PF00397_134_162	AF2-PD
O14776_PF00397_432_460	PDB-PD,AF2-PD
O14777_PF18077_213_285	AF2-PD
O14782_PF00225_16_265	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
O14782_PF00225_276_365	AF2-PD
O14786_PF00431_147_262	PDB-PD,AF2-PD
O14786_PF00431_27_138	AF2-PD
O14786_PF00629_650_810	PDB-PD,AF2-PD
O14786_PF00754_290_421	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
O14786_PF00754_446_580	PDB-PD,AF2-PD
O14788_PF00229_185_313	PDB-PD,AF2-PD
O14792_PF00685_54_298	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
O14793_PF00019_280_374	PDB-PD,AF2-PD
O14795_PF00130_478_530	AF2-PD
O14795_PF00168_1438_1548	AF2-PD
O14795_PF00168_2_99	AF2-PD
O14795_PF00168_600_709	AF2-PD
O14795_PF06292_918_1405	AF2-PD
O14796_PF00017_5_86	PDB-PD,AF2-PD
O14798_PF00020_111_149	AF2-PD
O14798_PF00020_69_109	AF2-PD
O14802_PF00623_358_525	PDB-PD,AF2-PD
O14802_PF04983_528_703	PDB-PD,AF2-PD
O14802_PF04997_12_356	PDB-PD,AF2-PD
O14802_PF04998_841_1316	PDB-PD
O14802_PF05000_728_834	PDB-PD,AF2-PD
O14807_PF00071_15_177	AF2-PD
O14813_PF00046_91_147	AF2-PD
O14815_PF01067_354_486	AF2-PD
O14818_PF00227_26_211	PDB-PD,AF2-PD
O14827_PF00618_638_773	AF2-PD
O14827_PF00621_247_427	AF2-PD
O14829_PF00149_165_407	AF2-PD
O14830_PF00036_656_684	AF2-PD
O14830_PF00149_173_366	AF2-PD
O14832_PF05721_61_277	PDB-PD,AF2-PD
O14836_PF09305_32_68	AF2-PD
O14836_PF09305_69_107	PDB-PD,AF2-PD
O14841_PF19278_540_715	AF2-PD
O14862_PF02758_8_79	PDB-PD,AF2-PD
O14867_PF00651_24_129	PDB-PD,AF2-PD
O14874_PF02518_265_403	AF2-PD
O14896_PF00605_9_114	AF2-PD
O14901_PF00096_394_418	AF2-PD
O14901_PF00096_424_448	AF2-PD
O14907_PF00595_17_110	PDB-PD,AF2-PD
O14908_PF00595_133_212	AF2-PD
O14910_PF00595_108_187	AF2-PD
O14910_PF02828_29_82	AF2-PD
O14917_PF00028_137_234	PDB-PD,AF2-PD
O14917_PF00028_248_342	PDB-PD,AF2-PD
O14917_PF00028_357_463	PDB-PD,AF2-PD
O14917_PF00028_477_574	AF2-PD
O14917_PF00028_593_682	AF2-PD
O14917_PF08266_20_112	PDB-PD,AF2-PD
O14920_PF00069_15_297	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
O14920_PF12179_706_742	PDB-PD
O14920_PF18397_389_663	PDB-PD,AF2-PD
O14921_PF00615_34_149	AF2-PD
O14924_PF00595_22_96	PDB-PD,AF2-PD
O14924_PF00615_715_831	PDB-PD,AF2-PD
O14924_PF02196_1039_1102	AF2-PD
O14924_PF02196_963_1030	AF2-PD
O14926_PF06268_141_254	AF2-PD
O14926_PF06268_20_133	AF2-PD
O14926_PF06268_266_376	AF2-PD
O14926_PF06268_389_492	AF2-PD
O14929_PF10394_25_187	PDB-PD,AF2-PD
O14931_PF07686_22_128	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
O14933_PF00179_6_144	PDB-PD,AF2-PD
O14936_PF00018_618_674	AF2-PD
O14936_PF00069_12_276	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
O14936_PF00595_490_568	PDB-PD,AF2-PD
O14936_PF00625_738_912	PDB-PD,AF2-PD
O14936_PF02828_406_457	PDB-PD,AF2-PD
O14939_PF00787_90_192	AF2-PD
O14939_PF13091_626_801	PDB-PD,AF2-PD
O14948_PF00010_140_193	AF2-PD
O14950_PF08976_92_168	AF2-PD
O14950_PF13405_33_62	AF2-PD
O14957_PF08997_1_55	PDB-PD,AF2-PD
O14964_PF00790_3_139	PDB-PD,AF2-PD
O14964_PF01363_158_221	PDB-PD,AF2-PD
O14964_PF12210_407_501	PDB-PD,AF2-PD
O14965_PF00069_133_383	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
O14966_PF00071_9_175	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
O14975_PF13193_496_572	AF2-PD
O14976_PF00069_40_313	PDB-LIG,PDB-PD,AF2-LIG,AF2-PD
O14976_PF10409_570_709	AF2-PD
O14977_PF00278_27_385	PDB-PD
