Pocket Set	Pocket	Buriedness
PDB-LIG	P16278_PF01301_40_357_pocket_0	19
PDB-LIG	P16435_PF00175_530_641_pocket_0	19
PDB-LIG	P16435_PF00258_82_219_pocket_0	19
PDB-LIG	P16444_PF01244_25_352_pocket_0	19
PDB-LIG	P16871_PF00041_130_218_pocket_0	17
PDB-LIG	P17081_PF00071_11_184_pocket_0	18
PDB-LIG	P17174_PF00155_31_405_pocket_0	19
PDB-LIG	P17213_PF02886_249_486_pocket_0	21
PDB-LIG	P17252_PF00069_339_597_pocket_0	17
PDB-LIG	P17516_PF00248_18_301_pocket_0	20
PDB-LIG	P17540_PF00217_187_401_pocket_0	20
PDB-LIG	P17612_PF00069_44_298_pocket_0	23
PDB-LIG	P17643_PF00264_182_417_pocket_0	24
PDB-LIG	P17752_PF00351_106_436_pocket_0	17
PDB-LIG	P17752_PF00351_106_436_pocket_1	20
PDB-LIG	P17812_PF06418_2_272_pocket_0	14
PDB-LIG	P17812_PF06418_2_272_pocket_1	12
PDB-LIG	P17858_PF00365_17_324_pocket_0	19
PDB-LIG	P17900_PF02221_33_190_pocket_0	11
PDB-LIG	P17900_PF02221_33_190_pocket_1	19
PDB-LIG	P17900_PF02221_33_190_pocket_2	12
PDB-LIG	P17931_PF00337_117_247_pocket_0	11
PDB-LIG	P17980_PF00004_223_356_pocket_0	11
PDB-LIG	P18031_PF00102_40_276_pocket_0	16
PDB-LIG	P18031_PF00102_40_276_pocket_1	16
PDB-LIG	P18031_PF00102_40_276_pocket_2	17
PDB-LIG	P18031_PF00102_40_276_pocket_3	17
PDB-LIG	P18031_PF00102_40_276_pocket_4	13
PDB-LIG	P18031_PF00102_40_276_pocket_5	16
PDB-LIG	P18031_PF00102_40_276_pocket_6	13
PDB-LIG	P18031_PF00102_40_276_pocket_7	12
PDB-LIG	P18031_PF00102_40_276_pocket_8	13
PDB-LIG	P18085_PF00025_5_177_pocket_0	16
PDB-LIG	P18669_PF00300_6_138_pocket_0	12
PDB-LIG	P19099_PF00067_42_499_pocket_0	19
PDB-LIG	P19113_PF00282_36_414_pocket_0	14
PDB-LIG	P19367_PF03727_673_907_pocket_0	18
PDB-LIG	P19525_PF00069_267_537_pocket_0	19
PDB-LIG	P19623_PF01564_76_261_pocket_0	22
PDB-LIG	P19652_PF00061_40_180_pocket_0	22
PDB-LIG	P19784_PF00069_40_325_pocket_0	20
PDB-LIG	P19784_PF00069_40_325_pocket_1	25
PDB-LIG	P19793_PF00104_257_442_pocket_0	25
PDB-LIG	P19793_PF00104_257_442_pocket_1	10
PDB-LIG	P19801_PF01179_300_708_pocket_0	12
PDB-LIG	P20151_PF00089_25_253_pocket_0	19
PDB-LIG	P20231_PF00089_31_267_pocket_0	23
PDB-LIG	P20231_PF00089_31_267_pocket_1	18
PDB-LIG	P20337_PF00071_24_185_pocket_0	13
PDB-LIG	P20338_PF00071_15_176_pocket_0	22
PDB-LIG	P20339_PF00071_22_183_pocket_0	22
PDB-LIG	P20340_PF00071_15_175_pocket_0	21
PDB-LIG	P20591_PF00350_73_249_pocket_0	17
PDB-LIG	P20701_PF00092_156_326_pocket_0	15
PDB-LIG	P20813_PF00067_31_488_pocket_0	20
PDB-LIG	P20813_PF00067_31_488_pocket_1	16
PDB-LIG	P20813_PF00067_31_488_pocket_2	14
PDB-LIG	P20813_PF00067_31_488_pocket_3	30
PDB-LIG	P20813_PF00067_31_488_pocket_4	21
PDB-LIG	P20815_PF00067_38_492_pocket_0	16
PDB-LIG	P20839_PF00478_29_504_pocket_0	31
PDB-LIG	P20839_PF00478_29_504_pocket_1	12
PDB-LIG	P20839_PF00478_29_504_pocket_2	22
PDB-LIG	P20839_PF00478_29_504_pocket_3	15
PDB-LIG	P20839_PF00478_29_504_pocket_4	9
PDB-LIG	P20839_PF00478_29_504_pocket_5	13
PDB-LIG	P20839_PF00478_29_504_pocket_6	10
PDB-LIG	P20839_PF00571_107_166_pocket_0	14
PDB-LIG	P21359_PF13716_1602_1736_pocket_0	16
PDB-LIG	P21397_PF01593_23_460_pocket_0	31
PDB-LIG	P21397_PF01593_23_460_pocket_1	22
PDB-LIG	P21549_PF00266_24_376_pocket_0	16
PDB-LIG	P21549_PF00266_24_376_pocket_1	25
PDB-LIG	P21589_PF02872_338_513_pocket_0	15
PDB-LIG	P21675_PF00439_1389_1472_pocket_0	13
PDB-LIG	P21675_PF00439_1511_1595_pocket_0	14
PDB-LIG	P21802_PF07714_481_757_pocket_0	19
PDB-LIG	P21860_PF07714_709_965_pocket_0	17
PDB-LIG	P21964_PF01596_67_228_pocket_0	19
PDB-LIG	P21964_PF01596_67_228_pocket_1	13
PDB-LIG	P22087_PF01269_88_315_pocket_0	19
PDB-LIG	P22102_PF00551_808_988_pocket_0	13
PDB-LIG	P22102_PF00551_808_988_pocket_1	24
PDB-LIG	P22102_PF01071_105_298_pocket_0	14
PDB-LIG	P22234_PF00731_267_409_pocket_0	20
PDB-LIG	P22303_PF00135_37_563_pocket_0	19
PDB-LIG	P22392_PF00334_5_139_pocket_0	18
PDB-LIG	P22455_PF07714_467_743_pocket_0	20
PDB-LIG	P22455_PF07714_467_743_pocket_1	21
PDB-LIG	P22607_PF07714_472_748_pocket_0	17
PDB-LIG	P22680_PF00067_32_497_pocket_0	19
PDB-LIG	P22736_PF00104_394_579_pocket_0	18
PDB-LIG	P22736_PF00104_394_579_pocket_1	13
PDB-LIG	P22748_PF00194_37_285_pocket_0	20
PDB-LIG	P22830_PF00762_68_389_pocket_0	18
PDB-LIG	P22830_PF00762_68_389_pocket_1	12
PDB-LIG	P22894_PF00413_107_262_pocket_0	18
PDB-LIG	P22894_PF00413_107_262_pocket_1	24
PDB-LIG	P23141_PF00135_22_547_pocket_0	27
PDB-LIG	P23141_PF00135_22_547_pocket_1	16
PDB-LIG	P23141_PF00135_22_547_pocket_2	14
PDB-LIG	P23141_PF00135_22_547_pocket_3	19
PDB-LIG	P23258_PF00091_4_215_pocket_0	24
PDB-LIG	P23368_PF03949_280_535_pocket_0	21
PDB-LIG	P23443_PF00069_91_352_pocket_0	20
PDB-LIG	P23458_PF07714_875_1149_pocket_0	22
PDB-LIG	P23467_PF00102_1727_1962_pocket_0	15
PDB-LIG	P23470_PF00102_874_1118_pocket_0	24
PDB-LIG	P23471_PF00102_1750_1991_pocket_0	24
PDB-LIG	P23526_PF00670_191_352_pocket_0	19
PDB-LIG	P23526_PF05221_140_431_pocket_0	24
PDB-LIG	P23526_PF05221_140_431_pocket_1	19
PDB-LIG	P23919_PF02223_11_191_pocket_0	16
PDB-LIG	P23919_PF02223_11_191_pocket_1	23
PDB-LIG	P23921_PF03477_1_89_pocket_0	16
PDB-LIG	P23946_PF00089_22_240_pocket_0	19
PDB-LIG	P24666_PF01451_9_154_pocket_0	18
PDB-LIG	P24666_PF01451_9_154_pocket_1	14
PDB-LIG	P24723_PF00069_355_614_pocket_0	22
PDB-LIG	P24752_PF00108_42_299_pocket_0	14
PDB-LIG	P24821_PF00147_1980_2189_pocket_0	14
PDB-LIG	P24941_PF00069_4_286_pocket_0	23
PDB-LIG	P24941_PF00069_4_286_pocket_1	24
PDB-LIG	P24941_PF00069_4_286_pocket_2	17
PDB-LIG	P24941_PF00069_4_286_pocket_3	11
PDB-LIG	P24941_PF00069_4_286_pocket_4	13
PDB-LIG	P25098_PF00069_191_453_pocket_0	22
PDB-LIG	P25205_PF00493_280_505_pocket_0	14
PDB-LIG	P25311_PF00129_26_201_pocket_0	14
PDB-LIG	P25440_PF00439_353_441_pocket_0	17
PDB-LIG	P25440_PF00439_83_168_pocket_0	15
PDB-LIG	P25774_PF00112_115_330_pocket_0	16
PDB-LIG	P25774_PF00112_115_330_pocket_1	12
PDB-LIG	P26196_PF00271_320_429_pocket_0	12
PDB-LIG	P26358_PF00145_1139_1594_pocket_0	20
PDB-LIG	P26639_PF00587_397_608_pocket_0	17
PDB-LIG	P26639_PF00587_397_608_pocket_1	21
PDB-LIG	P27037_PF00069_196_481_pocket_0	24
PDB-LIG	P27144_PF00406_10_190_pocket_0	19
PDB-LIG	P27338_PF01593_14_451_pocket_0	31
PDB-LIG	P27338_PF01593_14_451_pocket_1	25
PDB-LIG	P27348_PF00244_9_229_pocket_0	13
PDB-LIG	P27361_PF00069_42_330_pocket_0	21
PDB-LIG	P27361_PF00069_42_330_pocket_1	23
PDB-LIG	P27448_PF00069_56_307_pocket_0	19
PDB-LIG	P27487_PF00326_559_765_pocket_0	14
PDB-LIG	P27694_PF04057_5_104_pocket_0	13
PDB-LIG	P27707_PF01712_24_258_pocket_0	17
PDB-LIG	P27707_PF01712_24_258_pocket_1	22
PDB-LIG	P27815_PF00233_432_672_pocket_0	18
PDB-LIG	P28062_PF00227_69_251_pocket_0	20
PDB-LIG	P28065_PF00227_17_198_pocket_0	21
PDB-LIG	P28072_PF00227_31_213_pocket_0	19
PDB-LIG	P28074_PF00227_56_238_pocket_0	20
PDB-LIG	P28161_PF02798_3_82_pocket_0	13
PDB-LIG	P28347_PF17725_214_423_pocket_0	24
PDB-LIG	P28482_PF00069_25_313_pocket_0	22
PDB-LIG	P28482_PF00069_25_313_pocket_1	21
PDB-LIG	P28702_PF00104_331_513_pocket_0	27
PDB-LIG	P28845_PF00106_35_230_pocket_0	25
PDB-LIG	P28845_PF00106_35_230_pocket_1	20
PDB-LIG	P28907_PF02267_56_296_pocket_0	12
PDB-LIG	P29016_PF16497_1_198_pocket_0	18
PDB-LIG	P29016_PF16497_1_198_pocket_1	14
PDB-LIG	P29017_PF16497_1_199_pocket_0	21
PDB-LIG	P29017_PF16497_1_199_pocket_1	15
PDB-LIG	P29017_PF16497_1_199_pocket_2	25
PDB-LIG	P29017_PF16497_1_199_pocket_3	19
PDB-LIG	P29317_PF07714_613_871_pocket_0	21
PDB-LIG	P29320_PF07714_621_878_pocket_0	22
PDB-LIG	P29373_PF00061_5_138_pocket_0	23
PDB-LIG	P29373_PF00061_5_138_pocket_1	12
PDB-LIG	P29375_PF02373_470_586_pocket_0	15
PDB-LIG	P29401_PF00456_14_283_pocket_0	19
PDB-LIG	P29474_PF02898_119_481_pocket_0	19
PDB-LIG	P29475_PF02898_355_717_pocket_0	18
PDB-LIG	P29475_PF02898_355_717_pocket_1	10
PDB-LIG	P29597_PF07714_589_866_pocket_0	24
PDB-LIG	P29597_PF07714_897_1169_pocket_0	25
PDB-LIG	P29973_PF00027_497_588_pocket_0	16
PDB-LIG	P29992_PF00503_16_348_pocket_0	20
PDB-LIG	P30043_PF13460_10_192_pocket_0	20
PDB-LIG	P30043_PF13460_10_192_pocket_1	16
PDB-LIG	P30044_PF08534_57_211_pocket_0	19
PDB-LIG	P30046_PF01187_2_116_pocket_0	16
PDB-LIG	P30086_PF01161_25_169_pocket_0	17
PDB-LIG	P30291_PF00069_299_569_pocket_0	25
PDB-LIG	P30405_PF00160_49_205_pocket_0	20
PDB-LIG	P30405_PF00160_49_205_pocket_1	9
PDB-LIG	P30405_PF00160_49_205_pocket_2	13
PDB-LIG	P30419_PF01233_137_294_pocket_0	13
PDB-LIG	P30519_PF01126_31_236_pocket_0	17
PDB-LIG	P30520_PF00709_32_453_pocket_0	22
PDB-LIG	P30530_PF07714_536_803_pocket_0	22
PDB-LIG	P30711_PF13417_5_82_pocket_0	14
PDB-LIG	P30793_PF01227_71_249_pocket_0	14
PDB-LIG	P31327_PF02142_1373_1465_pocket_0	17
PDB-LIG	P31327_PF02786_1088_1291_pocket_0	17
PDB-LIG	P31327_PF02786_546_750_pocket_0	21
PDB-LIG	P31749_PF00069_150_408_pocket_0	17
PDB-LIG	P31749_PF00069_150_408_pocket_1	23
PDB-LIG	P31751_PF00069_152_409_pocket_0	23
PDB-LIG	P31937_PF03446_41_200_pocket_0	18
PDB-LIG	P31939_PF02142_16_130_pocket_0	21
PDB-LIG	P31947_PF00244_9_231_pocket_0	13
PDB-LIG	P31947_PF00244_9_231_pocket_1	13
PDB-LIG	P31947_PF00244_9_231_pocket_2	11
PDB-LIG	P31947_PF00244_9_231_pocket_3	10
PDB-LIG	P32298_PF00069_187_449_pocket_0	20
PDB-LIG	P32320_PF00383_12_118_pocket_0	22
PDB-LIG	P32455_PF02263_18_282_pocket_0	20
PDB-LIG	P32455_PF02841_284_580_pocket_0	13
PDB-LIG	P32456_PF02263_18_280_pocket_0	21
PDB-LIG	P32929_PF01053_19_395_pocket_0	25
PDB-LIG	P33176_PF00225_14_325_pocket_0	15
PDB-LIG	P33261_PF00067_30_487_pocket_0	18
PDB-LIG	P33981_PF00069_525_791_pocket_0	27
PDB-LIG	P33981_PF00069_525_791_pocket_1	24
PDB-LIG	P33991_PF00493_445_670_pocket_0	14
PDB-LIG	P33993_PF00493_320_541_pocket_0	13
PDB-LIG	P34096_PF00074_31_146_pocket_0	12
PDB-LIG	P34897_PF00464_49_448_pocket_0	15
PDB-LIG	P34913_PF00561_259_531_pocket_0	18
PDB-LIG	P34913_PF00702_3_197_pocket_0	15
PDB-LIG	P34913_PF00702_3_197_pocket_1	22
PDB-LIG	P34947_PF00069_186_448_pocket_0	19
PDB-LIG	P35030_PF00089_81_296_pocket_0	25
PDB-LIG	P35228_PF00258_541_672_pocket_0	21
PDB-LIG	P35228_PF02898_135_497_pocket_0	22
PDB-LIG	P35270_PF00106_8_214_pocket_0	25
PDB-LIG	P35270_PF00106_8_214_pocket_1	18
PDB-LIG	P35270_PF00106_8_214_pocket_2	25
PDB-LIG	P35354_PF03098_198_560_pocket_0	14
PDB-LIG	P35354_PF03098_198_560_pocket_1	23
PDB-LIG	P35398_PF00104_308_494_pocket_0	19
PDB-LIG	P35557_PF00349_15_215_pocket_0	14
PDB-LIG	P35557_PF03727_221_455_pocket_0	16
PDB-LIG	P35558_PF00821_260_618_pocket_0	20
PDB-LIG	P35558_PF00821_260_618_pocket_1	14
PDB-LIG	P35914_PF00682_32_306_pocket_0	18
PDB-LIG	P35968_PF07714_834_1160_pocket_0	27
PDB-LIG	P36404_PF00025_3_176_pocket_0	18
PDB-LIG	P36507_PF00069_72_369_pocket_0	22
PDB-LIG	P36507_PF00069_72_369_pocket_1	24
PDB-LIG	P36639_PF00293_45_168_pocket_0	12
PDB-LIG	P36776_PF05362_736_949_pocket_0	16
PDB-LIG	P36873_PF00149_57_252_pocket_0	13
PDB-LIG	P36897_PF00069_205_492_pocket_0	22
PDB-LIG	P36959_PF00478_9_342_pocket_0	32
PDB-LIG	P37023_PF07714_202_489_pocket_0	26
PDB-LIG	P37173_PF07714_244_538_pocket_0	24
PDB-LIG	P37173_PF08917_49_159_pocket_0	12
PDB-LIG	P37231_PF00104_300_486_pocket_0	25
PDB-LIG	P37268_PF00494_47_320_pocket_0	17
PDB-LIG	P38117_PF01012_26_214_pocket_0	25
PDB-LIG	P38606_PF00006_230_455_pocket_0	14
PDB-LIG	P39900_PF00413_108_263_pocket_0	19
PDB-LIG	P40306_PF00227_36_217_pocket_0	19
PDB-LIG	P40337_PF01847_63_144_pocket_0	11
PDB-LIG	P40394_PF00107_214_350_pocket_0	15
PDB-LIG	P40616_PF00025_5_177_pocket_0	18
PDB-LIG	P40692_PF13589_26_137_pocket_0	21
PDB-LIG	P40926_PF00056_25_168_pocket_0	20
PDB-LIG	P41180_PF00003_606_856_pocket_0	16
PDB-LIG	P41222_PF00061_40_184_pocket_0	14
PDB-LIG	P41229_PF02373_501_617_pocket_0	18
PDB-LIG	P41235_PF00104_172_361_pocket_0	24
PDB-LIG	P41240_PF07714_195_440_pocket_0	22
PDB-LIG	P41250_PF00587_291_592_pocket_0	21
PDB-LIG	P41279_PF00069_139_388_pocket_0	27
PDB-LIG	P41743_PF00069_254_522_pocket_0	19
PDB-LIG	P42126_PF00378_52_301_pocket_0	18
PDB-LIG	P42330_PF00248_18_301_pocket_0	20
PDB-LIG	P42330_PF00248_18_301_pocket_1	11
PDB-LIG	P42574_PF00656_44_274_pocket_0	12
PDB-LIG	P42684_PF07714_288_539_pocket_0	29
PDB-LIG	P42684_PF07714_288_539_pocket_1	23
PDB-LIG	P42684_PF07714_288_539_pocket_2	16
PDB-LIG	P42768_PF00786_237_296_pocket_0	11
PDB-LIG	P42898_PF02219_48_337_pocket_0	21
PDB-LIG	P43166_PF00194_13_262_pocket_0	19
PDB-LIG	P43235_PF00112_115_328_pocket_0	19
PDB-LIG	P43235_PF00112_115_328_pocket_1	12
PDB-LIG	P43235_PF00112_115_328_pocket_2	15
PDB-LIG	P43246_PF00488_665_852_pocket_0	13
PDB-LIG	P43250_PF00069_186_448_pocket_0	18
PDB-LIG	P43354_PF00104_393_579_pocket_0	13
PDB-LIG	P43403_PF07714_338_593_pocket_0	19
PDB-LIG	P43405_PF07714_371_626_pocket_0	21
PDB-LIG	P43405_PF07714_371_626_pocket_1	18
PDB-LIG	P43652_PF00273_222_394_pocket_0	17
PDB-LIG	P43652_PF00273_30_202_pocket_0	10
PDB-LIG	P45452_PF00413_112_267_pocket_0	24
PDB-LIG	P45974_PF02148_199_272_pocket_0	14
PDB-LIG	P45983_PF00069_26_321_pocket_0	23
PDB-LIG	P45983_PF00069_26_321_pocket_1	10
PDB-LIG	P45983_PF00069_26_321_pocket_2	16
PDB-LIG	P45984_PF00069_26_321_pocket_0	20
PDB-LIG	P45984_PF00069_26_321_pocket_1	21
PDB-LIG	P45985_PF00069_102_367_pocket_0	22
PDB-LIG	P46597_PF00891_117_327_pocket_0	24
PDB-LIG	P46597_PF00891_117_327_pocket_1	15
PDB-LIG	P46934_PF00632_1013_1318_pocket_0	13
PDB-LIG	P48443_PF00104_255_443_pocket_0	26
PDB-LIG	P48637_PF03917_12_472_pocket_0	24
PDB-LIG	P48728_PF01571_38_291_pocket_0	22
PDB-LIG	P48729_PF00069_17_260_pocket_0	22
PDB-LIG	P48729_PF00069_17_260_pocket_1	11
PDB-LIG	P48730_PF00069_9_271_pocket_0	24
PDB-LIG	P48735_PF00180_45_441_pocket_0	16
PDB-LIG	P48735_PF00180_45_441_pocket_1	12
PDB-LIG	P49137_PF00069_64_325_pocket_0	24
PDB-LIG	P49137_PF00069_64_325_pocket_1	13
PDB-LIG	P49327_PF00698_493_810_pocket_0	13
PDB-LIG	P49327_PF00975_2242_2501_pocket_0	16
PDB-LIG	P49336_PF00069_22_335_pocket_0	23
PDB-LIG	P49366_PF01916_44_354_pocket_0	18
PDB-LIG	P49366_PF01916_44_354_pocket_1	14
PDB-LIG	P49366_PF01916_44_354_pocket_2	26
PDB-LIG	P49427_PF00179_12_166_pocket_0	18
PDB-LIG	P49591_PF00587_248_444_pocket_0	19
PDB-LIG	P49638_PF00650_97_247_pocket_0	22
PDB-LIG	P49638_PF00650_97_247_pocket_1	21
PDB-LIG	P49674_PF00069_9_270_pocket_0	24
PDB-LIG	P49736_PF00493_460_683_pocket_0	12
PDB-LIG	P49759_PF00069_161_477_pocket_0	24
PDB-LIG	P49759_PF00069_161_477_pocket_1	14
PDB-LIG	P49760_PF00069_163_479_pocket_0	20
PDB-LIG	P49761_PF00069_304_620_pocket_0	21
PDB-LIG	P49773_PF01230_24_121_pocket_0	13
PDB-LIG	P49789_PF01230_9_105_pocket_0	12
PDB-LIG	P49789_PF01230_9_105_pocket_1	20
PDB-LIG	P49841_PF00069_56_340_pocket_0	21
PDB-LIG	P49862_PF00089_30_245_pocket_0	18
PDB-LIG	P49888_PF00685_37_287_pocket_0	20
PDB-LIG	P49888_PF00685_37_287_pocket_1	20
PDB-LIG	P49916_PF01068_483_677_pocket_0	22
PDB-LIG	P49917_PF01068_248_451_pocket_0	20
PDB-LIG	P50053_PF00294_3_294_pocket_0	22
PDB-LIG	P50120_PF00061_6_134_pocket_0	23
PDB-LIG	P50135_PF13489_27_217_pocket_0	12
PDB-LIG	P50135_PF13489_27_217_pocket_1	21
PDB-LIG	P50135_PF13489_27_217_pocket_2	17
PDB-LIG	P50213_PF00180_33_358_pocket_0	13
PDB-LIG	P50225_PF00685_38_288_pocket_0	19
PDB-LIG	P50225_PF00685_38_288_pocket_1	23
PDB-LIG	P50225_PF00685_38_288_pocket_2	19
PDB-LIG	P50226_PF00685_38_288_pocket_0	19
PDB-LIG	P50579_PF00557_167_466_pocket_0	20
PDB-LIG	P50583_PF00293_12_137_pocket_0	13
PDB-LIG	P50613_PF00069_12_295_pocket_0	17
PDB-LIG	P50750_PF00069_19_315_pocket_0	21
PDB-LIG	P51148_PF00071_23_184_pocket_0	20
PDB-LIG	P51149_PF00071_10_175_pocket_0	23
PDB-LIG	P51151_PF00071_9_174_pocket_0	19
PDB-LIG	P51157_PF00071_14_179_pocket_0	14
PDB-LIG	P51159_PF00071_11_183_pocket_0	21
PDB-LIG	P51161_PF14651_1_128_pocket_0	19
PDB-LIG	P51161_PF14651_1_128_pocket_1	21
PDB-LIG	P51161_PF14651_1_128_pocket_2	25
PDB-LIG	P51449_PF00104_309_488_pocket_0	20
PDB-LIG	P51449_PF00104_309_488_pocket_1	16
PDB-LIG	P51449_PF00104_309_488_pocket_2	15
PDB-LIG	P51452_PF00782_37_176_pocket_0	14
PDB-LIG	P51512_PF00413_126_291_pocket_0	14
PDB-LIG	P51531_PF00439_1411_1493_pocket_0	12
PDB-LIG	P51532_PF00439_1462_1551_pocket_0	12
PDB-LIG	P51553_PF00180_56_381_pocket_0	16
PDB-LIG	P51617_PF00069_212_517_pocket_0	25
PDB-LIG	P51659_PF00106_10_212_pocket_0	26
PDB-LIG	P51659_PF02036_628_731_pocket_0	23
PDB-LIG	P51812_PF00069_422_679_pocket_0	19
PDB-LIG	P51812_PF00069_68_327_pocket_0	24
PDB-LIG	P51813_PF07714_417_666_pocket_0	24
PDB-LIG	P51857_PF00248_20_304_pocket_0	21
PDB-LIG	P51857_PF00248_20_304_pocket_1	14
PDB-LIG	P51955_PF00069_8_271_pocket_0	23
PDB-LIG	P52333_PF07714_822_1095_pocket_0	22
PDB-LIG	P52333_PF07714_822_1095_pocket_1	24
PDB-LIG	P52564_PF00069_53_314_pocket_0	25
PDB-LIG	P52565_PF02115_12_201_pocket_0	19
PDB-LIG	P52732_PF00225_24_359_pocket_0	16
PDB-LIG	P52732_PF00225_24_359_pocket_1	21
PDB-LIG	P52732_PF00225_24_359_pocket_2	24
PDB-LIG	P52732_PF00225_24_359_pocket_3	21
PDB-LIG	P52788_PF01564_174_366_pocket_0	23
PDB-LIG	P52848_PF00685_604_869_pocket_0	20
PDB-LIG	P52895_PF00248_18_301_pocket_0	22
PDB-LIG	P52895_PF00248_18_301_pocket_1	12
PDB-LIG	P53041_PF00149_235_431_pocket_0	16
PDB-LIG	P53350_PF00069_53_305_pocket_0	22
PDB-LIG	P53355_PF00069_13_275_pocket_0	22
PDB-LIG	P53396_PF00285_883_1086_pocket_0	14
PDB-LIG	P53396_PF16114_244_421_pocket_0	23
PDB-LIG	P53582_PF00557_137_365_pocket_0	20
PDB-LIG	P53597_PF02629_53_146_pocket_0	17
PDB-LIG	P53634_PF00112_231_458_pocket_0	18
PDB-LIG	P53667_PF07714_339_604_pocket_0	23
PDB-LIG	P53667_PF07714_339_604_pocket_1	22
PDB-LIG	P53671_PF07714_331_601_pocket_0	24
PDB-LIG	P53778_PF00069_27_311_pocket_0	20
PDB-LIG	P53779_PF00069_64_359_pocket_0	23
PDB-LIG	P54278_PF13589_33_161_pocket_0	15
PDB-LIG	P54619_PF00571_269_324_pocket_0	12
PDB-LIG	P54646_PF00069_16_268_pocket_0	23
PDB-LIG	P54687_PF01063_93_343_pocket_0	19
PDB-LIG	P54753_PF07714_633_892_pocket_0	23
PDB-LIG	P54760_PF07714_615_874_pocket_0	22
PDB-LIG	P54762_PF07714_619_878_pocket_0	23
PDB-LIG	P54829_PF00102_323_553_pocket_0	16
PDB-LIG	P54829_PF00102_323_553_pocket_1	14
PDB-LIG	P54829_PF00102_323_553_pocket_2	21
PDB-LIG	P55040_PF00071_77_241_pocket_0	14
PDB-LIG	P55042_PF00071_93_253_pocket_0	16
PDB-LIG	P55055_PF00104_256_444_pocket_0	21
PDB-LIG	P55072_PF00004_241_371_pocket_0	11
PDB-LIG	P55072_PF00004_514_647_pocket_0	18
PDB-LIG	P55157_PF19444_592_889_pocket_0	19
PDB-LIG	P55157_PF19444_592_889_pocket_1	17
PDB-LIG	P55196_PF00595_1008_1090_pocket_0	16
PDB-LIG	P55201_PF00439_637_720_pocket_0	14
PDB-LIG	P55201_PF00855_1086_1200_pocket_0	16
PDB-LIG	P55210_PF00656_67_300_pocket_0	15
PDB-LIG	P55210_PF00656_67_300_pocket_1	13
PDB-LIG	P55263_PF00294_42_360_pocket_0	23
PDB-LIG	P55263_PF00294_42_360_pocket_1	22
PDB-LIG	P55263_PF00294_42_360_pocket_2	17
PDB-LIG	P55899_PF00129_26_197_pocket_0	21
PDB-LIG	P56524_PF00850_675_992_pocket_0	23
PDB-LIG	P56545_PF00389_36_358_pocket_0	22
PDB-LIG	P56545_PF02826_139_323_pocket_0	19
PDB-LIG	P57729_PF00071_11_179_pocket_0	22
PDB-LIG	P57735_PF00071_14_175_pocket_0	21
PDB-LIG	P57772_PF00009_5_315_pocket_0	19
PDB-LIG	P60568_PF00715_7_150_pocket_0	11
PDB-LIG	P60568_PF00715_7_150_pocket_1	20
PDB-LIG	P60763_PF00071_5_178_pocket_0	19
PDB-LIG	P60953_PF00071_5_178_pocket_0	19
PDB-LIG	P60953_PF00071_5_178_pocket_1	16
PDB-LIG	P61006_PF00071_10_171_pocket_0	20
PDB-LIG	P61011_PF00448_101_296_pocket_0	17
PDB-LIG	P61018_PF00071_10_171_pocket_0	15
PDB-LIG	P61019_PF00071_8_169_pocket_0	18
PDB-LIG	P61020_PF00071_22_183_pocket_0	20
PDB-LIG	P61026_PF00071_11_172_pocket_0	22
PDB-LIG	P61088_PF00179_7_144_pocket_0	18
PDB-LIG	P61106_PF00071_13_174_pocket_0	17
PDB-LIG	P61204_PF00025_5_177_pocket_0	18
PDB-LIG	P61224_PF00071_5_167_pocket_0	21
PDB-LIG	P61586_PF00071_7_180_pocket_0	15
PDB-LIG	P61586_PF00071_7_180_pocket_1	22
PDB-LIG	P61587_PF00071_25_199_pocket_0	20
PDB-LIG	P61916_PF02221_21_147_pocket_0	21
PDB-LIG	P61981_PF00244_10_234_pocket_0	15
PDB-LIG	P62070_PF00071_16_177_pocket_0	19
PDB-LIG	P62136_PF00149_57_252_pocket_0	15
PDB-LIG	P62136_PF00149_57_252_pocket_1	12
PDB-LIG	P62136_PF00149_57_252_pocket_2	13
PDB-LIG	P62166_PF13499_98_174_pocket_0	11
PDB-LIG	P62330_PF00025_1_173_pocket_0	15
PDB-LIG	P62491_PF00071_13_174_pocket_0	21
PDB-LIG	P62508_PF00104_255_441_pocket_0	24
PDB-LIG	P62745_PF00071_7_180_pocket_0	19
PDB-LIG	P62820_PF00071_13_174_pocket_0	20
PDB-LIG	P62826_PF00071_12_170_pocket_0	16
PDB-LIG	P62834_PF00071_5_167_pocket_0	21
PDB-LIG	P62937_PF00160_7_163_pocket_0	16
PDB-LIG	P62942_PF00254_13_105_pocket_0	16
PDB-LIG	P62993_PF00017_60_135_pocket_0	12
PDB-LIG	P63000_PF00071_5_178_pocket_0	19
PDB-LIG	P63092_PF00503_20_383_pocket_0	24
PDB-LIG	P63096_PF00503_13_343_pocket_0	24
PDB-LIG	P63104_PF00244_9_229_pocket_0	10
PDB-LIG	P63104_PF00244_9_229_pocket_1	10
PDB-LIG	P63104_PF00244_9_229_pocket_2	17
PDB-LIG	P63104_PF00244_9_229_pocket_3	14
PDB-LIG	P63104_PF00244_9_229_pocket_4	12
PDB-LIG	P63104_PF00244_9_229_pocket_5	9
PDB-LIG	P63279_PF00179_8_152_pocket_0	14
PDB-LIG	P63316_PF13499_94_158_pocket_0	11
