,strategy,pocket,PocketVec distance
391,AF2-PD,Q9Y4K1_PF00030_1416_1495_fpocket_1,0.1815
392,AF2-PD,P40121_PF00626_146_221_fpocket_1,0.1815
393,AF2-PD,Q9BXW7_PF13344_49_152_fpocket_9,0.1815
394,AF2-PD,Q8IZA0_PF18911_690_782_fpocket_2,0.1815
395,PDB-PD,P54762_PF00536_909_973_fpocket_1,0.1815
396,AF2-PD,Q9Y285_PF01409_209_488_fpocket_4,0.1815
397,AF2-PD,Q86W92_PF00536_645_709_fpocket_7,0.1816
398,PDB-PD,P11362_PF00047_38_116_fpocket_8,0.1816
399,AF2-PD,Q29983_PF00129_24_200_fpocket_10,0.1816
400,PDB-PD,Q9BX66_PF14604_1238_1288_fpocket_2,0.1817
401,PDB-PD,Q9Y6N7_PF07679_170_258_fpocket_3,0.1817
402,AF2-PD,Q9NS68_PF00020_75_114_fpocket_3,0.1817
403,AF2-PD,Q9Y2A4_PF00096_253_275_fpocket_1,0.1818
404,AF2-PD,O75916_PF00631_219_283_fpocket_2,0.1818
405,AF2-PD,P41229_PF02928_707_759_fpocket_3,0.1819
406,AF2-PD,Q9NRR4_PF00035_1261_1332_fpocket_2,0.1819
407,AF2-PD,Q6UWX4_PF03024_44_206_fpocket_4,0.1819
408,PDB-LIG,Q15059_PF00439_42_128_pocket_0,0.1819
409,AF2-PD,Q7L7L0_PF00125_2_91_fpocket_2,0.1819
410,AF2-PD,Q15392_PF01565_71_203_fpocket_1,0.1819
411,AF2-PD,O43405_PF00092_165_344_fpocket_6,0.182
412,AF2-PD,Q9H324_PF00090_551_601_fpocket_2,0.182
413,PDB-PD,O14917_PF00028_357_463_fpocket_1,0.182
414,PDB-PD,O60449_PF00059_1267_1360_fpocket_4,0.182
415,AF2-PD,P25398_PF01248_16_111_fpocket_3,0.182
416,AF2-PD,Q7KZ85_PF14635_935_1038_fpocket_3,0.1821
417,PDB-PD,A6NGN9_PF13927_134_199_fpocket_5,0.1821
418,AF2-PD,P43629_PF00047_227_307_fpocket_2,0.1821
419,AF2-PD,O14709_PF00096_454_476_fpocket_2,0.1821
420,AF2-PD,P30041_PF00578_7_146_fpocket_4,0.1821
421,AF2-PD,Q6JEL2_PF00651_29_136_fpocket_1,0.1822
422,PDB-PD,Q9NUX5_PF02765_11_141_fpocket_1,0.1822
423,AF2-PD,Q96P20_PF05729_220_389_fpocket_7,0.1822
424,AF2-PD,Q9HA92_PF06969_346_414_fpocket_1,0.1822
425,PDB-PD,P05067_PF12924_132_188_fpocket_2,0.1823
426,AF2-PD,P78345_PF01248_99_189_fpocket_6,0.1823
427,AF2-PD,Q9HCS5_PF09380_215_303_fpocket_6,0.1823
428,AF2-PD,Q8N895_PF00096_253_275_fpocket_1,0.1823
429,PDB-PD,P24864_PF02984_244_366_fpocket_2,0.1823
430,PDB-PD,O15498_PF13774_44_122_fpocket_4,0.1824
431,AF2-PD,P04233_PF08831_136_204_fpocket_4,0.1824
432,AF2-PD,Q9UH73_PF16422_17_247_fpocket_8,0.1824
433,AF2-LIG,O14757_PF00069_9_265_pocket_1,0.1824
434,PDB-PD,P01877_PF07654_217_307_fpocket_5,0.1824
435,AF2-PD,Q96DU3_PF07686_25_127_fpocket_3,0.1824
436,PDB-PD,Q16853_PF02727_66_152_fpocket_2,0.1824
437,AF2-PD,P15085_PF00246_128_406_fpocket_13,0.1824
438,AF2-PD,Q8TAC1_PF00355_16_109_fpocket_1,0.1825
439,PDB-PD,Q05BQ5_PF02820_496_564_fpocket_1,0.1825
440,AF2-PD,P05015_PF00143_26_185_fpocket_6,0.1825
441,AF2-PD,Q01543_PF00178_282_361_fpocket_1,0.1825
442,AF2-PD,Q9NPH3_PF18452_55_144_fpocket_4,0.1826
443,AF2-PD,Q14194_PF01979_64_453_fpocket_6,0.1826
444,AF2-PD,O14917_PF00028_593_682_fpocket_3,0.1826
445,AF2-PD,O15519_PF01335_2_77_fpocket_7,0.1826
446,PDB-PD,P12830_PF00028_267_366_fpocket_3,0.1827
447,AF2-PD,Q9UK10_PF00096_372_394_fpocket_1,0.1827
448,AF2-PD,Q9BR01_PF00685_45_277_fpocket_5,0.1827
449,AF2-PD,P24752_PF00108_42_299_fpocket_6,0.1827
450,AF2-PD,P35869_PF00010_35_80_fpocket_3,0.1827
451,AF2-PD,Q96QC0_PF08711_93_144_fpocket_2,0.1827
452,PDB-PD,Q99801_PF00046_125_181_fpocket_3,0.1827
453,PDB-PD,Q9Y5X3_PF00787_55_169_fpocket_12,0.1827
454,AF2-PD,P31321_PF02197_25_62_fpocket_1,0.1827
455,AF2-PD,Q969L4_PF01423_19_84_fpocket_4,0.1828
456,AF2-PD,O95473_PF01284_18_163_fpocket_9,0.1828
457,AF2-PD,P22102_PF02769_606_777_fpocket_11,0.1828
458,AF2-PD,Q9H201_PF01417_17_140_fpocket_6,0.1828
459,AF2-PD,P07766_PF16681_36_127_fpocket_8,0.1828
460,AF2-PD,O14926_PF06268_266_376_fpocket_3,0.1829
461,AF2-PD,Q92752_PF00041_1042_1121_fpocket_2,0.1829
462,AF2-LIG,P23141_PF00135_22_547_pocket_3,0.1829
463,AF2-PD,Q9NX08_PF07258_113_175_fpocket_4,0.1829
464,AF2-PD,O15303_PF00003_579_839_fpocket_10,0.1829
465,AF2-PD,O60315_PF00096_282_304_fpocket_1,0.1829
466,AF2-PD,Q96EP0_PF09409_69_151_fpocket_2,0.1829
467,AF2-PD,P19338_PF00076_488_554_fpocket_6,0.183
468,AF2-PD,Q5DID0_PF07645_507_551_fpocket_1,0.183
469,PDB-PD,P35251_PF08519_915_1068_fpocket_1,0.183
470,PDB-PD,O15350_PF07647_485_549_fpocket_2,0.1831
471,AF2-PD,Q8N4T4_PF00621_26_195_fpocket_1,0.1831
472,AF2-PD,Q16653_PF07686_36_145_fpocket_8,0.1831
473,AF2-PD,Q6GQQ9_PF14555_6_41_fpocket_1,0.1831
474,PDB-PD,Q96DZ5_PF01302_296_360_fpocket_5,0.1831
475,AF2-PD,Q5VYS8_PF19088_194_411_fpocket_2,0.1831
476,AF2-PD,O43745_PF13202_31_54_fpocket_2,0.1831
477,AF2-PD,Q92496_PF00084_458_512_fpocket_2,0.1831
478,AF2-PD,P62310_PF01423_19_97_fpocket_4,0.1831
479,AF2-PD,Q14164_PF00069_9_301_fpocket_23,0.1832
480,AF2-PD,Q9H4I2_PF00046_498_551_fpocket_4,0.1832
481,AF2-PD,Q9H9H4_PF07200_11_156_fpocket_12,0.1832
482,PDB-PD,P38606_PF02874_21_83_fpocket_2,0.1832
483,AF2-PD,P42830_PF00048_47_106_fpocket_1,0.1832
484,PDB-PD,P10074_PF00651_16_119_fpocket_5,0.1832
485,PDB-PD,Q9Y5G1_PF00028_247_338_fpocket_2,0.1833
486,AF2-PD,P35579_PF02736_27_72_fpocket_4,0.1833
487,AF2-PD,Q16670_PF00096_450_473_fpocket_3,0.1833
488,AF2-PD,P09486_PF10591_152_289_fpocket_10,0.1833
489,PDB-PD,P09972_PF00274_15_364_fpocket_1,0.1833
490,AF2-PD,O00299_PF13410_123_211_fpocket_8,0.1833
491,AF2-PD,O94868_PF00018_475_522_fpocket_2,0.1833
492,AF2-PD,Q8NF64_PF02891_596_645_fpocket_2,0.1834
493,PDB-PD,P42768_PF00786_237_296_fpocket_1,0.1834
494,AF2-PD,A0A0J9YVY3_PF07686_24_117_fpocket_5,0.1834
495,AF2-PD,Q9UK08_PF00631_5_70_fpocket_4,0.1834
496,AF2-PD,Q969W8_PF00096_339_361_fpocket_2,0.1834
497,AF2-PD,Q9UHN6_PF15711_1243_1329_fpocket_8,0.1834
498,AF2-PD,O43143_PF04408_539_627_fpocket_7,0.1834
499,AF2-PD,P18146_PF00096_338_362_fpocket_1,0.1834
500,AF2-PD,Q96PN6_PF00211_285_464_fpocket_7,0.1834
501,PDB-PD,O95147_PF00782_34_164_fpocket_1,0.1835
502,AF2-PD,P00480_PF02729_40_181_fpocket_5,0.1835
503,PDB-PD,Q13976_PF00027_239_326_fpocket_3,0.1835
504,PDB-PD,Q9UN37_PF04212_6_72_fpocket_1,0.1835
505,PDB-PD,P11413_PF00479_35_210_fpocket_6,0.1836
506,AF2-PD,Q14774_PF00046_277_333_fpocket_1,0.1836
507,PDB-PD,Q8IU54_PF15177_31_187_fpocket_2,0.1836
508,AF2-PD,P12830_PF00028_267_366_fpocket_6,0.1836
509,AF2-PD,P09466_PF00061_34_175_fpocket_1,0.1836
510,AF2-PD,P98171_PF00018_752_797_fpocket_3,0.1836
511,AF2-PD,P15621_PF00096_469_491_fpocket_1,0.1836
512,PDB-PD,O14920_PF18397_389_663_fpocket_6,0.1836
513,AF2-PD,Q9UPR5_PF03160_512_612_fpocket_1,0.1836
514,AF2-PD,Q68J44_PF00782_62_199_fpocket_1,0.1836
515,AF2-PD,Q96MT3_PF06297_31_115_fpocket_2,0.1837
516,AF2-PD,Q14764_PF01505_219_262_fpocket_3,0.1837
517,AF2-PD,O95881_PF13899_39_120_fpocket_1,0.1837
518,AF2-PD,O94900_PF00505_261_329_fpocket_2,0.1837
519,AF2-PD,P63208_PF01466_113_160_fpocket_2,0.1837
520,AF2-PD,Q6Q8B3_PF08205_142_219_fpocket_3,0.1837
521,AF2-PD,Q9H254_PF00435_1727_1832_fpocket_7,0.1837
522,AF2-PD,Q9BQ04_PF00076_4_66_fpocket_1,0.1837
523,PDB-PD,P54760_PF01404_18_197_fpocket_4,0.1837
524,PDB-PD,O00548_PF01414_179_224_fpocket_1,0.1838
525,AF2-PD,Q14240_PF00270_57_224_fpocket_2,0.1838
526,PDB-PD,Q9P2K3_PF00249_288_332_fpocket_1,0.1838
527,PDB-PD,Q9NPC7_PF00651_14_118_fpocket_3,0.1838
528,PDB-LIG,Q9H492_PF02991_15_120_pocket_0,0.1838
529,PDB-PD,Q9UKA9_PF00076_457_520_fpocket_3,0.1839
530,AF2-PD,Q8NDG6_PF00567_899_1015_fpocket_1,0.1839
531,PDB-PD,Q9NPI6_PF16741_539_581_fpocket_2,0.1839
532,AF2-PD,Q86UV6_PF00643_84_125_fpocket_1,0.1839
533,AF2-PD,P11487_PF00167_44_179_fpocket_1,0.1839
534,AF2-PD,Q9BPX6_PF13202_223_247_fpocket_2,0.1839
535,AF2-PD,A4D1E9_PF01018_16_143_fpocket_3,0.1839
536,AF2-PD,Q5SXM2_PF00249_453_497_fpocket_2,0.1839
537,PDB-PD,Q15477_PF00271_564_708_fpocket_3,0.1839
538,PDB-PD,Q13489_PF00653_258_323_fpocket_6,0.184
539,AF2-PD,Q9BXT8_PF00567_674_795_fpocket_9,0.184
540,PDB-PD,P25686_PF00226_3_66_fpocket_2,0.184
541,AF2-PD,P22001_PF02214_106_197_fpocket_1,0.184
542,AF2-PD,Q9Y6N7_PF07679_170_258_fpocket_2,0.184
543,AF2-PD,Q6ZWE6_PF13901_529_730_fpocket_9,0.1841
544,AF2-PD,Q9UQ74_PF13927_148_221_fpocket_1,0.1841
545,PDB-PD,Q709F0_PF02770_503_606_fpocket_1,0.1841
546,AF2-PD,Q6ZNG0_PF00096_252_274_fpocket_1,0.1841
547,AF2-PD,Q6IQ21_PF00096_55_77_fpocket_1,0.1841
548,AF2-PD,P16562_PF08562_189_243_fpocket_1,0.1841
549,PDB-PD,Q9BXP5_PF12066_153_262_fpocket_2,0.1841
550,AF2-PD,Q15437_PF04810_58_98_fpocket_2,0.1842
551,AF2-PD,Q9H9V4_PF13639_91_134_fpocket_3,0.1842
552,AF2-PD,O00300_PF00020_65_105_fpocket_2,0.1842
553,PDB-PD,Q9UBZ9_PF16727_1167_1248_fpocket_2,0.1842
554,AF2-PD,P17030_PF00096_370_392_fpocket_1,0.1842
555,AF2-PD,Q96S59_PF08513_367_393_fpocket_2,0.1842
556,PDB-PD,O95747_PF12202_434_491_fpocket_2,0.1842
557,AF2-PD,Q92503_PF03765_251_299_fpocket_3,0.1842
558,AF2-PD,Q01082_PF00435_422_526_fpocket_7,0.1842
559,AF2-PD,P49903_PF02769_192_368_fpocket_10,0.1842
560,AF2-PD,Q9HBJ8_PF16959_24_171_fpocket_9,0.1843
561,AF2-PD,Q8WXQ8_PF00246_145_423_fpocket_2,0.1843
562,AF2-PD,Q8NCY6_PF13873_8_86_fpocket_8,0.1843
563,PDB-PD,Q9UKG1_PF16746_7_249_fpocket_6,0.1843
564,AF2-PD,Q8IV38_PF01753_320_357_fpocket_2,0.1843
565,PDB-PD,Q13642_PF00412_40_97_fpocket_2,0.1843
566,AF2-PD,P54132_PF00271_874_984_fpocket_3,0.1844
567,AF2-PD,Q8IY17_PF00027_647_735_fpocket_1,0.1844
568,AF2-PD,Q15544_PF04719_108_193_fpocket_6,0.1844
569,AF2-PD,O43745_PF13202_31_54_fpocket_1,0.1844
570,PDB-PD,Q8WZ42_PF18362_9505_9537_fpocket_1,0.1844
571,AF2-PD,P43626_PF00047_132_213_fpocket_1,0.1845
572,AF2-PD,Q5H9I0_PF08781_195_333_fpocket_10,0.1845
573,PDB-PD,O95843_PF00036_92_120_fpocket_1,0.1845
574,PDB-PD,Q15477_PF00270_312_463_fpocket_6,0.1845
575,AF2-PD,Q9P2Q2_PF11819_356_491_fpocket_1,0.1845
576,PDB-PD,Q9Y265_PF06068_14_369_fpocket_20,0.1845
577,AF2-PD,O76003_PF00085_13_114_fpocket_1,0.1845
578,AF2-PD,Q6ZUT3_PF09380_196_286_fpocket_1,0.1845
579,AF2-PD,Q9NYU1_PF18400_45_226_fpocket_1,0.1845
580,AF2-PD,Q8WUJ0_PF00782_36_173_fpocket_2,0.1845
581,AF2-PD,P0CJ78_PF00096_960_982_fpocket_1,0.1846
582,AF2-PD,Q9HCM2_PF01833_954_1036_fpocket_3,0.1846
583,AF2-LIG,P35557_PF00349_15_215_pocket_0,0.1846
584,AF2-PD,Q6ZTQ3_PF16517_318_357_fpocket_1,0.1846
585,AF2-PD,Q6GPH4_PF18608_248_301_fpocket_1,0.1846
586,AF2-PD,P34059_PF14707_378_509_fpocket_5,0.1846
587,PDB-PD,Q9NXL9_PF17207_114_247_fpocket_1,0.1846
588,PDB-PD,P50607_PF01167_255_501_fpocket_1,0.1847
589,PDB-PD,Q969H4_PF00536_5_68_fpocket_1,0.1847
590,PDB-PD,P19801_PF02727_39_125_fpocket_1,0.1847
591,AF2-PD,Q6DN72_PF13927_206_280_fpocket_4,0.1847
592,AF2-PD,Q9UHF1_PF07546_28_94_fpocket_3,0.1847
593,AF2-PD,Q96MC2_PF14775_660_719_fpocket_2,0.1847
594,PDB-PD,Q15233_PF00076_76_140_fpocket_2,0.1847
595,PDB-LIG,O14965_PF00069_133_383_pocket_2,0.1848
596,AF2-PD,P29122_PF16470_73_149_fpocket_3,0.1848
597,AF2-PD,P07814_PF00587_1108_1287_fpocket_2,0.1848
598,AF2-PD,Q9ULV8_PF02761_149_232_fpocket_3,0.1848
599,AF2-PD,P06126_PF07654_208_285_fpocket_1,0.1848
600,AF2-PD,P18084_PF08725_743_782_fpocket_1,0.1848
601,AF2-PD,P13928_PF00191_181_247_fpocket_4,0.1848
602,PDB-PD,P29692_PF10587_159_186_fpocket_2,0.1848
603,PDB-PD,O15467_PF00048_35_90_fpocket_1,0.1848
604,AF2-PD,A4FU01_PF06602_306_483_fpocket_11,0.1849
605,AF2-PD,P17023_PF00096_217_239_fpocket_1,0.1849
606,PDB-PD,Q96J02_PF00397_480_509_fpocket_2,0.1849
607,PDB-PD,P35555_PF07645_1113_1153_fpocket_1,0.1849
608,AF2-PD,Q13129_PF00096_1172_1195_fpocket_1,0.1849
609,AF2-PD,Q9ULH4_PF00041_420_500_fpocket_1,0.1849
610,AF2-PD,Q8TE56_PF19030_804_861_fpocket_1,0.185
611,AF2-PD,Q6P093_PF07859_107_274_fpocket_2,0.185
612,PDB-PD,Q15046_PF01336_126_206_fpocket_8,0.185
613,AF2-PD,Q9HAE3_PF13499_102_175_fpocket_1,0.185
614,PDB-PD,P43246_PF05192_305_609_fpocket_1,0.185
615,PDB-PD,P43246_PF05190_473_569_fpocket_1,0.185
616,AF2-PD,A6NDP7_PF01284_17_148_fpocket_1,0.1851
617,AF2-PD,P55011_PF00324_290_793_fpocket_15,0.1851
618,PDB-PD,P30711_PF00043_111_201_fpocket_4,0.1851
619,AF2-PD,Q02153_PF07701_206_406_fpocket_1,0.1851
620,AF2-PD,Q5VTT5_PF00041_803_888_fpocket_1,0.1851
621,PDB-PD,P13765_PF00969_39_113_fpocket_2,0.1851
622,PDB-PD,P0DP25_PF13499_83_147_fpocket_4,0.1851
623,PDB-PD,Q9Y285_PF18554_134_166_fpocket_1,0.1851
624,AF2-PD,Q9UGM3_PF00530_1125_1222_fpocket_3,0.1852
625,AF2-PD,Q9UNS1_PF05029_1006_1092_fpocket_4,0.1852
626,AF2-PD,Q9BWV3_PF00383_316_445_fpocket_5,0.1852
627,PDB-PD,O14939_PF13091_626_801_fpocket_1,0.1852
628,AF2-PD,A6NDY0_PF00076_149_218_fpocket_3,0.1853
629,AF2-PD,O60885_PF00439_67_152_fpocket_3,0.1853
630,AF2-PD,Q9ULH1_PF14604_1074_1125_fpocket_5,0.1853
631,PDB-LIG,P20591_PF00350_73_249_pocket_0,0.1853
632,AF2-PD,Q8TDM6_PF00625_1771_1907_fpocket_10,0.1853
633,AF2-PD,Q569K4_PF12874_34_58_fpocket_1,0.1853
634,PDB-PD,Q9NX74_PF00035_370_433_fpocket_3,0.1853
635,AF2-PD,Q7L1T6_PF04969_168_246_fpocket_4,0.1854
636,PDB-PD,P07358_PF01823_272_496_fpocket_1,0.1854
637,AF2-PD,Q96F24_PF17169_4_86_fpocket_2,0.1854
638,AF2-PD,Q6UVK1_PF16184_1001_1110_fpocket_2,0.1854
639,PDB-PD,P00533_PF14843_505_637_fpocket_1,0.1854
640,AF2-PD,A0A087WT02_PF07686_25_112_fpocket_5,0.1854
641,AF2-PD,P12109_PF00092_615_784_fpocket_1,0.1854
642,AF2-PD,O75051_PF17960_565_654_fpocket_1,0.1854
643,AF2-PD,P11277_PF00435_528_635_fpocket_2,0.1854
644,PDB-PD,P12318_PF13895_123_205_fpocket_3,0.1854
645,AF2-PD,P23468_PF13927_235_306_fpocket_2,0.1854
646,AF2-PD,P41279_PF00069_139_388_fpocket_10,0.1855
647,AF2-PD,P78424_PF00157_544_586_fpocket_3,0.1855
648,AF2-PD,Q14832_PF00003_570_822_fpocket_5,0.1855
649,AF2-PD,Q86WB0_PF07967_72_201_fpocket_2,0.1855
650,PDB-PD,Q7Z6E9_PF04564_253_327_fpocket_2,0.1855
651,AF2-PD,Q92945_PF00013_324_388_fpocket_1,0.1855
652,AF2-PD,Q53H76_PF00151_15_336_fpocket_19,0.1855
653,AF2-PD,Q9Y388_PF00076_38_108_fpocket_1,0.1855
654,AF2-PD,A0AV96_PF00076_73_141_fpocket_1,0.1855
655,AF2-PD,Q00887_PF13895_334_413_fpocket_2,0.1855
656,AF2-PD,A0A0B4J273_PF07686_26_112_fpocket_5,0.1856
657,AF2-PD,Q96SC8_PF03474_314_350_fpocket_3,0.1856
658,AF2-PD,Q9BSK1_PF13465_312_337_fpocket_1,0.1856
659,AF2-PD,Q9C0I4_PF19028_602_660_fpocket_1,0.1856
660,AF2-PD,O14983_PF00690_4_72_fpocket_3,0.1856
661,AF2-PD,O14978_PF02023_37_126_fpocket_2,0.1856
662,AF2-PD,Q9H1M4_PF13841_23_54_fpocket_2,0.1856
663,AF2-PD,Q09472_PF00439_1058_1144_fpocket_2,0.1856
664,AF2-PD,Q96NY8_PF07686_35_146_fpocket_2,0.1856
665,AF2-PD,O75094_PF00008_1371_1401_fpocket_2,0.1856
666,PDB-PD,O60729_PF14671_51_189_fpocket_5,0.1856
667,AF2-PD,O75923_PF08150_786_859_fpocket_2,0.1856
668,PDB-LIG,Q8TDX7_PF00069_34_292_pocket_0,0.1856
669,AF2-PD,Q9NXZ2_PF00270_266_437_fpocket_11,0.1857
670,AF2-PD,P49756_PF00076_89_158_fpocket_1,0.1857
671,AF2-PD,Q8TD84_PF00041_888_974_fpocket_4,0.1857
672,AF2-PD,P0DP24_PF13499_83_147_fpocket_2,0.1857
673,AF2-PD,Q96QZ7_PF00595_472_552_fpocket_2,0.1857
674,AF2-PD,P15172_PF00010_110_161_fpocket_5,0.1857
675,AF2-PD,P01871_PF07654_9_95_fpocket_1,0.1858
676,PDB-PD,P46063_PF16124_420_479_fpocket_3,0.1858
677,AF2-PD,P57796_PF13499_209_273_fpocket_1,0.1858
678,PDB-PD,Q9H694_PF00536_874_934_fpocket_1,0.1858
679,PDB-PD,Q92823_PF00041_648_733_fpocket_5,0.1858
680,AF2-PD,P09603_PF05337_41_180_fpocket_1,0.1858
681,AF2-PD,Q9NZT1_PF13499_80_144_fpocket_1,0.1858
682,PDB-PD,Q9ULZ3_PF02758_7_83_fpocket_4,0.1858
683,PDB-PD,Q93077_PF00125_2_91_fpocket_2,0.1858
684,AF2-PD,Q504Y3_PF07496_29_77_fpocket_4,0.1858
685,AF2-PD,Q5F1R6_PF00226_3_66_fpocket_2,0.1858
686,AF2-PD,P08133_PF00191_179_245_fpocket_2,0.1859
687,AF2-PD,Q96S21_PF07525_188_223_fpocket_1,0.1859
688,PDB-PD,P35555_PF07645_1487_1534_fpocket_1,0.1859
689,AF2-PD,Q16594_PF02291_9_130_fpocket_5,0.1859
690,PDB-PD,O14618_PF00403_15_72_fpocket_2,0.1859
691,PDB-PD,O75592_PF13639_4426_4479_fpocket_1,0.1859
692,PDB-PD,P22681_PF02761_179_262_fpocket_2,0.1859
693,AF2-PD,P36897_PF01064_34_110_fpocket_1,0.1859
694,AF2-LIG,O15247_PF13410_74_218_pocket_0,0.1859
695,AF2-PD,P62166_PF13499_98_174_fpocket_1,0.1859
696,PDB-PD,P11926_PF02784_45_281_fpocket_6,0.1859
697,PDB-PD,Q92743_PF07648_108_155_fpocket_2,0.1859
698,AF2-PD,P0C0S8_PF00125_2_91_fpocket_3,0.186
699,PDB-PD,Q9H147_PF18192_65_132_fpocket_2,0.186
700,AF2-PD,P12429_PF00191_177_243_fpocket_4,0.186
701,AF2-PD,Q8TEB7_PF13639_275_318_fpocket_1,0.186
702,AF2-PD,Q96MC2_PF14775_660_719_fpocket_1,0.186
703,AF2-PD,Q5PRF9_PF00536_297_357_fpocket_3,0.186
704,AF2-PD,O75452_PF00106_30_219_fpocket_1,0.1861
705,AF2-PD,Q16827_PF00041_434_521_fpocket_4,0.1861
706,AF2-PD,Q92698_PF00271_496_611_fpocket_4,0.1861
707,PDB-PD,P48551_PF09294_132_231_fpocket_1,0.1861
708,AF2-PD,O60341_PF01593_288_826_fpocket_29,0.1862
709,AF2-PD,Q9P2F6_PF00620_377_522_fpocket_4,0.1862
710,PDB-PD,O43353_PF07714_18_290_fpocket_17,0.1862
711,AF2-PD,Q9UN71_PF08266_32_112_fpocket_4,0.1862
712,AF2-PD,P46459_PF02933_111_185_fpocket_4,0.1862
713,AF2-PD,P63218_PF00631_4_68_fpocket_3,0.1862
714,PDB-PD,P08582_PF00405_366_706_fpocket_7,0.1862
715,AF2-PD,P17252_PF00130_102_154_fpocket_2,0.1862
716,PDB-PD,Q8IVS2_PF00698_64_346_fpocket_6,0.1863
717,AF2-PD,Q9UBI1_PF07258_121_185_fpocket_3,0.1863
718,AF2-PD,A0AVI2_PF08150_692_765_fpocket_5,0.1863
719,PDB-PD,P43235_PF08246_26_86_fpocket_3,0.1863
720,AF2-PD,P04181_PF00202_50_436_fpocket_2,0.1863
721,AF2-PD,A0A0B4J1Y9_PF07686_26_119_fpocket_4,0.1863
722,PDB-LIG,P49137_PF00069_64_325_pocket_1,0.1863
723,AF2-PD,Q96AX9_PF00569_143_186_fpocket_2,0.1863
724,AF2-PD,P01903_PF00993_29_108_fpocket_1,0.1863
725,AF2-PD,Q9UI42_PF00246_129_408_fpocket_4,0.1863
726,AF2-PD,P01876_PF07654_8_92_fpocket_2,0.1863
727,PDB-PD,Q9H251_PF00028_2407_2500_fpocket_2,0.1863
728,PDB-PD,Q6MZP7_PF03638_596_633_fpocket_2,0.1864
729,AF2-PD,Q96HY7_PF02779_567_773_fpocket_10,0.1864
730,PDB-PD,P02760_PF00014_286_338_fpocket_2,0.1864
731,PDB-PD,Q15303_PF14843_502_634_fpocket_6,0.1864
732,PDB-PD,O15016_PF00628_972_1017_fpocket_1,0.1864
733,AF2-PD,A0AVT1_PF09358_955_1043_fpocket_3,0.1864
734,AF2-PD,Q9Y4L5_PF13639_226_269_fpocket_3,0.1864
735,AF2-PD,Q9HCQ5_PF00652_464_592_fpocket_4,0.1864
736,AF2-PD,Q2VPA4_PF00084_35_91_fpocket_4,0.1864
737,AF2-LIG,P51532_PF00439_1462_1551_pocket_0,0.1864
738,AF2-PD,P30530_PF00041_226_321_fpocket_1,0.1864
739,AF2-PD,Q8WX94_PF17776_468_586_fpocket_9,0.1864
740,PDB-PD,P15882_PF00130_206_258_fpocket_1,0.1865
741,AF2-PD,P09651_PF00076_16_85_fpocket_2,0.1865
742,AF2-PD,Q14677_PF01417_21_145_fpocket_4,0.1865
743,AF2-PD,P12109_PF00092_829_1019_fpocket_2,0.1865
744,PDB-PD,Q99460_PF18004_786_925_fpocket_1,0.1865
745,AF2-PD,Q5JSP0_PF00169_371_469_fpocket_1,0.1866
746,PDB-LIG,Q9UBK8_PF00175_542_662_pocket_0,0.1866
747,AF2-PD,Q15027_PF16746_5_240_fpocket_7,0.1866
748,AF2-PD,Q9HC16_PF05240_303_379_fpocket_1,0.1866
749,AF2-PD,Q9NRJ5_PF04926_366_434_fpocket_1,0.1866
750,AF2-PD,Q1W4C9_PF00050_46_93_fpocket_2,0.1866
751,AF2-PD,Q6UVY6_PF03351_33_148_fpocket_7,0.1866
752,AF2-PD,Q9Y297_PF12125_139_177_fpocket_1,0.1866
753,AF2-PD,Q7Z5H3_PF00620_173_321_fpocket_2,0.1866
754,AF2-PD,Q9UKT4_PF00646_242_292_fpocket_2,0.1866
755,PDB-LIG,P04637_PF00870_99_289_pocket_2,0.1867
756,AF2-PD,O95407_PF00020_73_113_fpocket_2,0.1867
757,AF2-PD,Q8NFJ8_PF00010_243_297_fpocket_2,0.1867
758,AF2-PD,P20671_PF00125_2_91_fpocket_3,0.1867
759,AF2-PD,Q9Y5I1_PF00028_139_233_fpocket_1,0.1867
760,AF2-PD,P11464_PF07686_38_144_fpocket_2,0.1867
761,AF2-PD,Q9H0W9_PF08925_20_303_fpocket_1,0.1867
762,AF2-PD,Q86TW2_PF03109_124_372_fpocket_13,0.1867
763,AF2-PD,Q7Z5J4_PF13771_1825_1903_fpocket_3,0.1867
764,AF2-PD,P08579_PF00076_153_219_fpocket_3,0.1867
765,AF2-PD,Q9H3Z4_PF00226_15_77_fpocket_2,0.1867
766,AF2-PD,Q99814_PF00989_85_183_fpocket_9,0.1867
767,AF2-PD,A1X283_PF00787_31_125_fpocket_4,0.1867
768,AF2-PD,P09228_PF00031_32_127_fpocket_2,0.1868
769,AF2-PD,P01031_PF01835_125_219_fpocket_3,0.1868
770,AF2-PD,Q86Y79_PF01195_32_210_fpocket_1,0.1868
771,AF2-PD,P42685_PF00017_116_193_fpocket_1,0.1868
772,AF2-PD,Q30KQ8_PF13841_53_83_fpocket_1,0.1868
773,AF2-PD,Q9UGM3_PF00530_1254_1351_fpocket_3,0.1868
774,PDB-PD,Q8NB16_PF07714_209_466_fpocket_3,0.1868
775,AF2-PD,Q6ZNG2_PF00046_188_243_fpocket_1,0.1868
776,AF2-PD,Q9NPP4_PF17889_465_579_fpocket_8,0.1868
777,PDB-PD,O75469_PF00104_238_415_fpocket_1,0.1869
778,PDB-PD,Q9H4W6_PF01833_263_345_fpocket_2,0.1869
