	domain	reference	fpocket	drug score	prank rescore	buriedness
347	O14641_PF00610_436_505	5SUZ_A	fpocket2	0.615	4.8441	12
348	O14641_PF00610_436_505	5SUZ_A	fpocket3	0.109	4.5992	15
349	O14646_PF00385_273_355	5AFW_A	fpocket3	0.276	8.8091	11
350	O14646_PF00385_273_355	5AFW_A	fpocket1	0.097	2.8092	11
351	O14646_PF00385_389_443	5AFW_A	fpocket1	0.005	2.9358	9
352	O14646_PF00385_389_443	5AFW_A	fpocket3	0.395	1.9918	11
353	O14646_PF13907_1404_1499	2N39_A	fpocket3	0.001	8.5044	15
354	O14646_PF13907_1404_1499	2N39_A	fpocket6	0.024	6.344	13
355	O14646_PF18375_1124_1210	4B4C_A	fpocket3	0.022	2.3212	14
356	O14646_PF18375_1124_1210	4B4C_A	fpocket1	0.02	2.135	14
357	O14672_PF00200_466_546	6BE6_A	fpocket3	0.0	2.5351	16
358	O14672_PF00200_466_546	6BE6_A	fpocket5	0.002	1.3136	7
359	O14672_PF13574_239_446	6BE6_A	fpocket10	0.002	33.3362	17
360	O14672_PF13574_239_446	6BE6_A	fpocket13	0.021	17.7741	21
361	O14678_PF00005_404_552	6JBJ_A	fpocket12	0.261	25.7824	18
362	O14678_PF00005_404_552	6JBJ_A	fpocket6	0.0	10.6491	14
363	O14717_PF00145_4_391	1G55_A	fpocket1	0.134	16.9662	21
364	O14717_PF00145_4_391	1G55_A	fpocket3	0.108	4.5187	13
365	O14727_PF00619_6_90	1CY5_A	fpocket1	0.213	3.7855	18
366	O14727_PF00619_6_90	1CY5_A	fpocket3	0.008	3.5707	13
367	O14727_PF00931_129_374	1Z6T_A	fpocket1	0.925	23.2659	17
368	O14727_PF00931_129_374	1Z6T_A	fpocket2	0.061	8.2472	16
369	O14727_PF17908_453_587	1Z6T_A	fpocket9	0.018	6.0518	14
370	O14727_PF17908_453_587	1Z6T_A	fpocket6	0.002	4.1351	14
371	O14733_PF00069_120_380	5Y90_A	fpocket24	0.002	46.8239	21
372	O14733_PF00069_120_380	5Y90_A	fpocket5	0.572	9.9099	14
373	O14744_PF05185_295_464	6V0P_A	fpocket1	0.277	25.7139	23
374	O14744_PF05185_295_464	6V0P_A	fpocket14	0.004	9.6239	11
375	O14744_PF17285_37_290	6V0P_A	fpocket3	0.088	13.513	12
376	O14744_PF17285_37_290	6V0P_A	fpocket24	0.572	7.5388	17
377	O14744_PF17286_467_635	6V0P_A	fpocket1	0.333	11.9293	14
378	O14744_PF17286_467_635	6V0P_A	fpocket3	0.202	9.7767	20
379	O14745_PF00595_154_231	4Q3H_A	fpocket2	0.15	6.3589	14
380	O14745_PF00595_154_231	4Q3H_A	fpocket1	0.014	3.6009	13
381	O14745_PF00595_16_91	4N6X_A	fpocket6	0.027	4.5187	16
382	O14745_PF00595_16_91	4N6X_A	fpocket2	0.395	4.332	19
383	O14745_PF09007_235_358	2KRG_A	fpocket6	0.254	8.8534	11
384	O14745_PF09007_235_358	2KRG_A	fpocket9	0.0	6.4831	14
385	O14746_PF00078_802_915	7QXA_A	fpocket8	0.308	9.3777	15
386	O14746_PF00078_802_915	7QXA_A	fpocket2	0.003	4.8027	14
387	O14746_PF12009_460_592	7QXA_A	fpocket4	0.002	5.9943	11
388	O14746_PF12009_460_592	7QXA_A	fpocket1	0.061	4.6744	12
389	O14757_PF00069_9_265	2YEX_A	fpocket3	0.639	20.0645	21
390	O14757_PF00069_9_265	2YEX_A	fpocket14	0.471	7.6155	15
391	O14763_PF00020_139_178	4I9X_C	fpocket1	0.143	0.3205	11
392	O14773_PF00082_257_495	3EDY_A	fpocket10	0.9	18.1943	20
393	O14773_PF00082_257_495	3EDY_A	fpocket4	0.513	13.0203	18
394	O14773_PF09286_33_176	3EDY_A	fpocket2	0.072	3.3145	16
395	O14773_PF09286_33_176	3EDY_A	fpocket4	0.34	2.4391	21
396	O14776_PF00397_432_460	2MWD_A	fpocket1	0.006	0.6335	8
397	O14782_PF00225_16_265	3B6V_A	fpocket1	0.792	16.7705	16
398	O14782_PF00225_16_265	3B6V_A	fpocket3	0.003	12.5011	25
399	O14786_PF00431_147_262	2QQM_A	fpocket1	0.686	6.5321	15
400	O14786_PF00431_147_262	2QQM_A	fpocket4	0.0	2.2124	11
401	O14786_PF00629_650_810	5L73_A	fpocket2	0.029	20.602	13
402	O14786_PF00629_650_810	5L73_A	fpocket6	0.007	9.5283	16
403	O14786_PF00754_290_421	6FMC_A	fpocket2	0.319	10.0847	18
404	O14786_PF00754_290_421	6FMC_A	fpocket1	0.018	4.9194	17
405	O14786_PF00754_446_580	2QQI_A	fpocket2	0.589	25.9823	21
406	O14786_PF00754_446_580	2QQI_A	fpocket4	0.037	15.8426	14
407	O14788_PF00229_185_313	3URF_A	fpocket12	0.678	19.1046	19
408	O14788_PF00229_185_313	3URF_A	fpocket5	0.003	3.2879	11
409	O14792_PF00685_54_298	1ZRH_A	fpocket1	0.957	52.3236	24
410	O14792_PF00685_54_298	1ZRH_A	fpocket16	0.001	12.2175	14
411	O14793_PF00019_280_374	5F3B_C	fpocket1	0.003	6.2713	16
412	O14793_PF00019_280_374	5F3B_C	fpocket2	0.474	4.4859	15
413	O14796_PF00017_5_86	5KAZ_A	fpocket2	0.271	7.8782	19
414	O14796_PF00017_5_86	5KAZ_A	fpocket1	0.0	5.4724	15
415	O14802_PF00623_358_525	7AE1_A	fpocket9	0.0	4.89	14
416	O14802_PF00623_358_525	7AE1_A	fpocket5	0.001	3.4191	15
417	O14802_PF04983_528_703	7AE1_A	fpocket11	0.025	2.3411	19
418	O14802_PF04983_528_703	7AE1_A	fpocket3	0.019	2.3363	18
419	O14802_PF04997_12_356	7AE1_A	fpocket2	0.864	24.1904	15
420	O14802_PF04997_12_356	7AE1_A	fpocket18	0.032	14.8393	17
421	O14802_PF04998_841_1316	7AE1_A	fpocket1	0.085	23.0085	19
422	O14802_PF04998_841_1316	7AE1_A	fpocket14	0.001	9.4068	15
423	O14802_PF05000_728_834	7AE1_A	fpocket1	0.0	4.6659	17
424	O14802_PF05000_728_834	7AE1_A	fpocket6	0.033	2.898	13
425	O14818_PF00227_26_211	5LE5_C	fpocket10	0.003	9.9815	16
426	O14818_PF00227_26_211	5LE5_C	fpocket11	0.007	5.9995	14
427	O14832_PF05721_61_277	2A1X_A	fpocket8	0.705	100.9285	23
428	O14832_PF05721_61_277	2A1X_A	fpocket1	0.001	5.8176	15
429	O14836_PF09305_69_107	1XU1_T	fpocket1	0.334	0.803	15
430	O14862_PF02758_8_79	4O7Q_A	fpocket2	0.427	2.8266	19
431	O14862_PF02758_8_79	4O7Q_A	fpocket4	0.088	2.6313	11
432	O14867_PF00651_24_129	2IHC_A	fpocket1	0.34	4.2316	26
433	O14867_PF00651_24_129	2IHC_A	fpocket2	0.042	3.7565	14
434	O14907_PF00595_17_110	3SFJ_A	fpocket1	0.349	6.336	16
435	O14907_PF00595_17_110	3SFJ_A	fpocket2	0.026	5.7482	20
436	O14917_PF00028_137_234	6VFT_A	fpocket3	0.003	3.2558	14
437	O14917_PF00028_137_234	6VFT_A	fpocket1	0.021	2.4011	21
438	O14917_PF00028_248_342	6VFT_A	fpocket1	0.257	3.4818	21
439	O14917_PF00028_248_342	6VFT_A	fpocket3	0.001	1.9059	22
440	O14917_PF00028_357_463	6VFT_A	fpocket1	0.606	5.1631	18
441	O14917_PF00028_357_463	6VFT_A	fpocket2	0.017	4.6098	21
442	O14917_PF08266_20_112	6VFT_A	fpocket1	0.088	14.0585	17
443	O14917_PF08266_20_112	6VFT_A	fpocket5	0.0	4.9461	10
444	O14920_PF00069_15_297	4KIK_B	fpocket15	0.401	22.3608	19
445	O14920_PF00069_15_297	4KIK_B	fpocket16	0.001	14.1365	17
446	O14920_PF12179_706_742	3BRV_A	fpocket1	0.013	1.8643	9
447	O14920_PF12179_706_742	3BRV_A	fpocket2	0.243	1.119	10
448	O14920_PF18397_389_663	4KIK_B	fpocket2	0.22	7.4571	10
449	O14920_PF18397_389_663	4KIK_B	fpocket6	0.003	4.8792	14
450	O14924_PF00595_22_96	2KV8_A	fpocket2	0.168	2.3052	18
451	O14924_PF00595_22_96	2KV8_A	fpocket1	0.049	1.2164	16
452	O14924_PF00615_715_831	2EBZ_A	fpocket6	0.345	6.9351	16
453	O14924_PF00615_715_831	2EBZ_A	fpocket3	0.008	2.3419	14
454	O14929_PF10394_25_187	6VO5_A	fpocket6	0.022	4.2162	18
455	O14929_PF10394_25_187	6VO5_A	fpocket5	0.001	2.2663	13
456	O14931_PF07686_22_128	3NOI_A	fpocket1	0.111	4.6425	18
457	O14931_PF07686_22_128	3NOI_A	fpocket5	0.003	3.0412	12
458	O14933_PF00179_6_144	1WZV_A	fpocket1	0.528	9.8718	17
459	O14933_PF00179_6_144	1WZV_A	fpocket2	0.323	2.9605	17
460	O14936_PF00069_12_276	3C0I_A	fpocket4	0.956	59.7203	20
461	O14936_PF00069_12_276	3C0I_A	fpocket15	0.002	17.4679	19
462	O14936_PF00595_490_568	6NH9_C	fpocket1	0.197	3.9887	14
463	O14936_PF00595_490_568	6NH9_C	fpocket2	0.168	2.3988	16
464	O14936_PF00625_738_912	1KGD_A	fpocket9	0.0	6.814	15
465	O14936_PF00625_738_912	1KGD_A	fpocket5	0.003	6.076	13
466	O14936_PF02828_406_457	1ZL8_B	fpocket1	0.371	3.1095	15
467	O14936_PF02828_406_457	1ZL8_B	fpocket5	0.009	2.14	13
468	O14939_PF13091_626_801	6OHM_A	fpocket2	0.32	7.0088	12
469	O14939_PF13091_626_801	6OHM_A	fpocket1	0.326	4.0346	22
470	O14957_PF08997_1_55	5XTE_G	fpocket4	0.876	4.9995	13
471	O14957_PF08997_1_55	5XTE_G	fpocket3	0.105	2.2838	9
472	O14964_PF00790_3_139	3ZYQ_A	fpocket1	0.296	5.2648	18
473	O14964_PF00790_3_139	3ZYQ_A	fpocket4	0.029	2.9165	16
474	O14964_PF01363_158_221	3ZYQ_A	fpocket2	0.404	4.5996	12
475	O14964_PF01363_158_221	3ZYQ_A	fpocket1	0.0	3.777	16
476	O14964_PF12210_407_501	3F1I_H	fpocket3	0.0	2.4091	13
477	O14964_PF12210_407_501	3F1I_H	fpocket1	0.542	2.3709	14
478	O14965_PF00069_133_383	5L8L_A	fpocket5	0.006	11.3077	22
479	O14965_PF00069_133_383	5L8L_A	fpocket22	0.036	11.1536	16
480	O14966_PF00071_9_175	6HH2_A	fpocket1	0.037	15.6768	18
481	O14966_PF00071_9_175	6HH2_A	fpocket12	0.0	13.1432	18
482	O14976_PF00069_40_313	5Y80_A	fpocket15	0.05	29.8069	19
483	O14976_PF00069_40_313	5Y80_A	fpocket1	0.187	28.1063	21
484	O14977_PF00278_27_385	4ZGZ_A	fpocket25	0.006	22.5835	21
485	O14977_PF00278_27_385	4ZGZ_A	fpocket1	0.869	22.3245	28
486	O14977_PF02784_45_278	4ZGZ_A	fpocket1	0.869	22.3245	28
487	O14977_PF02784_45_278	4ZGZ_A	fpocket10	0.021	15.8991	17
488	O14994_PF02078_88_191	2P0A_A	fpocket1	0.749	2.4938	18
489	O14994_PF02078_88_191	2P0A_A	fpocket2	0.022	1.7711	21
490	O14994_PF02750_193_395	2P0A_A	fpocket9	0.991	65.5268	23
491	O14994_PF02750_193_395	2P0A_A	fpocket2	0.0	4.7957	11
492	O15016_PF00439_1050_1134	6IEU_A	fpocket4	0.056	11.0473	20
493	O15016_PF00439_1050_1134	6IEU_A	fpocket8	0.057	5.1767	13
494	O15016_PF00628_972_1017	6IEU_A	fpocket1	0.349	1.1837	14
495	O15020_PF00307_176_282	1WYQ_A	fpocket8	0.0	3.7226	11
496	O15020_PF00307_176_282	1WYQ_A	fpocket2	0.0	3.6685	17
497	O15020_PF00307_57_162	6ANU_f	fpocket2	0.002	5.6491	13
498	O15020_PF00307_57_162	6ANU_f	fpocket1	0.321	2.3623	18
499	O15020_PF15410_2220_2328	1WJM_A	fpocket1	0.566	2.6376	17
500	O15020_PF15410_2220_2328	1WJM_A	fpocket4	0.0	2.5831	16
501	O15021_PF17820_1173_1225	2W7R_A	fpocket2	0.007	4.5114	17
502	O15021_PF17820_1173_1225	2W7R_A	fpocket1	0.261	4.3598	17
503	O15033_PF00632_512_823	6JX5_C	fpocket2	0.137	5.9149	11
504	O15033_PF00632_512_823	6JX5_C	fpocket11	0.001	5.7743	15
505	O15034_PF07653_852_914	2CSQ_A	fpocket1	0.659	0.8671	14
506	O15034_PF07653_852_914	2CSQ_A	fpocket3	0.002	0.8176	12
507	O15034_PF14604_174_230	1WIE_A	fpocket1	0.216	1.0869	18
508	O15034_PF14604_959_1015	2CSI_A	fpocket2	0.056	4.7663	16
509	O15034_PF14604_959_1015	2CSI_A	fpocket3	0.001	3.6147	12
510	O15047_PF00076_99_166	3S8S_A	fpocket2	0.384	4.4773	20
511	O15047_PF00076_99_166	3S8S_A	fpocket3	0.002	3.0867	7
512	O15054_PF02373_1377_1485	2XXZ_A	fpocket2	0.012	29.1699	19
513	O15054_PF02373_1377_1485	2XXZ_A	fpocket4	0.003	11.6426	20
514	O15066_PF00225_15_340	3B6U_B	fpocket10	0.0	19.3653	19
515	O15066_PF00225_15_340	3B6U_B	fpocket21	0.001	16.3785	22
516	O15075_PF00069_390_647	5JZJ_A	fpocket1	0.896	26.5669	24
517	O15075_PF00069_390_647	5JZJ_A	fpocket17	0.098	8.8558	18
518	O15085_PF00595_47_120	5TYT_A	fpocket1	0.816	6.9614	17
519	O15085_PF00595_47_120	5TYT_A	fpocket2	0.004	3.322	14
520	O15085_PF00621_738_921	5JHH_A	fpocket7	0.002	5.1244	15
521	O15085_PF00621_738_921	5JHH_A	fpocket1	0.228	2.5602	13
522	O15085_PF09128_307_486	1HTJ_F	fpocket3	0.032	3.9528	17
523	O15085_PF09128_307_486	1HTJ_F	fpocket1	0.0	3.628	14
524	O15085_PF17838_950_1079	5JHH_A	fpocket2	0.897	9.2953	21
525	O15085_PF17838_950_1079	5JHH_A	fpocket4	0.036	2.4175	13
526	O15091_PF16953_342_578	7ONU_E	fpocket16	0.902	13.1547	16
527	O15091_PF16953_342_578	7ONU_E	fpocket1	0.001	8.0674	16
528	O15111_PF00069_15_298	5EBZ_K	fpocket9	0.877	24.2235	24
529	O15111_PF00069_15_298	5EBZ_K	fpocket5	0.002	16.1464	17
530	O15111_PF18397_386_659	5EBZ_K	fpocket1	0.892	14.0189	21
531	O15111_PF18397_386_659	5EBZ_K	fpocket5	0.009	6.1682	16
532	O15117_PF07653_515_570	2GTJ_A	fpocket1	0.0	2.4785	16
533	O15117_PF07653_515_570	2GTJ_A	fpocket2	0.556	1.5083	18
534	O15118_PF16414_22_267	6W5S_A	fpocket1	0.589	32.7197	22
535	O15118_PF16414_22_267	6W5S_A	fpocket12	0.001	9.6834	19
536	O15119_PF00907_105_305	1H6F_A	fpocket3	0.032	9.0901	11
537	O15119_PF00907_105_305	1H6F_A	fpocket2	0.413	8.603	15
538	O15123_PF00147_280_494	4JZC_A	fpocket1	0.113	14.5339	19
539	O15123_PF00147_280_494	4JZC_A	fpocket9	0.055	9.0065	17
540	O15151_PF00641_300_329	2CR8_A	fpocket1	0.5	5.2016	10
541	O15151_PF00641_300_329	2CR8_A	fpocket2	0.0	0.6293	11
542	O15151_PF02201_25_95	6Q9Y_A	fpocket2	0.189	3.4927	14
543	O15151_PF02201_25_95	6Q9Y_A	fpocket1	0.018	1.4727	13
544	O15151_PF13920_434_484	5MNJ_D	fpocket1	0.0	0.7339	11
545	O15151_PF13920_434_484	5MNJ_D	fpocket2	0.0	0.3028	13
546	O15160_PF01000_92_226	7OB9_C	fpocket1	0.447	10.9993	20
547	O15160_PF01000_92_226	7OB9_C	fpocket4	0.0	4.2055	14
548	O15160_PF01193_62_333	7OB9_C	fpocket9	0.0	4.2055	14
549	O15160_PF01193_62_333	7OB9_C	fpocket5	0.0	4.1472	18
550	O15164_PF00439_908_992	4YBM_A	fpocket2	0.39	11.736	20
551	O15164_PF00439_908_992	4YBM_A	fpocket1	0.479	7.3847	21
552	O15164_PF00628_828_873	4YBM_A	fpocket1	0.412	2.5798	15
553	O15164_PF00628_828_873	4YBM_A	fpocket3	0.0	2.0325	15
554	O15169_PF00615_88_210	1DK8_A	fpocket4	0.032	2.9087	17
555	O15169_PF00615_88_210	1DK8_A	fpocket1	0.118	2.5309	13
556	O15178_PF00907_44_219	5QRM_A	fpocket1	0.001	5.5989	15
557	O15178_PF00907_44_219	5QRM_A	fpocket8	0.0	4.2844	16
558	O15197_PF00041_371_471	7K7J_A	fpocket3	0.002	7.8603	11
559	O15197_PF00041_371_471	7K7J_A	fpocket1	0.0	5.5806	19
560	O15197_PF01404_34_232	7K7J_A	fpocket4	0.278	6.84	18
561	O15197_PF01404_34_232	7K7J_A	fpocket1	0.0	5.8969	15
562	O15198_PF03165_34_135	6FZT_A	fpocket4	0.085	7.7701	14
563	O15198_PF03165_34_135	6FZT_A	fpocket5	0.0	5.0817	15
564	O15205_PF00240_10_81	6GF1_A	fpocket2	0.0	1.0519	13
565	O15205_PF00240_10_81	6GF1_A	fpocket1	0.119	0.8672	19
566	O15205_PF00240_91_161	6GF2_A	fpocket1	0.779	10.6787	22
567	O15205_PF00240_91_161	6GF2_A	fpocket4	0.0	4.6449	14
568	O15217_PF02798_5_77	3IK7_A	fpocket1	0.002	4.7001	14
569	O15217_PF02798_5_77	3IK7_A	fpocket5	0.101	2.4142	14
570	O15217_PF14497_101_201	3IK7_A	fpocket1	0.324	3.0198	17
571	O15217_PF14497_101_201	3IK7_A	fpocket10	0.015	1.8267	13
572	O15230_PF00054_2777_2911	5XAU_A	fpocket4	0.017	23.2482	20
573	O15230_PF00054_2777_2911	5XAU_A	fpocket5	0.0	6.3487	14
574	O15230_PF02210_2970_3099	5XAU_A	fpocket6	0.114	15.6298	19
575	O15230_PF02210_2970_3099	5XAU_A	fpocket4	0.001	4.7189	14
576	O15247_PF13409_29_93	2R5G_A	fpocket2	0.021	17.3193	17
577	O15247_PF13409_29_93	2R5G_A	fpocket1	0.004	2.2393	12
578	O15247_PF13410_74_218	2R4V_A	fpocket1	0.958	4.8742	15
579	O15247_PF13410_74_218	2R4V_A	fpocket9	0.002	2.2337	14
580	O15259_PF00018_158_204	1S1N_A	fpocket1	0.011	5.1866	13
581	O15259_PF00018_158_204	1S1N_A	fpocket2	0.322	3.3597	18
582	O15263_PF00711_27_62	1FD3_D	fpocket1	0.0	1.9119	14
583	O15264_PF00069_25_308	4YNO_A	fpocket1	0.851	17.915	19
584	O15264_PF00069_25_308	4YNO_A	fpocket15	0.059	5.3659	16
585	O15265_PF08313_327_395	2KKR_A	fpocket3	0.001	4.9175	17
586	O15265_PF08313_327_395	2KKR_A	fpocket2	0.004	2.5198	13
587	O15269_PF00155_98_464	7K0K_A	fpocket1	0.054	15.8126	20
588	O15269_PF00155_98_464	7K0K_A	fpocket20	0.007	4.2889	15
589	O15270_PF00155_168_528	7K0M_B	fpocket16	0.006	42.9034	17
590	O15270_PF00155_168_528	7K0M_B	fpocket19	0.004	18.8026	19
591	O15296_PF00305_175_661	7LAF_A	fpocket27	0.948	66.6802	21
592	O15296_PF00305_175_661	7LAF_A	fpocket25	0.001	15.7508	18
593	O15296_PF01477_4_119	4NRE_A	fpocket1	0.879	2.1966	18
594	O15296_PF01477_4_119	4NRE_A	fpocket3	0.001	1.0003	14
595	O15344_PF00643_171_212	2DQ5_A	fpocket2	0.094	3.6725	14
596	O15344_PF00643_171_212	2DQ5_A	fpocket1	0.096	0.7	9
597	O15344_PF18568_323_374	5IM8_A	fpocket1	0.668	2.6379	15
598	O15344_PF18568_323_374	5IM8_A	fpocket4	0.0	1.7756	10
599	O15347_PF00505_93_161	2YQI_A	fpocket3	0.064	4.5981	10
600	O15347_PF00505_93_161	2YQI_A	fpocket5	0.001	3.5802	17
601	O15347_PF09011_6_79	2EQZ_A	fpocket4	0.005	5.3537	16
602	O15347_PF09011_6_79	2EQZ_A	fpocket3	0.326	3.6863	14
603	O15350_PF00870_117_309	2XWC_A	fpocket7	0.0	6.318	15
604	O15350_PF00870_117_309	2XWC_A	fpocket5	0.03	5.4107	16
605	O15350_PF07647_485_549	1DXS_A	fpocket2	0.008	1.2472	12
606	O15350_PF07647_485_549	1DXS_A	fpocket1	0.031	0.7199	13
607	O15353_PF00250_270_357	6EL8_A	fpocket2	0.012	4.7478	11
608	O15353_PF00250_270_357	6EL8_A	fpocket1	0.255	2.8183	16
609	O15357_PF00017_21_102	2MK2_A	fpocket1	0.119	7.3677	15
610	O15357_PF00017_21_102	2MK2_A	fpocket2	0.0	1.8168	14
611	O15357_PF00536_1200_1258	2K4P_A	fpocket5	0.0	3.7033	12
612	O15357_PF00536_1200_1258	2K4P_A	fpocket4	0.0	1.5109	10
613	O15357_PF03372_429_718	5OKM_B	fpocket1	0.089	32.375	22
614	O15357_PF03372_429_718	5OKM_B	fpocket17	0.0	18.7264	20
615	O15379_PF00850_22_314	4A69_A	fpocket1	0.695	26.3258	21
616	O15379_PF00850_22_314	4A69_A	fpocket23	0.701	24.0843	19
617	O15381_PF00004_618_748	2X8A_A	fpocket1	0.011	9.8082	17
618	O15381_PF00004_618_748	2X8A_A	fpocket8	0.592	3.8761	21
619	O15381_PF17862_773_830	2X8A_A	fpocket1	0.39	4.5695	16
620	O15381_PF17862_773_830	2X8A_A	fpocket2	0.128	1.7513	12
621	O15382_PF01063_100_350	5MPR_A	fpocket4	0.096	28.6878	21
622	O15382_PF01063_100_350	5MPR_A	fpocket13	0.46	9.1377	13
623	O15389_PF07686_24_140	2ZG1_A	fpocket1	0.77	9.9728	13
624	O15389_PF07686_24_140	2ZG1_A	fpocket2	0.452	5.9212	16
625	O15392_PF00653_18_88	2QFA_A	fpocket3	0.174	4.6284	21
626	O15392_PF00653_18_88	2QFA_A	fpocket2	0.003	1.7569	9
627	O15393_PF00089_256_484	7MEQ_A	fpocket3	0.028	9.2377	19
628	O15393_PF00089_256_484	7MEQ_A	fpocket2	0.01	6.1442	26
629	O15393_PF15494_153_248	7MEQ_A	fpocket3	0.001	4.2046	12
630	O15393_PF15494_153_248	7MEQ_A	fpocket4	0.397	3.917	22
631	O15394_PF00041_497_581	2JLL_A	fpocket1	0.001	14.1053	19
632	O15394_PF00041_497_581	2JLL_A	fpocket6	0.258	3.4966	18
633	O15394_PF00041_593_678	2JLL_A	fpocket1	0.66	7.1581	21
634	O15394_PF00041_593_678	2JLL_A	fpocket3	0.0	2.2908	11
635	O15394_PF07679_115_198	2XY2_A	fpocket3	0.224	10.7784	19
636	O15394_PF07679_115_198	2XY2_A	fpocket1	0.269	2.4859	19
637	O15394_PF07679_211_298	2XY1_A	fpocket1	0.0	3.5215	19
638	O15394_PF07679_211_298	2XY1_A	fpocket3	0.015	2.5281	14
639	O15394_PF07679_21_111	2XY2_A	fpocket2	0.006	4.4066	18
640	O15394_PF07679_21_111	2XY2_A	fpocket1	0.013	2.8064	21
641	O15394_PF07679_302_397	2XY1_A	fpocket2	0.157	5.4524	15
642	O15394_PF07679_302_397	2XY1_A	fpocket5	0.0	3.8183	16
643	O15394_PF13927_400_479	2JLL_A	fpocket1	0.535	14.1717	18
644	O15394_PF13927_400_479	2JLL_A	fpocket3	0.0	4.7293	17
645	O15409_PF00250_503_585	2A07_K	fpocket3	0.002	3.6985	13
646	O15409_PF00250_503_585	2A07_K	fpocket2	0.0	3.6313	12
647	O15455_PF17968_698_730	7C76_A	fpocket2	0.464	1.8317	10
648	O15455_PF17968_698_730	7C76_A	fpocket1	0.373	1.6592	12
649	O15467_PF00048_35_90	5LTL_A	fpocket1	0.179	1.5247	16
650	O15467_PF00048_35_90	5LTL_A	fpocket2	0.0	0.4298	11
651	O15492_PF00615_65_180	2BT2_A	fpocket5	0.003	4.2318	15
652	O15492_PF00615_65_180	2BT2_A	fpocket3	0.382	4.0984	15
653	O15496_PF00068_44_150	5OWC_A	fpocket2	0.604	16.1295	21
654	O15496_PF00068_44_150	5OWC_A	fpocket4	0.0	6.3552	21
655	O15498_PF13774_44_122	6J7X_C	fpocket1	0.522	3.9462	13
656	O15498_PF13774_44_122	6J7X_C	fpocket4	0.001	1.4449	14
657	O15511_PF04699_10_151	6UHC_G	fpocket1	0.254	4.2501	22
658	O15511_PF04699_10_151	6UHC_G	fpocket2	0.008	2.6524	15
659	O15516_PF00989_109_188	6QPJ_A	fpocket1	0.773	4.8411	18
660	O15516_PF00989_109_188	6QPJ_A	fpocket3	0.031	4.7049	15
661	O15519_PF00656_254_476	3H11_A	fpocket1	0.304	9.7109	17
662	O15519_PF00656_254_476	3H11_A	fpocket12	0.037	7.5916	19
663	O15519_PF01335_2_77	6M6O_A	fpocket3	0.499	2.0063	15
664	O15519_PF01335_2_77	6M6O_A	fpocket1	0.001	1.4377	10
665	O15519_PF01335_93_174	6M6O_A	fpocket1	0.557	7.8564	24
666	O15519_PF01335_93_174	6M6O_A	fpocket4	0.001	1.8174	9
667	O15520_PF00167_78_202	1NUN_A	fpocket2	0.01	2.8213	15
668	O15520_PF00167_78_202	1NUN_A	fpocket1	0.158	2.0595	12
669	O15527_PF00730_142_301	2XHI_A	fpocket6	0.004	27.8266	20
670	O15527_PF00730_142_301	2XHI_A	fpocket10	0.0	12.2045	16
671	O15530_PF00069_82_342	5LVO_A	fpocket15	0.047	26.0705	22
672	O15530_PF00069_82_342	5LVO_A	fpocket5	0.035	19.9029	19
673	O15530_PF14593_446_548	1W1G_A	fpocket3	0.001	5.9845	17
674	O15530_PF14593_446_548	1W1G_A	fpocket5	0.004	3.6644	17
675	O15533_PF07654_294_389	3F8U_B	fpocket4	0.753	7.3166	20
676	O15533_PF07654_294_389	3F8U_B	fpocket6	0.003	3.158	17
677	O15537_PF00754_80_216	3JD6_O	fpocket1	0.538	4.4311	12
678	O15537_PF00754_80_216	3JD6_O	fpocket3	0.005	2.7108	10
679	O15539_PF00615_64_179	2CRP_A	fpocket6	0.0	4.6105	13
680	O15539_PF00615_64_179	2CRP_A	fpocket1	0.0	3.0235	12
681	O15540_PF00061_7_132	6L9O_A	fpocket2	0.0	29.3038	22
682	O15540_PF00061_7_132	6L9O_A	fpocket1	0.633	22.9329	23
683	O15541_PF13920_259_306	7DVQ_M	fpocket1	0.48	6.4007	23
684	O15541_PF13920_259_306	7DVQ_M	fpocket2	0.0	1.8547	13
685	O15550_PF02373_1133_1241	6FUL_A	fpocket2	0.013	32.0168	20
686	O15550_PF02373_1133_1241	6FUL_A	fpocket6	0.001	6.8736	17
687	O15553_PF02758_8_84	2MPC_A	fpocket6	0.002	2.3167	18
688	O15553_PF02758_8_84	2MPC_A	fpocket3	0.005	1.9764	18
689	O43143_PF00270_141_301	6SH6_A	fpocket8	0.0	9.7542	17
690	O43143_PF00270_141_301	6SH6_A	fpocket3	0.075	7.2871	16
691	O43143_PF00271_334_477	6SH6_A	fpocket6	0.0	5.1274	16
692	O43143_PF00271_334_477	6SH6_A	fpocket8	0.0	4.1298	16
693	O43143_PF04408_539_627	6SH6_A	fpocket8	0.113	4.4878	10
694	O43143_PF04408_539_627	6SH6_A	fpocket1	0.048	4.2687	14
695	O43143_PF07717_689_765	6SH6_A	fpocket3	0.0	2.6014	12
696	O43143_PF07717_689_765	6SH6_A	fpocket2	0.065	1.65	18
697	O43151_PF02008_49_89	4Z3C_C	fpocket2	0.09	4.3469	12
698	O43151_PF02008_49_89	4Z3C_C	fpocket1	0.001	3.1339	18
699	O43169_PF00173_28_100	3NER_A	fpocket1	0.871	43.0933	20
700	O43172_PF08799_108_136	1MZW_B	fpocket1	0.623	0.9861	11
701	O43172_PF08799_108_136	1MZW_B	fpocket2	0.001	0.4977	9
702	O43175_PF00389_9_317	6RJ3_A	fpocket22	0.0	43.2131	20
