	domain	fpocket	druggability score	prank rescore	buriedness	min pLDDT
334	A0A1B0GX49_PF07686_25_114	fpocket1	0.387	6.6664	17	94.11
335	A0A1B0GX49_PF07686_25_114	fpocket2	0.0	3.2799	16	94.89
336	A0A1B0GX51_PF07686_25_114	fpocket1	0.605	6.4131	17	95.54
337	A0A1B0GX51_PF07686_25_114	fpocket5	0.005	2.0913	13	77.12
338	A0A1B0GX56_PF07686_26_115	fpocket1	0.211	10.3701	17	87.44
339	A0A1B0GX56_PF07686_26_115	fpocket4	0.015	7.0495	7	87.67
340	A0A1B0GX68_PF07686_25_115	fpocket1	0.411	9.9028	17	94.86
341	A0A1B0GX68_PF07686_25_115	fpocket2	0.001	1.5257	13	77.53
342	A0A1B0GX78_PF07686_25_114	fpocket1	0.131	4.1301	16	95.27
343	A0A1B0GX78_PF07686_25_114	fpocket6	0.0	2.8047	10	95.0
344	A0A1B0GX95_PF07686_25_114	fpocket1	0.213	3.7089	17	93.26
345	A0A1B0GXF2_PF07686_25_114	fpocket1	0.371	4.4027	16	95.05
346	A0A1B0GXF2_PF07686_25_114	fpocket2	0.002	1.231	18	70.49
347	A0A1W2PPF3_PF00046_103_159	fpocket1	0.825	6.2265	13	71.38
348	A0A1W2PPF3_PF00046_16_72	fpocket3	0.511	3.2662	11	85.42
349	A0A1W2PPF3_PF00046_16_72	fpocket5	0.023	5.2005	12	89.24
350	A0A1W2PPK0_PF00046_25_79	fpocket2	0.17	7.9195	16	86.23
351	A0A1W2PPK0_PF00046_25_79	fpocket3	0.005	3.0617	6	86.23
352	A0A1W2PPM1_PF00046_29_83	fpocket2	0.135	6.0511	14	87.09
353	A0A1W2PPM1_PF00046_29_83	fpocket4	0.003	2.8708	8	72.77
354	A0A1W2PQ73_PF00178_43_122	fpocket1	0.782	11.5463	11	88.23
355	A0A1W2PQ73_PF00178_43_122	fpocket6	0.051	5.6202	10	87.1
356	A0A1W2PR19_PF00043_102_198	fpocket1	0.928	15.2764	19	83.18
357	A0A1W2PR19_PF00043_102_198	fpocket2	0.01	2.2326	20	90.9
358	A0A1W2PR19_PF13417_5_82	fpocket2	0.003	3.5677	11	96.31
359	A0A1W2PR19_PF13417_5_82	fpocket3	0.292	4.767	15	91.59
360	A0A1W2PRP0_PF00250_31_118	fpocket1	0.053	4.5748	14	79.52
361	A0A1W2PRP0_PF00250_31_118	fpocket3	0.153	3.869	13	82.69
362	A0A2R8Y4L2_PF00076_1_40	fpocket1	0.001	7.0549	14	84.87
363	A0A2R8Y4L2_PF00076_1_40	fpocket2	0.285	4.9695	17	93.98
364	A0A2R8Y4L2_PF00076_62_131	fpocket1	0.376	2.112	15	90.38
365	A0A2R8Y4L2_PF00076_62_131	fpocket3	0.0	1.9116	8	88.04
366	A0A2R8Y619_PF00125_4_98	fpocket3	0.895	7.2016	16	94.19
367	A0A2Z4LIS9_PF00250_242_288	fpocket2	0.096	2.005	14	91.1
368	A0A3B3IRV3_PF17832_5_89	fpocket1	0.595	6.8718	16	95.41
369	A0A3B3IRV3_PF17832_5_89	fpocket10	0.003	6.5264	12	92.56
370	A0A3B3IT33_PF15227_15_55	fpocket1	0.113	6.2973	7	92.69
371	A0A539_PF07686_25_114	fpocket1	0.076	3.3908	16	94.69
372	A0A539_PF07686_25_114	fpocket2	0.001	2.678	13	90.67
373	A0A576_PF07686_25_114	fpocket4	0.73	7.1102	16	94.03
374	A0A576_PF07686_25_114	fpocket5	0.003	3.8783	14	95.98
375	A0A577_PF07686_25_114	fpocket1	0.264	6.8254	15	89.55
376	A0A577_PF07686_25_114	fpocket2	0.002	3.0511	13	94.01
377	A0A578_PF07686_25_113	fpocket2	0.639	6.3287	17	95.51
378	A0A578_PF07686_25_113	fpocket5	0.0	4.4449	17	96.56
379	A0A584_PF07686_25_114	fpocket1	0.069	3.1166	18	93.09
380	A0A584_PF07686_25_114	fpocket6	0.002	2.5809	11	81.44
381	A0A589_PF07686_25_114	fpocket1	0.279	7.2474	17	93.88
382	A0A589_PF07686_25_114	fpocket3	0.0	1.4914	12	87.46
383	A0A597_PF07686_25_113	fpocket1	0.587	5.9169	18	95.78
384	A0A597_PF07686_25_113	fpocket4	0.0	4.2867	14	96.84
385	A0A599_PF07686_25_113	fpocket1	0.318	6.9418	17	96.05
386	A0A599_PF07686_25_113	fpocket2	0.001	0.8735	10	95.18
387	A0A5A2_PF07686_25_113	fpocket1	0.389	8.4918	16	96.28
388	A0A5A2_PF07686_25_113	fpocket4	0.0	1.1607	8	94.55
389	A0A5A6_PF07686_25_114	fpocket1	0.841	4.4455	17	94.17
390	A0A5B0_PF07686_25_115	fpocket1	0.542	7.6541	17	96.07
391	A0A5B0_PF07686_25_115	fpocket4	0.0	2.0842	14	93.74
392	A0A5B6_PF07686_25_113	fpocket1	0.2	6.4806	16	86.25
393	A0A5B6_PF07686_25_113	fpocket6	0.001	3.3343	11	86.21
394	A0A5B7_PF07686_21_111	fpocket1	0.02	5.708	15	95.39
395	A0A5B7_PF07686_21_111	fpocket4	0.09	2.926	13	97.38
396	A0A5B9_PF07654_10_102	fpocket2	0.0	2.8828	12	97.58
397	A0A5B9_PF07654_10_102	fpocket4	0.035	2.0156	12	95.94
398	A0AV02_PF00324_44_415	fpocket4	0.601	8.5116	18	84.06
399	A0AV02_PF00324_44_415	fpocket9	0.042	10.3078	16	92.17
400	A0AV96_PF00076_153_220	fpocket4	0.387	8.7578	20	71.83
401	A0AV96_PF00076_248_312	fpocket2	0.011	2.7343	13	80.87
402	A0AV96_PF00076_248_312	fpocket4	0.003	4.2907	11	91.98
403	A0AV96_PF00076_73_141	fpocket1	0.637	5.8052	20	91.31
404	A0AV96_PF00076_73_141	fpocket3	0.201	2.9408	10	89.86
405	A0AVI2_PF00168_1076_1170	fpocket8	0.002	8.3076	13	90.7
406	A0AVI2_PF00168_1244_1346	fpocket1	0.346	8.9726	16	79.27
407	A0AVI2_PF00168_1244_1346	fpocket10	0.001	7.0555	13	71.63
408	A0AVI2_PF00168_1486_1586	fpocket3	0.009	7.1545	19	87.8
409	A0AVI2_PF00168_167_267	fpocket2	0.0	1.3251	10	70.15
410	A0AVI2_PF00168_1721_1854	fpocket1	0.335	7.1878	13	70.1
411	A0AVI2_PF00168_1_99	fpocket9	0.193	14.2269	17	81.07
412	A0AVI2_PF00168_325_426	fpocket4	0.043	3.6806	11	89.61
413	A0AVI2_PF00168_325_426	fpocket5	0.291	6.9098	16	70.0
414	A0AVI2_PF08150_692_765	fpocket1	0.392	6.7554	16	85.94
415	A0AVI2_PF08150_692_765	fpocket5	0.0	2.4482	13	85.94
416	A0AVI2_PF08165_599_670	fpocket1	0.006	3.2097	15	84.23
417	A0AVI2_PF08165_599_670	fpocket3	0.003	3.5842	15	90.65
418	A0AVK6_PF02319_114_182	fpocket1	0.0	4.4907	10	87.16
419	A0AVK6_PF02319_114_182	fpocket4	0.463	5.4126	14	85.79
420	A0AVT1_PF00899_443_948	fpocket2	0.001	11.5634	18	79.36
421	A0AVT1_PF00899_443_948	fpocket40	0.016	33.3866	20	85.94
422	A0AVT1_PF00899_44_435	fpocket1	0.087	12.711	18	95.35
423	A0AVT1_PF00899_44_435	fpocket21	0.0	7.5475	19	88.35
424	A0AVT1_PF09358_955_1043	fpocket3	0.359	12.7174	15	81.44
425	A0AVT1_PF09358_955_1043	fpocket4	0.018	2.7697	13	85.86
426	A0AVT1_PF10585_631_884	fpocket13	0.003	9.0406	13	91.39
427	A0AVT1_PF10585_631_884	fpocket5	0.338	9.5259	19	87.82
428	A0AVT1_PF16190_224_292	fpocket1	0.373	15.6004	20	88.22
429	A0AVT1_PF16190_224_292	fpocket2	0.005	11.6592	18	82.8
430	A0AVT1_PF16191_293_362	fpocket1	0.232	3.3229	13	96.74
431	A0AVT1_PF16191_293_362	fpocket2	0.005	2.5257	12	87.5
432	A0FGR8_PF00168_385_491	fpocket3	0.006	23.4128	18	88.21
433	A0FGR8_PF00168_537_635	fpocket5	0.471	17.8149	18	89.48
434	A0FGR8_PF00168_537_635	fpocket6	0.0	6.5156	9	87.44
435	A0FGR8_PF00168_801_910	fpocket6	0.663	27.4135	18	90.95
436	A0FGR8_PF17047_191_370	fpocket10	0.005	7.0613	14	80.29
437	A0FGR8_PF17047_191_370	fpocket13	0.977	67.0155	20	74.38
438	A0FGR9_PF00168_306_410	fpocket4	0.014	30.9213	18	86.89
439	A0FGR9_PF00168_445_564	fpocket7	0.02	26.1834	21	86.78
440	A0FGR9_PF00168_769_878	fpocket2	0.749	21.6659	19	85.37
441	A0FGR9_PF17047_114_291	fpocket17	0.103	14.9704	16	83.46
442	A0JD32_PF07686_26_116	fpocket1	0.421	8.6049	17	86.77
443	A0JD32_PF07686_26_116	fpocket4	0.002	1.6783	9	88.61
444	A0JD36_PF07686_25_115	fpocket1	0.049	6.7412	15	93.9
445	A0JD36_PF07686_25_115	fpocket2	0.334	5.1658	21	94.1
446	A0JD37_PF07686_23_113	fpocket2	0.0	4.6189	14	85.89
447	A0JD37_PF07686_23_113	fpocket7	0.014	4.9998	9	90.87
448	A0M8Q6_PF07654_9_94	fpocket1	0.0	1.764	12	95.56
449	A0M8Q6_PF07654_9_94	fpocket2	0.22	0.7018	14	97.47
450	A0PJE2_PF00106_41_242	fpocket10	0.044	40.515	20	88.88
451	A0PJE2_PF00106_41_242	fpocket6	0.227	5.1974	17	91.97
452	A0PJX0_PF13499_100_169	fpocket2	0.158	3.7111	15	89.05
453	A0PJX0_PF13499_100_169	fpocket7	0.51	7.5505	13	90.83
454	A0PJX2_PF07534_79_215	fpocket4	0.006	4.714	15	89.23
455	A0PJX2_PF07534_79_215	fpocket5	0.6	7.2727	17	96.66
456	A0PJY2_PF00096_260_282	fpocket1	0.451	3.7196	13	79.75
457	A0PJY2_PF00096_288_310	fpocket1	0.585	2.183	12	81.39
458	A0PJY2_PF00096_316_338	fpocket1	0.058	2.1995	11	81.41
459	A0PJY2_PF00096_400_423	fpocket1	0.386	2.2211	12	84.44
460	A0PJY2_PF00096_400_423	fpocket2	0.566	2.4326	13	84.66
461	A1A4S6_PF00169_266_369	fpocket6	0.028	6.2758	11	73.84
462	A1A4S6_PF00620_397_547	fpocket5	0.051	4.6649	20	93.9
463	A1A4S6_PF00620_397_547	fpocket8	0.173	9.506	11	93.04
464	A1A4S6_PF14604_735_784	fpocket1	0.202	1.6231	15	92.81
465	A1A4S6_PF14604_735_784	fpocket2	0.0	5.1545	14	82.75
466	A1A4S6_PF16746_6_249	fpocket11	0.017	6.0292	16	89.76
467	A1A4S6_PF16746_6_249	fpocket18	0.007	5.8724	18	89.88
468	A1IGU5_PF00018_608_657	fpocket1	0.007	5.6413	17	77.55
469	A1IGU5_PF00621_34_211	fpocket11	0.0	4.4493	15	88.85
470	A1IGU5_PF00621_34_211	fpocket4	0.051	3.0736	16	89.58
471	A1IGU5_PF07653_510_567	fpocket1	0.001	2.4068	14	79.9
472	A1IGU5_PF07653_510_567	fpocket4	0.001	2.1864	9	78.61
473	A1KZ92_PF03098_727_1272	fpocket13	0.028	15.4277	25	81.63
474	A1KZ92_PF07679_234_321	fpocket2	0.028	2.3384	11	86.07
475	A1KZ92_PF07679_234_321	fpocket4	0.01	2.4541	14	85.44
476	A1KZ92_PF07679_419_505	fpocket1	0.0	1.9209	17	73.49
477	A1KZ92_PF07679_419_505	fpocket2	0.001	0.7317	10	72.88
478	A1KZ92_PF07679_511_597	fpocket1	0.441	4.4566	18	86.01
479	A1KZ92_PF07679_511_597	fpocket4	0.0	3.4249	20	74.79
480	A1KZ92_PF13927_329_402	fpocket5	0.006	7.0202	16	70.83
481	A1L020_PF00013_132_195	fpocket2	0.32	2.3382	17	85.63
482	A1L020_PF00013_132_195	fpocket3	0.025	2.5654	17	92.8
483	A1L020_PF00013_225_286	fpocket1	0.169	2.0573	17	79.7
484	A1L020_PF00013_225_286	fpocket4	0.001	1.5555	18	87.97
485	A1L0T0_PF00205_273_405	fpocket1	0.024	17.3314	17	91.71
486	A1L0T0_PF00205_273_405	fpocket3	0.004	3.6077	12	94.56
487	A1L0T0_PF02775_467_618	fpocket8	0.133	26.9467	18	96.13
488	A1L0T0_PF02775_467_618	fpocket9	0.005	9.5291	18	87.56
489	A1L0T0_PF02776_52_218	fpocket2	0.005	6.657	15	87.46
490	A1L0T0_PF02776_52_218	fpocket6	0.053	5.3434	14	92.64
491	A1L167_PF00179_1_149	fpocket1	0.349	6.9408	17	84.08
492	A1L167_PF00179_1_149	fpocket6	0.02	7.3711	13	92.28
493	A1L390_PF00169_297_394	fpocket3	0.006	4.398	10	91.01
494	A1L390_PF00169_297_394	fpocket7	0.729	7.0779	13	89.67
495	A1L390_PF00621_97_270	fpocket10	0.232	4.2135	13	89.1
496	A1L390_PF00621_97_270	fpocket5	0.005	4.6277	14	89.77
497	A1L453_PF00089_60_288	fpocket4	0.041	5.482	15	96.58
498	A1L4H1_PF00530_201_298	fpocket2	0.202	6.4393	17	88.01
499	A1L4H1_PF00530_23_120	fpocket1	0.044	7.9868	18	71.06
500	A1L4H1_PF00530_23_120	fpocket2	0.066	8.7191	18	81.66
501	A1L4H1_PF00530_307_404	fpocket2	0.356	4.1008	20	76.65
502	A1L4H1_PF00530_470_568	fpocket1	0.421	6.4533	18	89.29
503	A1L4H1_PF00530_470_568	fpocket4	0.006	4.9453	12	73.2
504	A1L4K1_PF00041_373_460	fpocket4	0.741	5.4698	13	92.47
505	A1L4K1_PF00041_373_460	fpocket8	0.001	3.2757	12	74.07
506	A1X283_PF00018_158_203	fpocket1	0.557	5.3033	16	75.85
507	A1X283_PF00018_227_272	fpocket1	0.099	4.5616	12	82.41
508	A1X283_PF00018_374_419	fpocket1	0.292	4.8985	18	81.2
509	A1X283_PF00018_374_419	fpocket2	0.044	5.4913	12	73.43
510	A1X283_PF00787_31_125	fpocket4	0.253	11.094	16	92.74
511	A1YPR0_PF00651_24_129	fpocket11	0.022	4.3585	16	83.37
512	A1YPR0_PF00651_24_129	fpocket3	0.113	8.3561	14	84.87
513	A1Z1Q3_PF01661_88_201	fpocket1	0.724	12.9041	22	95.09
514	A1Z1Q3_PF01661_88_201	fpocket5	0.055	6.0009	17	97.26
515	A2A288_PF11977_88_244	fpocket2	0.081	4.164	22	89.07
516	A2A288_PF11977_88_244	fpocket8	0.03	3.9242	13	85.49
517	A2A288_PF18039_3_44	fpocket1	0.153	1.2947	13	77.12
518	A2A2Y4_PF00373_114_225	fpocket1	0.2	4.9426	15	83.86
519	A2A2Y4_PF00373_114_225	fpocket5	0.001	2.1366	10	88.13
520	A2A2Y4_PF09379_36_99	fpocket3	0.0	5.2943	14	92.64
521	A2A2Y4_PF09379_36_99	fpocket5	0.881	19.5456	16	93.03
522	A2A2Y4_PF09380_229_316	fpocket2	0.014	6.3	10	93.31
523	A2A2Y4_PF09380_229_316	fpocket6	0.0	5.6317	17	90.21
524	A2A3K4_PF00782_100_243	fpocket7	0.371	11.6804	18	95.15
525	A2A3K4_PF00782_100_243	fpocket8	0.019	10.9925	11	92.16
526	A2A3N6_PF13519_492_601	fpocket1	0.401	6.4761	15	80.31
527	A2CJ06_PF00569_222_267	fpocket1	0.172	4.0562	14	84.23
528	A2CJ06_PF00569_222_267	fpocket2	0.217	4.4326	14	82.99
529	A2CJ06_PF09068_4_118	fpocket1	0.15	4.7295	13	90.47
530	A2CJ06_PF09068_4_118	fpocket6	0.0	2.8868	13	70.04
531	A2CJ06_PF09069_123_217	fpocket2	0.051	6.5015	10	91.71
532	A2CJ06_PF09069_123_217	fpocket7	0.134	4.2968	14	73.02
533	A2NJV5_PF07686_26_118	fpocket1	0.279	11.412	20	96.69
534	A2NJV5_PF07686_26_118	fpocket5	0.022	5.7279	9	97.89
535	A2PYH4_PF00270_282_467	fpocket6	0.278	7.1913	18	85.38
536	A2PYH4_PF00271_514_659	fpocket1	0.595	3.448	19	78.58
537	A2RRD8_PF00096_161_183	fpocket1	0.147	0.857	13	75.76
538	A2RRD8_PF00096_189_211	fpocket1	0.585	0.8867	12	73.57
539	A2RRD8_PF00096_245_267	fpocket1	0.15	2.4499	14	82.33
540	A2RRD8_PF00096_329_351	fpocket1	0.02	1.0973	10	88.87
541	A2RRD8_PF00096_413_435	fpocket1	0.005	2.3515	11	80.55
542	A2RRD8_PF00096_441_463	fpocket1	0.205	1.8652	8	84.42
543	A2RTX5_PF00587_476_687	fpocket4	0.499	10.7189	15	79.7
544	A2RTX5_PF00587_476_687	fpocket6	0.0	12.203	20	79.71
545	A2RTX5_PF02824_162_222	fpocket1	0.0	1.2473	11	86.56
546	A2RTX5_PF03129_699_790	fpocket1	0.545	5.9334	19	90.98
547	A2RTX5_PF03129_699_790	fpocket2	0.001	3.2784	17	89.38
548	A2RTX5_PF07973_328_377	fpocket1	0.282	11.7402	16	91.31
549	A2RU54_PF00046_150_206	fpocket2	0.206	5.4705	13	90.73
550	A2RU54_PF00046_150_206	fpocket4	0.001	2.643	10	97.83
551	A2RUC4_PF13621_16_256	fpocket2	0.082	7.9666	28	96.53
552	A2RUC4_PF13621_16_256	fpocket5	0.139	17.9917	16	89.7
553	A2RUH7_PF00041_147_231	fpocket2	0.0	2.9252	24	90.12
554	A2RUH7_PF07679_261_350	fpocket2	0.078	3.0233	14	72.73
555	A2RUH7_PF07679_261_350	fpocket4	0.0	3.5326	18	84.4
556	A2RUH7_PF07679_57_142	fpocket1	0.002	1.7831	14	97.21
557	A2RUH7_PF07679_57_142	fpocket2	0.339	2.1149	18	94.98
558	A2VDJ0_PF12371_91_174	fpocket1	0.44	15.0031	15	86.29
559	A3KMH1_PF07728_105_261	fpocket1	0.466	4.2548	16	90.65
560	A3KMH1_PF07728_105_261	fpocket5	0.0	2.7681	16	86.59
561	A3KMH1_PF07728_442_603	fpocket3	0.041	5.5203	17	83.68
562	A3KMH1_PF07728_776_923	fpocket2	0.006	5.431	16	79.59
563	A3KMH1_PF07728_776_923	fpocket9	0.281	3.5884	15	90.3
564	A3KN83_PF13871_872_1148	fpocket23	0.381	20.7095	18	77.94
565	A3KN83_PF13872_255_560	fpocket14	0.001	11.3926	19	75.11
566	A3KN83_PF13872_255_560	fpocket6	0.418	7.7273	14	72.88
567	A4D0S4_PF00053_1080_1125	fpocket1	0.009	1.3829	10	74.33
568	A4D0S4_PF00053_265_329	fpocket2	0.002	3.8255	15	84.85
569	A4D0S4_PF00053_332_392	fpocket2	0.361	8.7839	15	86.46
570	A4D0S4_PF00053_332_392	fpocket3	0.002	1.8863	13	83.62
571	A4D0S4_PF00053_395_452	fpocket1	0.151	3.3567	16	71.51
572	A4D0S4_PF00053_506_551	fpocket2	0.382	4.6288	14	82.74
573	A4D0S4_PF00053_506_551	fpocket3	0.006	1.4759	15	74.94
574	A4D0S4_PF00053_769_814	fpocket1	0.0	1.7002	14	79.65
575	A4D0S4_PF00053_769_814	fpocket2	0.073	2.5848	13	75.95
576	A4D0S4_PF00053_817_865	fpocket2	0.174	4.0355	10	70.52
577	A4D0S4_PF00053_970_1019	fpocket1	0.48	1.925	17	72.44
578	A4D0S4_PF00055_28_263	fpocket20	0.005	7.7498	15	84.62
579	A4D0S4_PF00055_28_263	fpocket7	0.007	13.2388	24	74.14
580	A4D1E9_PF01018_16_143	fpocket2	0.0	1.8586	12	83.52
581	A4D1E9_PF01018_16_143	fpocket3	0.016	2.4925	15	81.33
582	A4D1S0_PF00059_310_406	fpocket4	0.031	4.5742	10	91.15
583	A4D1S0_PF00059_310_406	fpocket5	0.189	6.5948	17	85.99
584	A4D1S5_PF00071_19_181	fpocket1	0.001	5.516	21	76.41
585	A4D1S5_PF00071_19_181	fpocket7	0.026	3.4321	12	98.12
586	A4D1Z8_PF00337_4_132	fpocket1	0.003	8.0314	14	93.63
587	A4D1Z8_PF00337_4_132	fpocket2	0.098	2.214	12	76.58
588	A4D256_PF00782_210_336	fpocket6	0.282	19.979	23	71.3
589	A4D256_PF00782_210_336	fpocket7	0.008	10.1479	20	97.41
590	A4D256_PF14671_21_159	fpocket1	0.763	10.0739	12	96.4
591	A4D256_PF14671_21_159	fpocket3	0.005	6.682	16	78.53
592	A4D2B0_PF00753_71_135	fpocket1	0.022	4.1588	17	97.38
593	A4D2B8_PF13589_233_355	fpocket1	0.0	31.1481	24	81.51
594	A4D2B8_PF13589_233_355	fpocket6	0.239	4.5413	20	73.47
595	A4D2P6_PF00595_10_80	fpocket2	0.267	4.8033	18	83.52
596	A4D2P6_PF00595_10_80	fpocket5	0.0	2.5437	14	83.52
597	A4D2P6_PF00595_279_353	fpocket2	0.005	2.2187	14	74.43
598	A4FU01_PF06602_193_319	fpocket4	0.019	5.6857	16	92.28
599	A4FU01_PF06602_193_319	fpocket8	0.134	16.6746	17	84.16
600	A4FU01_PF06602_306_483	fpocket11	0.003	12.0249	12	83.79
601	A4FU01_PF06602_306_483	fpocket12	0.016	6.7307	13	93.14
602	A4FU49_PF07653_69_123	fpocket1	0.001	1.398	12	89.5
603	A4FU49_PF07653_69_123	fpocket2	0.084	3.488	12	88.01
604	A4GXA9_PF02732_80_250	fpocket3	0.035	8.4348	15	88.5
605	A5D8T8_PF00059_316_434	fpocket9	0.001	5.6237	12	72.65
606	A5D8T8_PF00188_52_182	fpocket10	0.004	12.8304	17	91.07
607	A5D8T8_PF00188_52_182	fpocket4	0.005	12.5764	20	92.93
608	A5D8V6_PF07200_5_150	fpocket2	0.704	1.6774	17	97.53
609	A5D8V6_PF07200_5_150	fpocket4	0.034	2.858	10	98.51
610	A5PKW4_PF00169_757_869	fpocket1	0.377	15.3504	13	72.84
611	A5PKW4_PF01369_539_708	fpocket17	0.002	5.0611	12	79.7
612	A5PLK6_PF00615_645_755	fpocket1	0.065	6.376	13	83.35
613	A5PLK6_PF00615_645_755	fpocket10	0.0	4.1551	10	82.47
614	A5PLL7_PF10520_84_261	fpocket3	0.009	11.4708	15	97.66
615	A5PLL7_PF10520_84_261	fpocket9	0.985	26.7493	19	87.64
616	A5YKK6_PF12842_1387_1534	fpocket10	0.614	4.4433	16	78.49
617	A5YKK6_PF12842_1387_1534	fpocket9	0.763	4.7721	14	88.97
618	A5YKK6_PF16415_1087_1313	fpocket10	0.0	4.9691	13	85.99
619	A5YKK6_PF16417_813_1004	fpocket1	0.041	7.2424	16	80.63
620	A5YKK6_PF16417_813_1004	fpocket7	0.015	5.3017	18	86.98
621	A5YKK6_PF16418_500_656	fpocket1	0.014	7.455	17	76.42
622	A5YM72_PF15632_596_735	fpocket1	0.38	10.9231	15	91.32
623	A5YM72_PF15632_596_735	fpocket4	0.0	9.3331	17	86.95
624	A5YM72_PF18130_410_492	fpocket4	0.0	5.2821	9	90.27
625	A5YM72_PF18130_410_492	fpocket5	0.571	57.2903	17	90.82
626	A6BM72_PF00053_275_320	fpocket1	0.116	4.025	11	77.35
627	A6BM72_PF00053_313_358	fpocket2	0.006	3.842	13	73.66
628	A6BM72_PF00053_313_358	fpocket3	0.002	5.2838	13	77.35
629	A6BM72_PF00053_361_409	fpocket1	0.299	1.9369	16	78.07
630	A6BM72_PF00053_579_622	fpocket1	0.254	5.2173	17	80.5
631	A6BM72_PF00053_618_666	fpocket1	0.144	6.2388	13	78.3
632	A6BM72_PF00053_618_666	fpocket2	0.001	3.9871	11	71.62
633	A6BM72_PF00053_667_708	fpocket1	0.245	3.3375	17	81.61
634	A6BM72_PF00053_667_708	fpocket3	0.006	2.7517	9	76.77
635	A6BM72_PF00053_748_798	fpocket1	0.002	4.828	11	85.3
636	A6BM72_PF00053_748_798	fpocket2	0.153	3.7439	11	86.6
637	A6BM72_PF12661_191_210	fpocket1	0.262	4.4782	12	72.11
638	A6BM72_PF12661_234_253	fpocket1	0.275	4.6789	10	82.67
639	A6H8M9_PF00028_448_541	fpocket1	0.0	3.4571	20	87.7
640	A6H8M9_PF00028_448_541	fpocket2	0.001	3.4612	14	84.67
641	A6H8Y1_PF15963_293_399	fpocket5	0.007	4.5071	17	87.54
642	A6NC42_PF16005_10_95	fpocket2	0.052	2.4817	17	94.94
643	A6NC42_PF16005_10_95	fpocket3	0.34	5.7962	11	93.58
644	A6NC86_PF00021_126_201	fpocket3	0.002	4.2841	12	94.73
645	A6NC86_PF00021_126_201	fpocket4	0.027	5.1434	18	93.69
646	A6NC86_PF02988_27_109	fpocket4	0.003	2.9305	15	92.2
647	A6NC86_PF02988_27_109	fpocket7	0.002	3.6854	17	94.54
648	A6NC98_PF19047_52_181	fpocket1	0.733	4.2403	17	82.34
649	A6NC98_PF19047_52_181	fpocket4	0.013	10.3587	17	87.71
650	A6NCE7_PF02991_15_120	fpocket2	0.002	2.2892	16	76.28
651	A6NCE7_PF02991_15_120	fpocket5	0.002	3.8707	14	78.38
652	A6NCF5_PF07707_75_177	fpocket6	0.004	6.7834	12	76.77
653	A6NCF5_PF07707_75_177	fpocket7	0.594	9.778	16	88.37
654	A6NCI4_PF13768_169_324	fpocket2	0.146	16.9532	16	86.56
655	A6NCI4_PF13768_169_324	fpocket5	0.0	4.2041	14	83.21
656	A6NCI4_PF13768_510_666	fpocket7	0.065	10.7478	17	90.44
657	A6NCI4_PF13768_958_1113	fpocket1	0.147	17.0146	16	88.19
658	A6NCI4_PF13768_958_1113	fpocket5	0.0	3.0448	17	83.62
659	A6NCK2_PF15227_15_55	fpocket1	0.023	5.5229	7	94.1
660	A6NCK2_PF15227_15_55	fpocket2	0.139	5.8403	14	82.28
661	A6NCM1_PF00004_563_695	fpocket1	0.0	7.7408	19	88.46
662	A6NCM1_PF00004_563_695	fpocket2	0.138	6.6907	13	83.82
663	A6NCQ9_PF13639_12_65	fpocket3	0.331	4.1994	13	81.64
664	A6NCS4_PF00046_133_189	fpocket1	0.003	2.3309	14	94.39
665	A6NCS4_PF00046_133_189	fpocket2	0.108	3.3786	11	93.77
666	A6ND91_PF03447_13_124	fpocket3	0.001	8.5777	14	94.05
667	A6ND91_PF03447_13_124	fpocket5	0.677	18.341	20	96.25
668	A6NDA9_PF13927_252_331	fpocket1	0.137	14.1354	17	87.43
669	A6NDA9_PF13927_252_331	fpocket2	0.001	1.7553	14	93.33
670	A6NDE4_PF00076_10_79	fpocket1	0.056	1.7819	10	83.96
671	A6NDE4_PF00076_10_79	fpocket2	0.326	1.38	24	86.54
672	A6NDG6_PF13242_232_315	fpocket1	0.443	6.7114	18	91.58
673	A6NDG6_PF13242_232_315	fpocket3	0.003	1.7936	14	94.28
674	A6NDG6_PF13344_31_139	fpocket1	0.003	3.9254	23	80.58
675	A6NDG6_PF13344_31_139	fpocket3	0.002	2.3695	13	93.02
676	A6NDI0_PF00643_88_129	fpocket1	0.002	1.0909	12	89.35
677	A6NDI0_PF00643_88_129	fpocket2	0.045	1.0732	10	86.14
678	A6NDI0_PF15227_15_55	fpocket2	0.034	3.1191	13	70.87
679	A6NDI0_PF15227_15_55	fpocket3	0.004	4.5072	6	91.04
680	A6NDN8_PF00240_29_97	fpocket1	0.076	4.9393	16	77.78
681	A6NDP7_PF01284_159_297	fpocket5	0.407	3.9619	20	92.14
682	A6NDP7_PF01284_17_148	fpocket1	0.588	4.0287	17	87.89
683	A6NDP7_PF01284_17_148	fpocket5	0.186	5.1656	15	89.7
684	A6NDX5_PF00096_549_571	fpocket1	0.246	2.6056	11	76.03
685	A6NDX5_PF00096_633_655	fpocket1	0.179	1.2623	11	80.56
686	A6NDX5_PF00096_689_711	fpocket1	0.002	0.9894	11	81.47
687	A6NDY0_PF00076_149_218	fpocket3	0.431	3.9264	11	91.96
688	A6NDY0_PF00076_149_218	fpocket5	0.0	1.5839	15	93.67
689	A6NDY2_PF15288_41_82	fpocket1	0.345	2.4068	10	83.49
690	A6NE02_PF00651_53_162	fpocket3	0.147	2.6351	16	92.02
691	A6NE02_PF00651_53_162	fpocket6	0.241	3.235	15	88.43
